table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1227,r001,Without disability,Without disability,,,1,32227
1227,r002,Without disability -> Top 50 U.S. institutions,Without disability,Top 50 U.S. institutions,,2,16545
1227,r003,"Without disability -> Top 50 U.S. institutions -> U. California, Berkeley",Without disability,Top 50 U.S. institutions,"U. California, Berkeley",3,588
1227,r004,"Without disability -> Top 50 U.S. institutions -> Purdue U., West Lafayette",Without disability,Top 50 U.S. institutions,"Purdue U., West Lafayette",3,575
1227,r005,"Without disability -> Top 50 U.S. institutions -> U. Michigan, Ann Arbor",Without disability,Top 50 U.S. institutions,"U. Michigan, Ann Arbor",3,563
1227,r006,Without disability -> Top 50 U.S. institutions -> U. Wisconsin-Madison,Without disability,Top 50 U.S. institutions,U. Wisconsin-Madison,3,563
1227,r007,"Without disability -> Top 50 U.S. institutions -> U. Illinois, Urbana-Champaign",Without disability,Top 50 U.S. institutions,"U. Illinois, Urbana-Champaign",3,557
1227,r008,Without disability -> Top 50 U.S. institutions -> U. Florida,Without disability,Top 50 U.S. institutions,U. Florida,3,487
1227,r009,"Without disability -> Top 50 U.S. institutions -> U. California, Los Angeles",Without disability,Top 50 U.S. institutions,"U. California, Los Angeles",3,484
1227,r010,"Without disability -> Top 50 U.S. institutions -> Texas A&M U., College Station and Health Science Center",Without disability,Top 50 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,479
1227,r011,Without disability -> Top 50 U.S. institutions -> Georgia Institute of Technology,Without disability,Top 50 U.S. institutions,Georgia Institute of Technology,3,443
1227,r012,"Without disability -> Top 50 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Without disability,Top 50 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,441
1227,r013,"Without disability -> Top 50 U.S. institutions -> Ohio State U., Columbus",Without disability,Top 50 U.S. institutions,"Ohio State U., Columbus",3,419
1227,r014,Without disability -> Top 50 U.S. institutions -> Harvard U.,Without disability,Top 50 U.S. institutions,Harvard U.,3,418
1227,r015,"Without disability -> Top 50 U.S. institutions -> U. California, Davis",Without disability,Top 50 U.S. institutions,"U. California, Davis",3,418
1227,r016,"Without disability -> Top 50 U.S. institutions -> U. Washington, Seattle",Without disability,Top 50 U.S. institutions,"U. Washington, Seattle",3,397
1227,r017,Without disability -> Top 50 U.S. institutions -> North Carolina State U.,Without disability,Top 50 U.S. institutions,North Carolina State U.,3,395
1227,r018,"Without disability -> Top 50 U.S. institutions -> U. California, San Diego",Without disability,Top 50 U.S. institutions,"U. California, San Diego",3,366
1227,r019,"Without disability -> Top 50 U.S. institutions -> U. Texas, Austin",Without disability,Top 50 U.S. institutions,"U. Texas, Austin",3,354
1227,r020,Without disability -> Top 50 U.S. institutions -> Cornell U.,Without disability,Top 50 U.S. institutions,Cornell U.,3,342
1227,r021,Without disability -> Top 50 U.S. institutions -> Columbia U. in the City of New York,Without disability,Top 50 U.S. institutions,Columbia U. in the City of New York,3,337
1227,r022,Without disability -> Top 50 U.S. institutions -> Michigan State U.,Without disability,Top 50 U.S. institutions,Michigan State U.,3,319
1227,r023,Without disability -> Top 50 U.S. institutions -> U. Southern California,Without disability,Top 50 U.S. institutions,U. Southern California,3,319
1227,r024,"Without disability -> Top 50 U.S. institutions -> U. California, Irvine",Without disability,Top 50 U.S. institutions,"U. California, Irvine",3,318
1227,r025,Without disability -> Top 50 U.S. institutions -> U. Pennsylvania,Without disability,Top 50 U.S. institutions,U. Pennsylvania,3,312
1227,r026,Without disability -> Top 50 U.S. institutions -> Massachusetts Institute of Technology,Without disability,Top 50 U.S. institutions,Massachusetts Institute of Technology,3,301
1227,r027,"Without disability -> Top 50 U.S. institutions -> U. Minnesota, Twin Cities",Without disability,Top 50 U.S. institutions,"U. Minnesota, Twin Cities",3,296
1227,r028,Without disability -> Top 50 U.S. institutions -> Stanford U.,Without disability,Top 50 U.S. institutions,Stanford U.,3,289
1227,r029,"Without disability -> Top 50 U.S. institutions -> U. Maryland, College Park",Without disability,Top 50 U.S. institutions,"U. Maryland, College Park",3,285
1227,r030,Without disability -> Top 50 U.S. institutions -> Duke U.,Without disability,Top 50 U.S. institutions,Duke U.,3,279
1227,r031,Without disability -> Top 50 U.S. institutions -> Virginia Polytechnic Institute and State U.,Without disability,Top 50 U.S. institutions,Virginia Polytechnic Institute and State U.,3,269
1227,r032,Without disability -> Top 50 U.S. institutions -> Walden U.,Without disability,Top 50 U.S. institutions,Walden U.,3,268
1227,r033,Without disability -> Top 50 U.S. institutions -> Johns Hopkins U.,Without disability,Top 50 U.S. institutions,Johns Hopkins U.,3,265
1227,r034,Without disability -> Top 50 U.S. institutions -> U. Arizona,Without disability,Top 50 U.S. institutions,U. Arizona,3,265
1227,r035,Without disability -> Top 50 U.S. institutions -> Princeton U.,Without disability,Top 50 U.S. institutions,Princeton U.,3,256
1227,r036,"Without disability -> Top 50 U.S. institutions -> U. North Carolina, Chapel Hill",Without disability,Top 50 U.S. institutions,"U. North Carolina, Chapel Hill",3,256
