table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
8355,r001,Institutions,Institutions,,,,,1,255,36.5,253,36.2,173,24.7
8355,r002,Schools,Schools,,,,,1,260,33.0,258,32.8,175,22.2
8355,r003,Units,Units,,,,,1,469,2.2,433,2.0,242,1.1
8355,r004,All graduate students,All graduate students,,,,,1,45265,100.0,27695,100.0,17570,100.0
8355,r005,All graduate students -> Male,All graduate students,Male,,,,2,34963,77.2,21037,76.0,13926,79.3
8355,r006,All graduate students -> Female,All graduate students,Female,,,,2,10302,22.8,6658,24.0,3644,20.7
8355,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,17581,38.8,12263,44.3,5318,30.3
8355,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,2192,4.8,1707,6.2,485,2.8
8355,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
8355,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,52,0.1,45,0.2,7,0.05
8355,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,3619,8.0,2643,9.5,976,5.6
