table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_all_expenditures_total,field_all_expenditures_public,field_all_expenditures_private,field_federal_total,field_federal_public,field_federal_private,field_nonfederal_total,field_nonfederal_public,field_nonfederal_private
10110,r001,All R&D fields,All R&D fields,,,,1,2700652,1980284,720368,1336692,955690,381002,1363960,1024594,339366
10110,r002,All R&D fields -> Science,All R&D fields,Science,,,2,1844183,1320322,523861,886412,609492,276920,957771,710830,246941
10110,r003,All R&D fields -> Science -> Computer and information sciences,All R&D fields,Science,Computer and information sciences,,3,136868,96925,39943,78813,56021,22792,58055,40904,17151
10110,r004,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,136651,115844,20807,85617,77688,7929,51034,38156,12878
10110,r005,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,4,23944,21484,2460,18413,16938,1475,5531,4546,985
10110,r006,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,47613,33753,13860,22360,17824,4536,25253,15929,9324
10110,r007,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean sciences and marine sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean sciences and marine sciences,4,52689,49204,3485,36435,35046,1389,16254,14158,2096
10110,r008,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,12405,11403,1002,8409,7880,529,3996,3523,473
10110,r009,All R&D fields -> Science -> Life sciences,All R&D fields,Science,Life sciences,,3,1056808,771516,285292,429317,282512,146805,627491,489004,138487
10110,r010,All R&D fields -> Science -> Life sciences -> Agricultural sciences,All R&D fields,Science,Life sciences,Agricultural sciences,4,120530,117922,2608,33636,32829,807,86894,85093,1801
10110,r011,All R&D fields -> Science -> Life sciences -> Biological and biomedical sciences,All R&D fields,Science,Life sciences,Biological and biomedical sciences,4,485746,313990,171756,231374,146206,85168,254372,167784,86588
10110,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,408455,306476,101979,149025,92094,56931,259430,214382,45048
10110,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation,All R&D fields,Science,Life sciences,Natural resources and conservation,4,13797,13349,448,5278,5085,193,8519,8264,255
10110,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,28280,19779,8501,10004,6298,3706,18276,13481,4795
10110,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,10648,5407,5241,5277,3473,1804,5371,1934,3437
10110,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,408769,262534,146235,262166,170562,91604,146603,91972,54631
10110,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,27500,18568,8932,17656,11165,6491,9844,7403,2441
10110,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,139819,92354,47465,78071,50950,27121,61748,41404,20344
10110,r019,All R&D fields -> Science -> Physical sciences -> Materials science,All R&D fields,Science,Physical sciences,Materials science,4,22064,14493,7571,16928,11380,5548,5136,3113,2023
10110,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,198354,127429,70925,136324,91056,45268,62030,36373,25657
10110,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,21032,9690,11342,13187,6011,7176,7845,3679,4166
10110,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,14616,9652,4964,6886,3872,3014,7730,5780,1950
