table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5416,r001,All HHE institutions,All HHE institutions,,1,-,"['6,858,645', '']","['201,557', '']","['290,999', '']","['3,688,883', '']","['88,011', '']","['649,977', '']","['224,407', '']","['200,315', '']","['59,232', '']","['885,776', '']","['569,488', '']"
5416,r002,All HHE institutions -> U. Texas M. D. Anderson Cancer Center,All HHE institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['1,051,297', '']","['0', '']","['0', '']","['981,164', '']","['21,622', '']","['19,060', '']","['16,860', '']","['12,591', '']","['0', '']","['0', '']","['0', '']"
5416,r003,All HHE institutions -> U. Arizona,All HHE institutions,U. Arizona,2,2,"['760,975', '']","['15,084', '']","['31,148', '']","['437,147', '']","['3,098', '']","['149,138', '']","['2,900', '']","['17,689', '']","['7,566', '']","['79,463', '']","['17,742', '']"
5416,r004,"All HHE institutions -> U. California, Irvine",All HHE institutions,"U. California, Irvine",2,3,"['490,597', '']","['21,573', '']","['12,705', '']","['289,422', '']","['7,106', '']","['40,964', '']","['11,448', '']","['12,741', '']","['799', '']","['59,695', '']","['34,144', '']"
5416,r005,"All HHE institutions -> U. Illinois, Chicago",All HHE institutions,"U. Illinois, Chicago",2,4,"['412,147', '']","['12,999', '']","['1,021', '']","['314,296', '']","['4,109', '']","['15,752', '']","['3,621', '']","['7,905', '']","['4,862', '']","['31,496', '']","['16,086', '']"
5416,r006,"All HHE institutions -> U. Texas Health Science Center, Houston",All HHE institutions,"U. Texas Health Science Center, Houston",2,5,"['273,862', '']","['0', '']","['0', '']","['273,862', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5416,r007,"All HHE institutions -> U. California, Santa Barbara",All HHE institutions,"U. California, Santa Barbara",2,6,"['254,434', '']","['9,231', '']","['40,396', '']","['30,838', '']","['1,416', '']","['58,534', '']","['4,929', '']","['7,631', '']","['867', '']","['87,681', '']","['12,911', '']"
5416,r008,All HHE institutions -> U. New Mexico,All HHE institutions,U. New Mexico,2,7,"['243,375', '']","['3,964', '']","['6,924', '']","['148,158', '']","['1,422', '']","['8,063', '']","['6,827', '']","['10,624', '']","['8,528', '']","['42,739', '']","['6,126', '']"
5416,r009,All HHE institutions -> U. Central Florida,All HHE institutions,U. Central Florida,2,8,"['239,343', '']","['29,423', '']","['4,008', '']","['32,376', '']","['3,197', '']","['34,630', '']","['10,968', '']","['9,513', '']","['1,602', '']","['62,071', '']","['51,555', '']"
5416,r010,All HHE institutions -> Florida International U.,All HHE institutions,Florida International U.,2,9,"['236,842', '']","['16,175', '']","['16,023', '']","['55,877', '']","['1,470', '']","['27,354', '']","['34,642', '']","['17,828', '']","['1,063', '']","['39,826', '']","['26,584', '']"
5416,r011,"All HHE institutions -> U. Texas Health Science Center, San Antonio",All HHE institutions,"U. Texas Health Science Center, San Antonio",2,10,"['202,572', '']","['0', '']","['0', '']","['202,572', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5416,r012,All HHE institutions -> U. Houston,All HHE institutions,U. Houston,2,11,"['200,428', '']","['5,599', '']","['9,437', '']","['34,394', '']","['3,596', '']","['50,164', '']","['13,999', '']","['1,536', '']","['647', '']","['55,210', '']","['25,846', '']"
5416,r013,All HHE institutions -> Texas Tech U.,All HHE institutions,Texas Tech U.,2,12,"['199,643', '']","['5,111', '']","['8,913', '']","['49,230', '']","['3,402', '']","['15,103', '']","['10,670', '']","['11,877', '']","['0', '']","['42,856', '']","['52,481', '']"
5416,r014,"All HHE institutions -> U. California, Riverside",All HHE institutions,"U. California, Riverside",2,13,"['184,894', '']","['8,974', '']","['10,855', '']","['95,431', '']","['1,682', '']","['17,037', '']","['2,950', '']","['5,132', '']","['3,923', '']","['31,937', '']","['6,973', '']"
