table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2018,field_2019,field_2020_all_engineering,field_2020_aerospace_aeronautical_and_astronautical_engineering,field_2020_bioengineering_and_biomedical_engineering,field_2020_chemical_engineering,field_2020_civil_engineering,field_2020_electrical_electronic_and_communications_engineering,field_2020_industrial_and_manufacturing_engineering,field_2020_mechanical_engineering,field_2020_metallurgical_and_materials_engineering,field_2020_engineering_nec_
5438,r001,All institutions,All institutions,,1,-,"['7,093,806', '']","['7,668,349', '']","['8,120,891', '']","['957,795', '']","['906,145', '']","['521,758', '']","['606,519', '']","['2,143,397', '']","['384,795', '']","['1,160,117', '']","['504,528', '']","['935,837', '']"
5438,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['1,038,797', '']","['1,100,587', '']","['1,154,993', '']","['128,732', '']","['52,763', '']","['20,352', '']","['14,290', '']","['529,392', '']","['96,457', '']","['215,263', '']","['25,841', '']","['71,903', '']"
5438,r003,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,2,"['466,780', '']","['506,061', '']","['537,693', '']","['159,822', '']","['10,650', '']","['10,523', '']","['17,000', '']","['212,559', '']","['81,802', '']","['32,241', '']","['7,513', '']","['5,583', '']"
5438,r004,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,3,"['244,868', '']","['258,324', '']","['277,345', '']","['21,484', '']","['13,881', '']","['10,966', '']","['4,153', '']","['85,604', '']","['19,417', '']","['90,163', '']","['31,677', '']","['0', '']"
5438,r005,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,4,"['220,744', '']","['230,312', '']","['213,108', '']","['17,450', '']","['65,830', '']","['16,817', '']","['3,261', '']","['40,823', '']","['0', '']","['19,657', '']","['12,455', '']","['36,815', '']"
5438,r006,All institutions -> Utah State U.,All institutions,Utah State U.,2,5,"['124,950', '']","['183,794', '']","['206,998', '']","['198,031', '']","['416', '']","['0', '']","['2,525', '']","['2,804', '']","['0', '']","['2,149', '']","['0', '']","['1,073', '']"
5438,r007,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,6,"['178,020', '']","['175,137', '']","['176,141', '']","['8,809', '']","['16,389', '']","['7,596', '']","['7,860', '']","['53,065', '']","['2,318', '']","['25,667', '']","['7,581', '']","['46,856', '']"
5438,r008,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,7,"['154,761', '']","['160,506', '']","['175,426', '']","['10,941', '']","['7,564', '']","['12,239', '']","['8,918', '']","['55,808', '']","['133', '']","['45,359', '']","['16,186', '']","['18,278', '']"
5438,r009,All institutions -> U. Dayton,All institutions,U. Dayton,2,8,"['127,079', '']","['146,841', '']","['145,508', '']","['13,203', '']","['0', '']","['9,546', '']","['427', '']","['7,789', '']","['26,708', '']","['6,591', '']","['65,536', '']","['15,708', '']"
5438,r010,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,9,"['126,826', '']","['130,075', '']","['131,529', '']","['7,886', '']","['9,054', '']","['10,598', '']","['12,918', '']","['41,989', '']","['0', '']","['21,613', '']","['10,169', '']","['17,302', '']"
5438,r011,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,10,"['105,657', '']","['111,292', '']","['122,469', '']","['15,923', '']","['7,096', '']","['9,187', '']","['6,314', '']","['25,830', '']","['4,266', '']","['20,401', '']","['10,377', '']","['23,075', '']"
