table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_total,field_female_number,field_female_percent,field_male_number,field_male_percent
1627,r001,All occupations,All occupations,,,,1,27273000,13002000,47.7,14271000,52.3
1627,r002,S&E occupations,S&E occupations,,,,1,6769000,1966000,29.0,4803000,71.0
1627,r003,S&E occupations -> Computer and mathematical scientists,S&E occupations,Computer and mathematical scientists,,,2,3419000,919000,26.9,2500000,73.1
1627,r004,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists,S&E occupations,Computer and mathematical scientists,Computer and information scientists,,3,3096000,787000,25.4,2309000,74.6
1627,r005,"S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Computer and information scientists, research",S&E occupations,Computer and mathematical scientists,Computer and information scientists,"Computer and information scientists, research",4,93000,23000,24.7,69000,74.2
1627,r006,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Computer network architects,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Computer network architects,4,50000,5000,10,45000,90.0
1627,r007,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Computer support specialists,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Computer support specialists,4,272000,83000,30.5,189000,69.5
1627,r008,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Computer system analysts,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Computer system analysts,4,371000,141000,38.0,230000,62.0
1627,r009,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Database administrators,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Database administrators,4,113000,50000,44.2,63000,55.8
1627,r010,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Information security analysts,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Information security analysts,4,106000,27000,25.5,79000,74.5
1627,r011,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Network and computer systems administrators,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Network and computer systems administrators,4,195000,24000,12.3,171000,87.7
1627,r012,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Software developers &#8212; applications and systems software,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Software developers &#8212; applications and systems software,4,653000,123000,18.8,530000,81.2
1627,r013,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Web developers,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Web developers,4,164000,47000,28.7,117000,71.3
1627,r014,S&E occupations -> Computer and mathematical scientists -> Computer and information scientists -> Other computer information science occupations,S&E occupations,Computer and mathematical scientists,Computer and information scientists,Other computer information science occupations,4,337000,136000,40.4,201000,59.6
