table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12676,r001,All institutions,All institutions,,1,-,"['6,221,128', '']","['184,448', '']","['91,593', '']","['4,118,928', '']","['13,942', '']","['216,254', '']","['13,266', '']","['48,351', '']","['42,317', '']","['1,316,843', '']","['175,186', '']"
12676,r002,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['248,261', '']","['0', '']","['0', '']","['247,338', '']","['94', '']","['707', '']","['15', '']","['107', '']","['0', '']","['0', '']","['0', '']"
12676,r003,All institutions -> Duke U.,All institutions,Duke U.,2,2,"['219,452', '']","['430', '']","['279', '']","['212,259', '']","['147', '']","['514', '']","['0', '']","['471', '']","['0', '']","['2,896', '']","['2,456', '']"
12676,r004,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,3,"['203,003', '']","['119', '']","['17', '']","['196,554', '']","['0', '']","['1,286', '']","['146', '']","['795', '']","['0', '']","['3,103', '']","['983', '']"
12676,r005,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,4,"['188,351', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['188,347', '']","['0', '']"
12676,r006,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,5,"['176,277', '']","['30,085', '']","['2,540', '']","['10,820', '']","['830', '']","['26,460', '']","['0', '']","['2,767', '']","['9,838', '']","['70,285', '']","['22,652', '']"
12676,r007,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,6,"['171,010', '']","['0', '']","['0', '']","['1,305', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['164,837', '']","['4,868', '']"
12676,r008,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,7,"['155,194', '']","['2,136', '']","['61', '']","['89,427', '']","['9', '']","['2,256', '']","['0', '']","['295', '']","['339', '']","['59,821', '']","['850', '']"
12676,r009,All institutions -> Stanford U.,All institutions,Stanford U.,2,8,"['144,300', '']","['4,580', '']","['4,670', '']","['110,700', '']","['170', '']","['6,538', '']","['312', '']","['682', '']","['0', '']","['15,807', '']","['841', '']"
12676,r010,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,9,"['143,206', '']","['0', '']","['0', '']","['137,546', '']","['0', '']","['5,660', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12676,r011,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,10,"['129,843', '']","['362', '']","['0', '']","['128,294', '']","['0', '']","['256', '']","['0', '']","['0', '']","['0', '']","['169', '']","['762', '']"
12676,r012,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,11,"['126,685', '']","['1,236', '']","['142', '']","['114,107', '']","['370', '']","['818', '']","['0', '']","['321', '']","['295', '']","['8,602', '']","['794', '']"
