table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12677,r001,All institutions,All institutions,,1,-,"['6,671,012', '']","['102,976', '']","['160,734', '']","['4,173,988', '']","['52,785', '']","['302,363', '']","['101,674', '']","['560,818', '']","['68,582', '']","['469,350', '']","['677,742', '']"
12677,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['313,964', '']","['0', '']","['0', '']","['305,968', '']","['0', '']","['7,996', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12677,r003,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,2,"['260,986', '']","['2,720', '']","['10,797', '']","['216,909', '']","['1,104', '']","['2,590', '']","['847', '']","['9,378', '']","['209', '']","['8,229', '']","['8,203', '']"
12677,r004,All institutions -> Stanford U.,All institutions,Stanford U.,2,3,"['219,578', '']","['2,696', '']","['8,868', '']","['148,938', '']","['599', '']","['11,861', '']","['1,802', '']","['10,732', '']","['144', '']","['21,159', '']","['12,779', '']"
12677,r005,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,4,"['219,227', '']","['1,063', '']","['4,203', '']","['148,855', '']","['2,017', '']","['4,692', '']","['3,108', '']","['23,710', '']","['5,423', '']","['7,691', '']","['18,465', '']"
12677,r006,All institutions -> Harvard U.,All institutions,Harvard U.,2,5,"['202,605', '']","['1,076', '']","['2,173', '']","['99,983', '']","['869', '']","['13,111', '']","['740', '']","['40,082', '']","['266', '']","['10,961', '']","['33,344', '']"
12677,r007,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,6,"['188,887', '']","['9,218', '']","['1,375', '']","['45,497', '']","['1,800', '']","['28,983', '']","['6,085', '']","['30,699', '']","['14,461', '']","['22,780', '']","['27,989', '']"
12677,r008,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,7,"['168,401', '']","['454', '']","['481', '']","['145,431', '']","['379', '']","['2,672', '']","['204', '']","['1,347', '']","['1,449', '']","['6,568', '']","['9,416', '']"
12677,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['153,068', '']","['7,717', '']","['3,122', '']","['77,079', '']","['1,588', '']","['10,009', '']","['3,665', '']","['12,706', '']","['4,021', '']","['13,186', '']","['19,975', '']"
12677,r010,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,9,"['134,455', '']","['521', '']","['228', '']","['99,648', '']","['1,150', '']","['3,316', '']","['3,915', '']","['9,426', '']","['0', '']","['4,569', '']","['11,682', '']"
12677,r011,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,10,"['132,930', '']","['2,164', '']","['16,377', '']","['75,291', '']","['1,194', '']","['4,483', '']","['309', '']","['9,842', '']","['0', '']","['4,763', '']","['18,507', '']"
12677,r012,All institutions -> Cornell U.,All institutions,Cornell U.,2,11,"['129,082', '']","['1,884', '']","['128', '']","['108,915', '']","['599', '']","['3,241', '']","['871', '']","['3,174', '']","['0', '']","['5,775', '']","['4,495', '']"
12677,r013,All institutions -> New York U.,All institutions,New York U.,2,12,"['118,376', '']","['1,397', '']","['125', '']","['64,446', '']","['4,152', '']","['3,656', '']","['2,545', '']","['7,442', '']","['0', '']","['2,862', '']","['31,751', '']"
12677,r014,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,13,"['112,591', '']","['2,012', '']","['2,957', '']","['17,136', '']","['2,740', '']","['8,822', '']","['0', '']","['36,281', '']","['2,561', '']","['25,685', '']","['14,397', '']"
12677,r015,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,14,"['109,398', '']","['132', '']","['4,974', '']","['64,441', '']","['402', '']","['18,918', '']","['741', '']","['3,055', '']","['0', '']","['11,474', '']","['5,261', '']"
12677,r016,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,15,"['99,781', '']","['878', '']","['2,031', '']","['24,230', '']","['129', '']","['7,920', '']","['1,970', '']","['9,607', '']","['9,217', '']","['11,923', '']","['31,876', '']"
12677,r017,All institutions -> Duke U.,All institutions,Duke U.,2,16,"['96,327', '']","['114', '']","['1,302', '']","['72,676', '']","['1,674', '']","['814', '']","['883', '']","['8,550', '']","['0', '']","['5,102', '']","['5,212', '']"
12677,r018,All institutions -> Boston U.,All institutions,Boston U.,2,17,"['93,532', '']","['192', '']","['582', '']","['73,713', '']","['685', '']","['861', '']","['2,905', '']","['4,079', '']","['34', '']","['4,665', '']","['5,816', '']"
12677,r019,All institutions -> Yale U.,All institutions,Yale U.,2,18,"['93,363', '']","['784', '']","['192', '']","['79,847', '']","['507', '']","['2,188', '']","['680', '']","['3,113', '']","['0', '']","['1,725', '']","['4,327', '']"
12677,r020,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,19,"['92,573', '']","['2,022', '']","['804', '']","['60,526', '']","['42', '']","['2,439', '']","['7,715', '']","['9,729', '']","['0', '']","['2,984', '']","['6,312', '']"
12677,r021,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,20,"['89,041', '']","['137', '']","['471', '']","['79,279', '']","['16', '']","['1,082', '']","['578', '']","['349', '']","['0', '']","['2,772', '']","['4,357', '']"
12677,r022,All institutions -> Emory U.,All institutions,Emory U.,2,21,"['81,897', '']","['234', '']","['84', '']","['72,594', '']","['27', '']","['1,166', '']","['0', '']","['776', '']","['0', '']","['3,171', '']","['3,845', '']"
12677,r023,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,22,"['80,894', '']","['1,360', '']","['206', '']","['52,204', '']","['230', '']","['2,408', '']","['2,162', '']","['10,052', '']","['215', '']","['8,438', '']","['3,619', '']"
12677,r024,All institutions -> Princeton U.,All institutions,Princeton U.,2,23,"['76,101', '']","['1,338', '']","['1,620', '']","['15,755', '']","['3,911', '']","['14,200', '']","['1,727', '']","['30,680', '']","['0', '']","['2,776', '']","['4,094', '']"
12677,r025,All institutions -> U. Southern California,All institutions,U. Southern California,2,24,"['72,744', '']","['1,793', '']","['1,948', '']","['41,568', '']","['111', '']","['836', '']","['136', '']","['6,975', '']","['0', '']","['1,523', '']","['17,854', '']"
12677,r026,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,25,"['69,773', '']","['504', '']","['32', '']","['61,547', '']","['394', '']","['331', '']","['465', '']","['3,572', '']","['29', '']","['515', '']","['2,384', '']"
12677,r027,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,26,"['68,114', '']","['13,133', '']","['0', '']","['13,496', '']","['1,995', '']","['633', '']","['291', '']","['20,914', '']","['844', '']","['0', '']","['16,808', '']"
12677,r028,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,27,"['66,076', '']","['0', '']","['0', '']","['66,076', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12677,r029,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,28,"['64,516', '']","['82', '']","['259', '']","['57,866', '']","['161', '']","['242', '']","['13', '']","['1,124', '']","['1,633', '']","['1,555', '']","['1,581', '']"
12677,r030,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,29,"['64,220', '']","['368', '']","['1,438', '']","['51,409', '']","['427', '']","['1,223', '']","['730', '']","['2,142', '']","['16', '']","['1,257', '']","['5,210', '']"
12677,r031,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,30,"['63,964', '']","['438', '']","['51', '']","['48,025', '']","['76', '']","['1,311', '']","['222', '']","['1,422', '']","['875', '']","['6,768', '']","['4,776', '']"
12677,r032,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,31,"['62,202', '']","['0', '']","['0', '']","['62,202', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12677,r033,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,32,"['58,196', '']","['0', '']","['151', '']","['41,637', '']","['162', '']","['5,543', '']","['36', '']","['2,379', '']","['286', '']","['2,910', '']","['5,092', '']"
12677,r034,All institutions -> U. Florida,All institutions,U. Florida,2,33,"['58,010', '']","['105', '']","['462', '']","['46,889', '']","['176', '']","['956', '']","['648', '']","['826', '']","['0', '']","['1,387', '']","['6,561', '']"
12677,r035,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,34,"['57,104', '']","['0', '']","['0', '']","['57,104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
