table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2016,field_total_2017,field_total_2018,field_total_2019,field_federally_financed_2016,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019
3152,r001,All institutions,All institutions,,1,-,"['1,220,104', '']","['1,242,314', '']","['1,255,766', '']","['1,322,793', '']","['764,266', '']","['762,377', '']","['756,683', '']","['786,985', '']"
3152,r002,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,1,"['51,044', '']","['52,050', '']","['48,298', '']","['46,808', '']","['28,460', '']","['31,115', '']","['29,044', '']","['27,887', '']"
3152,r003,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,2,"['22,464', '']","['27,175', '']","['30,520', '']","['38,984', '']","['16,335', '']","['19,283', '']","['19,907', '']","['28,216', '']"
3152,r004,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,3,"['27,243', '']","['31,837', '']","['37,381', '']","['34,448', '']","['19,274', '']","['23,748', '']","['28,334', '']","['25,727', '']"
3152,r005,All institutions -> New York U.,All institutions,New York U.,2,4,"['23,719', '']","['25,636', '']","['25,145', '']","['30,002', '']","['19,526', '']","['22,040', '']","['21,216', '']","['24,420', '']"
3152,r006,All institutions -> Florida International U.,All institutions,Florida International U.,2,5,"['18,818', '']","['20,528', '']","['24,056', '']","['29,269', '']","['11,545', '']","['10,639', '']","['11,967', '']","['14,279', '']"
3152,r007,All institutions -> U. Georgia,All institutions,U. Georgia,2,6,"['17,225', '']","['19,288', '']","['20,028', '']","['24,590', '']","['8,946', '']","['10,027', '']","['10,818', '']","['13,105', '']"
3152,r008,All institutions -> Boston U.,All institutions,Boston U.,2,7,"['12,230', '']","['18,863', '']","['21,097', '']","['21,872', '']","['8,998', '']","['11,826', '']","['13,174', '']","['14,224', '']"
3152,r009,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,8,"['19,454', '']","['18,976', '']","['18,313', '']","['20,152', '']","['18,774', '']","['18,201', '']","['17,668', '']","['19,428', '']"
3152,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,"['17,215', '']","['17,832', '']","['18,099', '']","['20,091', '']","['10,076', '']","['8,879', '']","['10,006', '']","['11,686', '']"
