table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021_all_engineering,field_2021_aerospace_aeronautical_and_astronautical_engineering,field_2021_bioengineering_and_biomedical_engineering,field_2021_chemical_engineering,field_2021_civil_engineering,field_2021_electrical_electronic_and_communications_engineering,field_2021_industrial_and_manufacturing_engineering,field_2021_mechanical_engineering,field_2021_metallurgical_and_materials_engineering,field_2021_engineering_nec_
8003,r001,All institutions,All institutions,,1,-,"['7,668,193', '']","['8,121,089', '']","['8,714,829', '']","['1,110,088', '']","['960,152', '']","['572,307', '']","['664,620', '']","['2,209,153', '']","['384,142', '']","['1,274,012', '']","['559,447', '']","['980,908', '']"
8003,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['1,100,587', '']","['1,154,993', '']","['1,183,154', '']","['143,676', '']","['62,057', '']","['19,340', '']","['14,081', '']","['530,652', '']","['95,907', '']","['215,395', '']","['28,502', '']","['73,544', '']"
8003,r003,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,2,"['506,061', '']","['537,693', '']","['666,235', '']","['234,250', '']","['31,464', '']","['15,430', '']","['13,410', '']","['255,395', '']","['67,209', '']","['34,669', '']","['8,275', '']","['6,133', '']"
8003,r004,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,3,"['258,324', '']","['277,345', '']","['284,244', '']","['9,902', '']","['11,208', '']","['8,872', '']","['6,222', '']","['98,885', '']","['2,898', '']","['108,650', '']","['37,607', '']","['0', '']"
8003,r005,All institutions -> Utah State U.,All institutions,Utah State U.,2,4,"['183,794', '']","['206,998', '']","['228,986', '']","['218,810', '']","['660', '']","['0', '']","['2,201', '']","['4,568', '']","['130', '']","['2,095', '']","['0', '']","['522', '']"
8003,r006,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,5,"['160,506', '']","['175,426', '']","['194,110', '']","['11,817', '']","['6,410', '']","['16,274', '']","['8,555', '']","['60,559', '']","['89', '']","['56,531', '']","['16,633', '']","['17,242', '']"
8003,r007,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,6,"['230,312', '']","['213,108', '']","['193,246', '']","['19,648', '']","['60,938', '']","['15,390', '']","['5,024', '']","['27,467', '']","['48', '']","['19,187', '']","['12,852', '']","['32,692', '']"
8003,r008,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,7,"['175,137', '']","['176,141', '']","['180,607', '']","['8,535', '']","['16,768', '']","['9,229', '']","['7,646', '']","['50,738', '']","['2,892', '']","['29,551', '']","['7,645', '']","['47,603', '']"
8003,r009,All institutions -> U. Dayton,All institutions,U. Dayton,2,8,"['146,841', '']","['145,508', '']","['171,865', '']","['15,823', '']","['0', '']","['5,501', '']","['131', '']","['7,430', '']","['39,515', '']","['7,170', '']","['79,405', '']","['16,890', '']"
8003,r010,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,9,"['130,075', '']","['131,529', '']","['139,887', '']","['11,049', '']","['10,369', '']","['12,092', '']","['15,785', '']","['39,208', '']","['0', '']","['22,650', '']","['10,839', '']","['17,895', '']"
8003,r011,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,10,"['111,292', '']","['122,469', '']","['137,052', '']","['16,251', '']","['6,783', '']","['9,647', '']","['6,886', '']","['27,327', '']","['4,494', '']","['27,162', '']","['11,269', '']","['27,233', '']"
8003,r012,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,11,"['92,099', '']","['105,890', '']","['132,769', '']","['79,020', '']","['7,461', '']","['10,490', '']","['11,263', '']","['8,686', '']","['0', '']","['10,975', '']","['1,294', '']","['3,580', '']"
8003,r013,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,12,"['77,456', '']","['95,138', '']","['123,286', '']","['22,741', '']","['25,427', '']","['6,054', '']","['21,942', '']","['11,997', '']","['5,014', '']","['7,974', '']","['7,270', '']","['14,867', '']"
8003,r014,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,13,"['108,560', '']","['114,031', '']","['119,758', '']","['8,159', '']","['21,979', '']","['7,577', '']","['11,489', '']","['31,858', '']","['1,363', '']","['10,536', '']","['3,599', '']","['23,198', '']"
8003,r015,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,14,"['104,138', '']","['107,677', '']","['108,080', '']","['9,620', '']","['9,004', '']","['2,021', '']","['8,934', '']","['29,619', '']","['10,983', '']","['10,804', '']","['10,529', '']","['16,566', '']"
8003,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['88,846', '']","['97,602', '']","['100,212', '']","['0', '']","['37,321', '']","['70', '']","['442', '']","['41,776', '']","['0', '']","['12,248', '']","['123', '']","['8,232', '']"
8003,r017,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,16,"['86,168', '']","['86,398', '']","['95,898', '']","['8,707', '']","['13,146', '']","['7,632', '']","['16,119', '']","['14,410', '']","['354', '']","['9,546', '']","['9,990', '']","['15,994', '']"
8003,r018,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,17,"['72,016', '']","['75,442', '']","['93,266', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['93,266', '']"
8003,r019,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,18,"['91,264', '']","['94,592', '']","['91,430', '']","['89', '']","['7,064', '']","['11,044', '']","['6,729', '']","['29,217', '']","['2,715', '']","['8,422', '']","['12,090', '']","['14,060', '']"
8003,r020,All institutions -> Stanford U.,All institutions,Stanford U.,2,19,"['79,988', '']","['81,391', '']","['89,861', '']","['11,954', '']","['14,908', '']","['8,952', '']","['6,919', '']","['20,148', '']","['5,229', '']","['16,001', '']","['4,873', '']","['877', '']"
8003,r021,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,20,"['85,547', '']","['85,038', '']","['88,435', '']","['462', '']","['2,567', '']","['6,583', '']","['3,164', '']","['15,967', '']","['3,738', '']","['33,623', '']","['13,019', '']","['9,312', '']"
8003,r022,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,21,"['71,695', '']","['74,167', '']","['78,808', '']","['8,859', '']","['20,004', '']","['13,497', '']","['5,096', '']","['12,341', '']","['326', '']","['14,340', '']","['4,345', '']","['0', '']"
8003,r023,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,22,"['81,194', '']","['79,645', '']","['78,026', '']","['0', '']","['0', '']","['3,497', '']","['6,743', '']","['59,529', '']","['0', '']","['0', '']","['0', '']","['8,257', '']"
8003,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['68,617', '']","['73,412', '']","['75,104', '']","['0', '']","['8,872', '']","['6,332', '']","['5,395', '']","['10,024', '']","['2,672', '']","['8,118', '']","['7,103', '']","['26,588', '']"
8003,r025,All institutions -> Duke U.,All institutions,Duke U.,2,24,"['72,560', '']","['73,605', '']","['74,308', '']","['0', '']","['35,586', '']","['0', '']","['5,006', '']","['24,354', '']","['0', '']","['7,769', '']","['1,461', '']","['132', '']"
8003,r026,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,25,"['72,655', '']","['80,121', '']","['73,746', '']","['0', '']","['7,748', '']","['3,916', '']","['13,306', '']","['26,115', '']","['1,776', '']","['7,776', '']","['4,076', '']","['9,033', '']"
8003,r027,All institutions -> Cornell U.,All institutions,Cornell U.,2,26,"['63,696', '']","['69,870', '']","['72,771', '']","['1,153', '']","['15,678', '']","['8,664', '']","['5,789', '']","['12,102', '']","['1,841', '']","['13,159', '']","['11,661', '']","['2,724', '']"
8003,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['60,844', '']","['62,573', '']","['72,191', '']","['3,048', '']","['11,605', '']","['2,970', '']","['11,861', '']","['23,639', '']","['1,029', '']","['10,809', '']","['6,951', '']","['279', '']"
8003,r029,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,28,"['61,116', '']","['66,614', '']","['69,550', '']","['0', '']","['6,249', '']","['2,782', '']","['8,800', '']","['29,072', '']","['6,517', '']","['12,442', '']","['0', '']","['3,688', '']"
8003,r030,All institutions -> U. Delaware,All institutions,U. Delaware,2,29,"['47,975', '']","['53,448', '']","['68,504', '']","['0', '']","['4,723', '']","['40,891', '']","['7,274', '']","['9,582', '']","['0', '']","['6,030', '']","['0', '']","['4', '']"
8003,r031,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,30,"['50,811', '']","['61,140', '']","['66,790', '']","['12,941', '']","['3,501', '']","['7,183', '']","['3,279', '']","['4,592', '']","['5,684', '']","['17,762', '']","['1,661', '']","['10,187', '']"
8003,r032,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,31,"['67,165', '']","['66,562', '']","['66,556', '']","['15,668', '']","['1,117', '']","['3,867', '']","['5,826', '']","['11,717', '']","['8,226', '']","['0', '']","['7,362', '']","['12,773', '']"
8003,r033,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,32,"['59,672', '']","['62,020', '']","['64,962', '']","['2,047', '']","['21,666', '']","['6,438', '']","['1,858', '']","['3,293', '']","['520', '']","['3,221', '']","['0', '']","['25,919', '']"
8003,r034,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,33,"['22,954', '']","['46,023', '']","['64,692', '']","['63,391', '']","['0', '']","['0', '']","['0', '']","['503', '']","['504', '']","['264', '']","['0', '']","['30', '']"
8003,r035,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,34,"['49,854', '']","['56,175', '']","['63,083', '']","['1,360', '']","['8,867', '']","['6,482', '']","['3,513', '']","['16,196', '']","['0', '']","['13,821', '']","['7,247', '']","['5,597', '']"
