table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
5419,r001,All institutions,All institutions,,1,-,"['29,632,422', '']","['17,651,552', '']","['392,139', '']","['6,336,865', '']","['2,008,984', '']","['2,464,120', '']","['778,762', '']"
5419,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['3,110,494', '']","['2,682,410', '']","['5,707', '']","['157,227', '']","['105,906', '']","['155,728', '']","['3,516', '']"
5419,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['1,579,364', '']","['721,308', '']","['19,955', '']","['544,997', '']","['176,969', '']","['112,832', '']","['3,303', '']"
5419,r004,All institutions -> Harvard U.,All institutions,Harvard U.,2,3,"['1,239,983', '']","['605,603', '']","['2,351', '']","['391,127', '']","['49,561', '']","['171,566', '']","['19,775', '']"
5419,r005,All institutions -> Stanford U.,All institutions,Stanford U.,2,4,"['1,203,950', '']","['751,414', '']","['26,257', '']","['132,235', '']","['114,967', '']","['168,843', '']","['10,234', '']"
5419,r006,All institutions -> Duke U.,All institutions,Duke U.,2,5,"['1,196,638', '']","['707,746', '']","['938', '']","['151,876', '']","['205,719', '']","['104,685', '']","['25,674', '']"
5419,r007,All institutions -> Cornell U.,All institutions,Cornell U.,2,6,"['1,190,063', '']","['562,021', '']","['92,178', '']","['232,628', '']","['56,706', '']","['119,570', '']","['126,960', '']"
5419,r008,All institutions -> Yale U.,All institutions,Yale U.,2,7,"['1,094,135', '']","['585,170', '']","['5,102', '']","['339,695', '']","['72,714', '']","['86,548', '']","['4,906', '']"
5419,r009,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,8,"['1,032,909', '']","['762,289', '']","['7,250', '']","['78,278', '']","['77,105', '']","['105,442', '']","['2,545', '']"
5419,r010,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,9,"['987,968', '']","['488,741', '']","['2,104', '']","['119,003', '']","['200,722', '']","['99,438', '']","['77,960', '']"
5419,r011,All institutions -> New York U.,All institutions,New York U.,2,10,"['947,293', '']","['448,850', '']","['22,203', '']","['222,650', '']","['51,010', '']","['85,710', '']","['116,870', '']"
5419,r012,All institutions -> U. Southern California,All institutions,U. Southern California,2,11,"['941,198', '']","['562,120', '']","['13,691', '']","['197,247', '']","['43,425', '']","['50,026', '']","['74,689', '']"
5419,r013,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,12,"['920,215', '']","['559,882', '']","['890', '']","['172,213', '']","['93,981', '']","['91,685', '']","['1,564', '']"
5419,r014,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,13,"['874,671', '']","['531,654', '']","['12', '']","['233,695', '']","['52,440', '']","['48,087', '']","['8,783', '']"
5419,r015,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,14,"['824,803', '']","['514,299', '']","['2,527', '']","['197,502', '']","['70,229', '']","['36,434', '']","['3,812', '']"
5419,r016,All institutions -> Emory U.,All institutions,Emory U.,2,15,"['808,792', '']","['452,636', '']","['1,031', '']","['230,877', '']","['54,236', '']","['67,600', '']","['2,412', '']"
5419,r017,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,16,"['747,014', '']","['480,452', '']","['8,270', '']","['135,617', '']","['61,137', '']","['53,691', '']","['7,847', '']"
5419,r018,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,17,"['685,641', '']","['315,101', '']","['30,591', '']","['222,123', '']","['24,991', '']","['92,835', '']","['0', '']"
5419,r019,All institutions -> Boston U.,All institutions,Boston U.,2,18,"['583,267', '']","['339,172', '']","['517', '']","['157,935', '']","['22,430', '']","['40,325', '']","['22,888', '']"
5419,r020,All institutions -> U. Chicago,All institutions,U. Chicago,2,19,"['458,891', '']","['352,447', '']","['224', '']","['32,978', '']","['36,343', '']","['34,865', '']","['2,034', '']"
5419,r021,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,20,"['449,651', '']","['316,519', '']","['1,394', '']","['48,754', '']","['18,366', '']","['36,500', '']","['28,118', '']"
5419,r022,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,21,"['444,964', '']","['243,502', '']","['4,503', '']","['135,483', '']","['22,386', '']","['39,090', '']","['0', '']"
5419,r023,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,22,"['439,778', '']","['357,589', '']","['805', '']","['48,786', '']","['5,185', '']","['23,274', '']","['4,139', '']"
5419,r024,All institutions -> U. Rochester,All institutions,U. Rochester,2,23,"['397,211', '']","['296,241', '']","['2,110', '']","['46,412', '']","['30,271', '']","['16,366', '']","['5,811', '']"
5419,r025,All institutions -> Princeton U.,All institutions,Princeton U.,2,24,"['396,502', '']","['203,259', '']","['300', '']","['78,989', '']","['19,932', '']","['55,398', '']","['38,624', '']"
5419,r026,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,25,"['386,996', '']","['217,625', '']","['2,735', '']","['115,615', '']","['36,121', '']","['9,210', '']","['5,690', '']"
5419,r027,All institutions -> U. Miami,All institutions,U. Miami,2,26,"['381,410', '']","['224,184', '']","['10,841', '']","['75,755', '']","['34,249', '']","['35,005', '']","['1,376', '']"
