table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
6060,r001,2000,Total,,,,1,364894
6060,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,21327
6060,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.8
6060,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,2021
6060,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6060,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,28568
6060,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.8
6060,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,25928
6060,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.1
6060,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,1622
6060,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
6060,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,261112
6060,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,71.6
6060,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,520
6060,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
6060,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,23796
6060,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.5
6060,r018,2001,Total,,,,1,368737
6060,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,22329
6060,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.1
6060,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,2136
6060,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6060,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,30528
6060,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,8.3
6060,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,27071
6060,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.3
6060,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,1417
