table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7970,r001,All institutions,All institutions,,1,-,"['2,689,857', '']","['61,955', '']","['80,817', '']","['1,649,190', '']","['7,518', '']","['116,236', '']","['20,493', '']","['136,848', '']","['32,238', '']","['418,057', '']","['166,505', '']"
7970,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['192,436', '']","['0', '']","['0', '']","['186,093', '']","['0', '']","['6,343', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7970,r003,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,2,"['149,790', '']","['10,815', '']","['14,427', '']","['84,653', '']","['178', '']","['9,358', '']","['1,615', '']","['2,948', '']","['437', '']","['23,244', '']","['2,115', '']"
7970,r004,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,3,"['136,704', '']","['0', '']","['0', '']","['133,976', '']","['443', '']","['376', '']","['1,070', '']","['839', '']","['0', '']","['0', '']","['0', '']"
7970,r005,All institutions -> Cornell U.,All institutions,Cornell U.,2,4,"['122,684', '']","['2,101', '']","['172', '']","['104,727', '']","['5', '']","['949', '']","['528', '']","['1,611', '']","['0', '']","['9,439', '']","['3,152', '']"
7970,r006,All institutions -> New York U.,All institutions,New York U.,2,5,"['117,480', '']","['1,062', '']","['353', '']","['17,265', '']","['482', '']","['3,816', '']","['611', '']","['8,673', '']","['0', '']","['67,927', '']","['17,291', '']"
7970,r007,All institutions -> U. Arizona,All institutions,U. Arizona,2,6,"['98,150', '']","['152', '']","['4,192', '']","['69,503', '']","['13', '']","['11,782', '']","['396', '']","['1,764', '']","['972', '']","['8,000', '']","['1,376', '']"
7970,r008,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,7,"['78,104', '']","['1,993', '']","['3,791', '']","['49,171', '']","['598', '']","['5,484', '']","['547', '']","['2,801', '']","['524', '']","['9,708', '']","['3,487', '']"
7970,r009,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,8,"['75,934', '']","['3,618', '']","['1,110', '']","['4,986', '']","['3', '']","['960', '']","['0', '']","['10,185', '']","['2,535', '']","['46,395', '']","['6,142', '']"
7970,r010,All institutions -> U. Southern California,All institutions,U. Southern California,2,9,"['69,646', '']","['1,079', '']","['2,109', '']","['44,514', '']","['67', '']","['2,180', '']","['1,993', '']","['5,379', '']","['0', '']","['9,607', '']","['2,718', '']"
7970,r011,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,10,"['63,921', '']","['0', '']","['0', '']","['63,921', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7970,r012,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,11,"['60,793', '']","['507', '']","['240', '']","['44,375', '']","['0', '']","['1,197', '']","['261', '']","['5,094', '']","['389', '']","['1,710', '']","['7,020', '']"
7970,r013,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,12,"['60,449', '']","['502', '']","['1,170', '']","['47,977', '']","['133', '']","['1,269', '']","['590', '']","['1,721', '']","['6', '']","['6,480', '']","['601', '']"
7970,r014,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,13,"['57,342', '']","['0', '']","['410', '']","['11,145', '']","['424', '']","['18,838', '']","['223', '']","['2,348', '']","['5,779', '']","['14,272', '']","['3,903', '']"
7970,r015,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,14,"['47,986', '']","['1,622', '']","['1,420', '']","['38,329', '']","['61', '']","['248', '']","['827', '']","['251', '']","['0', '']","['4,713', '']","['515', '']"
7970,r016,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,15,"['47,241', '']","['55', '']","['59', '']","['44,342', '']","['0', '']","['87', '']","['13', '']","['98', '']","['95', '']","['2,143', '']","['349', '']"
7970,r017,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,16,"['46,789', '']","['3,804', '']","['590', '']","['26,353', '']","['444', '']","['2,587', '']","['2,941', '']","['2,099', '']","['232', '']","['5,869', '']","['1,870', '']"
7970,r018,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,17,"['45,057', '']","['366', '']","['850', '']","['15,653', '']","['51', '']","['938', '']","['448', '']","['516', '']","['1,103', '']","['19,057', '']","['6,075', '']"
7970,r019,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,18,"['35,529', '']","['314', '']","['665', '']","['20,522', '']","['0', '']","['1,107', '']","['48', '']","['1,106', '']","['1,926', '']","['4,859', '']","['4,982', '']"
7970,r020,All institutions -> Princeton U.,All institutions,Princeton U.,2,19,"['34,592', '']","['1,503', '']","['1,412', '']","['8,313', '']","['800', '']","['4,949', '']","['199', '']","['8,506', '']","['0', '']","['4,507', '']","['4,403', '']"
7970,r021,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,20,"['32,214', '']","['584', '']","['149', '']","['29,705', '']","['10', '']","['249', '']","['211', '']","['514', '']","['21', '']","['667', '']","['104', '']"
7970,r022,All institutions -> U. Florida,All institutions,U. Florida,2,21,"['31,190', '']","['819', '']","['20', '']","['25,909', '']","['0', '']","['568', '']","['93', '']","['452', '']","['0', '']","['2,656', '']","['673', '']"
