table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021,field_2022_all_social_sciences,field_2022_anthropology,field_2022_economics,field_2022_political_science_and_government,field_2022_sociology_demography_and_population_studies,field_2022_social_sciences_nec
10146,r001,All institutions,All institutions,,1,-,"['938,439', '']","['963,498', '']","['949,863', '']","['1,075,470', '']","['40,119', '']","['194,381', '']","['95,363', '']","['272,683', '']","['472,924', '']"
10146,r002,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,1,"['91,183', '']","['89,211', '']","['85,904', '']","['94,899', '']","['709', '']","['24,206', '']","['14,229', '']","['17,002', '']","['38,753', '']"
10146,r003,All institutions -> U. Southern California,All institutions,U. Southern California,2,2,"['25,317', '']","['28,212', '']","['41,252', '']","['54,732', '']","['13', '']","['23,700', '']","['187', '']","['133', '']","['30,699', '']"
10146,r004,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,3,"['84,279', '']","['56,291', '']","['43,473', '']","['52,761', '']","['94', '']","['134', '']","['2,111', '']","['46,133', '']","['4,289', '']"
10146,r005,All institutions -> Harvard U.,All institutions,Harvard U.,2,4,"['25,188', '']","['27,768', '']","['32,441', '']","['37,799', '']","['15', '']","['5,010', '']","['1,096', '']","['1,292', '']","['30,386', '']"
10146,r006,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,5,"['38,235', '']","['36,918', '']","['35,980', '']","['30,603', '']","['873', '']","['541', '']","['1,631', '']","['2,362', '']","['25,196', '']"
10146,r007,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,6,"['17,160', '']","['15,486', '']","['18,265', '']","['25,517', '']","['156', '']","['2,802', '']","['736', '']","['21,434', '']","['389', '']"
10146,r008,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,7,"['19,987', '']","['24,863', '']","['26,100', '']","['24,878', '']","['19', '']","['2,094', '']","['1,774', '']","['2,667', '']","['18,324', '']"
10146,r009,All institutions -> Brown U.,All institutions,Brown U.,2,8,"['13,087', '']","['17,975', '']","['20,519', '']","['22,828', '']","['0', '']","['95', '']","['0', '']","['560', '']","['22,173', '']"
10146,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,"['19,689', '']","['20,611', '']","['21,294', '']","['22,646', '']","['985', '']","['2,005', '']","['835', '']","['11,113', '']","['7,708', '']"
10146,r011,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,10,"['22,385', '']","['21,158', '']","['19,939', '']","['21,805', '']","['3,314', '']","['1,572', '']","['3,210', '']","['2,606', '']","['11,103', '']"
10146,r012,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,11,"['10,773', '']","['12,384', '']","['13,706', '']","['19,444', '']","['0', '']","['5,912', '']","['3,671', '']","['986', '']","['8,875', '']"
10146,r013,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,12,"['11,862', '']","['12,255', '']","['10,718', '']","['18,106', '']","['123', '']","['3,962', '']","['575', '']","['13,446', '']","['0', '']"
10146,r014,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,13,"['9,867', '']","['23,664', '']","['20,456', '']","['17,060', '']","['58', '']","['7,993', '']","['79', '']","['1,147', '']","['7,783', '']"
10146,r015,All institutions -> U. South Florida<sup>b</sup>,All institutions,U. South Florida<sup>b</sup>,2,14,"['14,684', '']","['14,278', '']","['15,894', '']","['14,818', '']","['338', '']","['0', '']","['140', '']","['811', '']","['13,529', '']"
10146,r016,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,15,"['14,723', '']","['16,651', '']","['12,742', '']","['14,697', '']","['315', '']","['695', '']","['378', '']","['11,541', '']","['1,768', '']"
10146,r017,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,16,"['3,784', '']","['5,873', '']","['10,424', '']","['13,236', '']","['60', '']","['881', '']","['63', '']","['5,208', '']","['7,024', '']"
10146,r018,All institutions -> U. Georgia,All institutions,U. Georgia,2,17,"['5,083', '']","['6,118', '']","['9,262', '']","['13,225', '']","['396', '']","['10,135', '']","['45', '']","['33', '']","['2,616', '']"
10146,r019,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,18,"['6,433', '']","['8,526', '']","['11,898', '']","['13,131', '']","['230', '']","['5,521', '']","['118', '']","['0', '']","['7,262', '']"
10146,r020,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,19,"['9,649', '']","['8,838', '']","['11,023', '']","['13,123', '']","['757', '']","['3,494', '']","['1,662', '']","['769', '']","['6,441', '']"
10146,r021,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,20,"['18,611', '']","['17,297', '']","['10,795', '']","['13,019', '']","['138', '']","['487', '']","['0', '']","['1,785', '']","['10,609', '']"
10146,r022,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,21,"['8,342', '']","['10,746', '']","['9,443', '']","['12,219', '']","['394', '']","['3,318', '']","['273', '']","['3,935', '']","['4,299', '']"
10146,r023,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,22,"['9,604', '']","['10,339', '']","['12,928', '']","['11,765', '']","['1,085', '']","['89', '']","['105', '']","['8,377', '']","['2,109', '']"
10146,r024,All institutions -> U. Utah,All institutions,U. Utah,2,23,"['1,897', '']","['8,098', '']","['3,396', '']","['11,759', '']","['14', '']","['80', '']","['585', '']","['8,050', '']","['3,030', '']"
10146,r025,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,24,"['3,890', '']","['6,208', '']","['8,913', '']","['11,473', '']","['1', '']","['502', '']","['135', '']","['1,920', '']","['8,915', '']"
10146,r026,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,25,"['9,826', '']","['9,105', '']","['7,673', '']","['10,921', '']","['0', '']","['18', '']","['50', '']","['2,192', '']","['8,661', '']"
10146,r027,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,26,"['3,367', '']","['2,924', '']","['5,282', '']","['10,662', '']","['1,721', '']","['1,753', '']","['1,800', '']","['4,529', '']","['859', '']"
10146,r028,All institutions -> George Washington U.,All institutions,George Washington U.,2,27,"['8,306', '']","['8,955', '']","['8,227', '']","['10,477', '']","['614', '']","['775', '']","['24', '']","['2,790', '']","['6,274', '']"
