table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6123,r001,Institutions,Institutions,,,,1,132,18.5,101,14.2
6123,r002,Schools,Schools,,,,1,134,16.6,102,12.7
6123,r003,Units,Units,,,,1,160,0.8,139,0.7
6123,r004,All individuals,All individuals,,,,1,1302,100.0,706,100.0
6123,r005,All individuals -> Male,All individuals,Male,,,2,1085,83.3,592,83.9
6123,r006,All individuals -> Female,All individuals,Female,,,2,217,16.7,114,16.1
6123,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,360,27.6,na,na
6123,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,22,1.7,na,na
6123,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6123,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,0,0.0,na,na
6123,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,108,8.3,na,na
6123,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,6,0.5,na,na
6123,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
6123,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,167,12.8,na,na
6123,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,6,0.5,na,na
6123,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,51,3.9,na,na
6123,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,942,72.4,na,na
6123,r018,Primary source of support,Primary source of support,,,,1,,,,
6123,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,739,56.8,na,na
6123,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,464,35.6,na,na
6123,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,26,2.0,na,na
6123,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,73,5.6,na,na
6123,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6123,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,104,8.0,na,na
6123,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,992,76.2,na,na
6123,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,7,0.5,na,na
6123,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,199,15.3,na,na
6123,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6123,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,1046,80.3,606,85.8
6123,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,8,0.6,8,1.1
6123,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,7,0.5,1,0.1
6123,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,241,18.5,91,12.9
6123,r033,Degree origin,Degree origin,,,,1,,,,
6123,r034,Degree origin -> United States,Degree origin,United States,,,2,477,36.6,na,na
6123,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,372,28.6,na,na
6123,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,453,34.8,na,na
