table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6105,r001,Institutions,Institutions,,,,1,90,12.6,74,10.4
6105,r002,Schools,Schools,,,,1,92,11.4,74,9.2
6105,r003,Units,Units,,,,1,179,0.8,151,0.7
6105,r004,All individuals,All individuals,,,,1,832,100.0,679,100.0
6105,r005,All individuals -> Male,All individuals,Male,,,2,451,54.2,411,60.5
6105,r006,All individuals -> Female,All individuals,Female,,,2,381,45.8,268,39.5
6105,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,467,56.1,na,na
6105,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,28,3.4,na,na
6105,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6105,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,4,0.5,na,na
6105,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,51,6.1,na,na
6105,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,24,2.9,na,na
6105,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.1,na,na
6105,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,298,35.8,na,na
6105,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,13,1.6,na,na
6105,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,48,5.8,na,na
6105,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,365,43.9,na,na
6105,r018,Primary source of support,Primary source of support,,,,1,,,,
6105,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,328,39.4,na,na
6105,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,415,49.9,na,na
6105,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,15,1.8,na,na
6105,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,74,8.9,na,na
6105,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6105,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,74,8.9,na,na
6105,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,483,58.1,na,na
6105,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,43,5.2,na,na
6105,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,232,27.9,na,na
6105,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6105,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,653,78.5,580,85.4
6105,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,16,1.9,22,3.2
6105,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,5,0.6,3,0.4
6105,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,158,19.0,74,10.9
6105,r033,Degree origin,Degree origin,,,,1,,,,
6105,r034,Degree origin -> United States,Degree origin,United States,,,2,405,48.7,na,na
6105,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,190,22.8,na,na
6105,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,237,28.5,na,na
