table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2016,field_2017,field_2018,field_2019_all_life_sciences,field_2019_agricultural_sciences,field_2019_biological_and_biomedical_sciences,field_2019_health_sciences,field_2019_natural_resources_and_conservation,field_2019_life_sciences_nec
3159,r001,All institutions,All institutions,,1,-,"['21,789,011', '']","['22,743,367', '']","['23,858,579', '']","['25,443,994', '']","['989,573', '']","['9,260,282', '']","['14,185,253', '']","['367,864', '']","['641,022', '']"
3159,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['642,503', '']","['650,087', '']","['667,885', '']","['706,853', '']","['0', '']","['228,297', '']","['478,556', '']","['0', '']","['0', '']"
3159,r003,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,2,"['606,984', '']","['632,917', '']","['672,737', '']","['664,192', '']","['0', '']","['152,127', '']","['486,924', '']","['13,468', '']","['11,673', '']"
3159,r004,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,3,"['570,616', '']","['570,478', '']","['634,003', '']","['632,556', '']","['0', '']","['750', '']","['631,806', '']","['0', '']","['0', '']"
3159,r005,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,4,"['487,976', '']","['522,710', '']","['558,941', '']","['585,348', '']","['0', '']","['189,292', '']","['396,027', '']","['0', '']","['29', '']"
3159,r006,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,5,"['526,677', '']","['540,710', '']","['555,651', '']","['582,252', '']","['150', '']","['390,906', '']","['153,088', '']","['0', '']","['38,108', '']"
3159,r007,All institutions -> Duke U.,All institutions,Duke U.,2,6,"['452,815', '']","['497,621', '']","['515,536', '']","['568,773', '']","['0', '']","['189,808', '']","['355,135', '']","['5,576', '']","['18,254', '']"
3159,r008,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,7,"['430,022', '']","['467,851', '']","['501,174', '']","['548,206', '']","['0', '']","['176,626', '']","['339,982', '']","['9,692', '']","['21,906', '']"
3159,r009,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,8,"['400,867', '']","['435,032', '']","['488,041', '']","['539,940', '']","['0', '']","['158,280', '']","['379,363', '']","['1,413', '']","['884', '']"
3159,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,"['452,230', '']","['481,780', '']","['488,675', '']","['519,870', '']","['0', '']","['150,221', '']","['349,539', '']","['1,197', '']","['18,913', '']"
