table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences,field_mathematics,field_other_computer_sciences_and_mathematics
3886,r001,All agencies,All agencies,,,,,1,4329973.5,2896797.3,1156917.0,276259.1
3886,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,
3886,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,7933.4,2565.4,5368.0,0.0
3886,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1512.1,1512.1,0.0,0.0
3886,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,1158.3,1053.3,105.0,0.0
3886,r006,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5263.0,0.0,5263.0,0.0
3886,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,160420.1,137738.4,9903.8,12777.8
3886,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,149896.4,135962.4,1916.0,12018.0
3886,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,4677.0,1559.0,3118.0,0.0
3886,r010,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,5846.7,217.0,4869.8,759.8
3886,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,1756866.1,1425602.2,93704.8,237559.1
3886,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,940606.8,822390.7,3701.6,114514.5
3886,r013,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,201194.7,94535.4,37181.2,69478.1
3886,r014,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,236860.8,193170.5,10443.8,33246.6
3886,r015,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,213124.8,190344.2,20828.0,1952.6
3886,r016,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,165079.1,125161.5,21550.3,18367.3
3886,r017,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,981026.5,329586.6,630597.4,20842.5
3886,r018,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,20788.8,20788.8,0.0,0.0
