table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10889,r013,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,514,554,566,584,597,635,682,587,648,NA
10889,r014,All fields -> Life sciences -> Biological and biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,3,NA,NA,NA,NA,NA,NA,NA,9762,9780,NA
10889,r015,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,8284,7758,8026,8573,9159,9786,10326,NA,NA,NA
10889,r016,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,395,399,381,372,514,490,471,NA,NA,NA
10889,r017,All fields -> Life sciences -> Health sciences (formerly Medical sciences),All fields,Life sciences,Health sciences (formerly Medical sciences),3,5564,5270,5337,5717,6415,6389,7460,6832,6611,NA
10889,r018,All fields -> Life sciences -> Natural resources and conservation,All fields,Life sciences,Natural resources and conservation,3,NA,NA,NA,NA,NA,NA,NA,32,44,NA
10889,r019,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1263,1228,1267,1327,1492,1581,1866,1803,1968,NA
10889,r020,All fields -> Mathematics and statistics,All fields,Mathematics and statistics,,2,NA,NA,NA,NA,NA,NA,NA,503,608,616
10889,r021,All fields -> Physical sciences,All fields,Physical sciences,,2,4637,4621,4707,4717,5931,7907,6513,8184,9449,9751
10889,r022,All fields -> Physical sciences -> Astronomy and astrophysics (formerly Astronomy),All fields,Physical sciences,Astronomy and astrophysics (formerly Astronomy),3,1036,1073,1093,1139,879,1577,870,964,1112,NA
10889,r023,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,722,672,688,694,739,691,754,792,1260,NA
10889,r024,All fields -> Physical sciences -> Material science,All fields,Physical sciences,Material science,3,NA,NA,NA,NA,NA,NA,NA,337,355,NA
10889,r025,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,2576,2569,2593,2597,2518,2571,2516,2537,2658,NA
10889,r026,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,303,306,333,286,1795,3068,2373,3554,4064,NA
10889,r027,All fields -> Psychology,All fields,Psychology,,2,1038,1000,990,1027,1147,1366,1612,1934,2288,2434
10889,r028,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,14,14,16,10,19,16,13,13,18,NA
10889,r029,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,13,14,12,13,10,11,12,17,14,NA
10889,r030,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1011,972,962,1004,1118,1339,1587,1904,2256,NA
10889,r031,All fields -> Social sciences,All fields,Social sciences,,2,386,345,378,359,374,451,440,537,766,822
10889,r032,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,24,28,29,29,31,33,18,22,36,NA
10889,r033,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,58,47,51,56,53,86,39,53,58,NA
10889,r034,All fields -> Social sciences -> Political science and government (formerly Political science),All fields,Social sciences,Political science and government (formerly Political science),3,12,12,14,12,9,10,5,1,0.05,NA
10889,r035,"All fields -> Social sciences -> Sociology, demography, and population studies (formerly Sociology)",All fields,Social sciences,"Sociology, demography, and population studies (formerly Sociology)",3,31,27,24,23,24,37,20,43,33,NA
10889,r036,All fields -> Social sciences -> Other social sciences<sup>a</sup>,All fields,Social sciences,Other social sciences<sup>a</sup>,3,261,230,260,239,258,286,358,418,639,NA
10889,r037,All fields -> Engineering,All fields,Engineering,,2,3545,3694,3658,3686,3586,3618,2898,3212,3739,3923
10889,r038,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,447,469,479,450,99,71,70,NA,NA,NA
10889,r039,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",3,NA,NA,NA,NA,NA,NA,NA,270,293,NA
10889,r040,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,93,99,99,101,8,9,15,NA,NA,NA
10889,r041,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,3,NA,NA,NA,NA,NA,NA,NA,27,84,NA
10889,r042,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,104,60,70,76,72,75,94,121,124,NA
10889,r043,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,28,54,38,27,14,12,16,70,70,NA
10889,r044,"All fields -> Engineering -> Electrical, electronics, and communications engineering (formerly Electrical engineering)",All fields,Engineering,"Electrical, electronics, and communications engineering (formerly Electrical engineering)",3,248,228,228,225,238,219,205,200,211,NA
10889,r045,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,3,NA,NA,NA,NA,NA,NA,NA,41,45,NA
10889,r046,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,129,126,123,124,111,103,116,114,135,NA
10889,r047,All fields -> Engineering -> Metallurgical and materials engineering (formerly Metallurgy and materials engineering),All fields,Engineering,Metallurgical and materials engineering (formerly Metallurgy and materials engineering),3,1233,1290,1279,1306,1364,1223,281,238,201,NA
10889,r048,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,1264,1368,1342,1376,1680,1906,2100,2131,2575,NA
10889,r049,All fields -> Other fields,All fields,Other fields,,2,NA,NA,NA,NA,NA,NA,NA,3558,3752,4112
10889,r050,All fields -> Other fields -> Business management and business administration,All fields,Other fields,Business management and business administration,3,NA,NA,NA,NA,NA,NA,NA,34,27,NA
10889,r051,All fields -> Other fields -> Communication and communications technologies,All fields,Other fields,Communication and communications technologies,3,NA,NA,NA,NA,NA,NA,NA,0,1,NA
10889,r052,All fields -> Other fields -> Education research,All fields,Other fields,Education research,3,NA,NA,NA,NA,NA,NA,NA,360,357,NA
10889,r053,"All fields -> Other fields -> Humanities, including History",All fields,Other fields,"Humanities, including History",3,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,NA
10889,r054,All fields -> Other fields -> Law,All fields,Other fields,Law,3,NA,NA,NA,NA,NA,NA,NA,7,6,NA
10889,r055,All fields -> Other fields -> Social work,All fields,Other fields,Social work,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA
10889,r056,All fields -> Other fields -> Visual and performing arts,All fields,Other fields,Visual and performing arts,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA
10889,r057,All fields -> Other fields -> All other fields,All fields,Other fields,All other fields,3,NA,NA,NA,NA,NA,NA,NA,3158,3361,NA
10889,r058,All fields -> Other sciences nec,All fields,Other sciences nec,,2,1292,1935,2108,2344,1900,2237,3588,NA,NA,NA
