table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10418,r001,All institutions,All institutions,,1,-,6078922,6255257,5842267,6188823,7200673,7272418,8407530,8790871,11578405
10418,r002,All institutions -> American Association of Museums,All institutions,American Association of Museums,2,1,0,0,0,0,0,0,0,0,1698428
10418,r003,All institutions -> Massachusetts General Hospital,All institutions,Massachusetts General Hospital,2,2,325659,352639,348970,372725,394497,465109,515859,537823,617160
10418,r004,All institutions -> Fred Hutchinson Cancer Research Center,All institutions,Fred Hutchinson Cancer Research Center,2,3,182821,235417,232509,241704,280404,305891,304242,730942,470226
10418,r005,All institutions -> Patient-Centered Outcomes Research Institute,All institutions,Patient-Centered Outcomes Research Institute,2,4,334416,282617,152131,114888,883941,491715,578430,469730,460331
10418,r006,All institutions -> Brigham and Women's Hospital,All institutions,Brigham and Women's Hospital,2,5,316601,312197,320660,338275,371925,370959,342920,321962,380675
10418,r007,All institutions -> Mayo Clinic,All institutions,Mayo Clinic,2,6,215728,239171,238966,251015,300890,272133,317063,374769,330084
10418,r008,All institutions -> America's Blood Centers,All institutions,America's Blood Centers,2,7,0,0,0,0,0,0,0,0,323678
10418,r009,All institutions -> Research Triangle Institute,All institutions,Research Triangle Institute,2,8,74316,69131,76632,73817,64950,78501,134922,407545,316666
10418,r010,All institutions -> Henry M. Jackson Foundation for the Advancement of Military Medicine,All institutions,Henry M. Jackson Foundation for the Advancement of Military Medicine,2,9,103390,129333,79950,105803,48204,223301,367818,24869,298954
10418,r011,All institutions -> Advanced Technology International,All institutions,Advanced Technology International,2,10,0,0,6784,0,950,17001,17600,34233,232357
10418,r012,All institutions -> Children's Hospital Corp.,All institutions,Children's Hospital Corp.,2,11,124777,123989,133821,139417,150149,155956,210514,202217,225564
10418,r013,All institutions -> Memorial Sloan Kettering Cancer Center,All institutions,Memorial Sloan Kettering Cancer Center,2,12,106157,110527,106945,124048,133495,148730,172559,173257,194922
10418,r014,All institutions -> SRI International,All institutions,SRI International,2,13,179006,132428,157427,163154,162329,151485,177145,183030,193016
10418,r015,All institutions -> Dana-Farber Cancer Institute,All institutions,Dana-Farber Cancer Institute,2,14,118239,122454,123760,127300,139922,169423,166232,168327,179243
10418,r016,All institutions -> Broad Institute,All institutions,Broad Institute,2,15,98797,130458,101919,103907,103974,129143,143299,211732,176061
10418,r017,All institutions -> Cincinnati Children's Hospital Medical Center,All institutions,Cincinnati Children's Hospital Medical Center,2,16,109555,104820,99960,113238,128402,120625,163840,183816,175469
10418,r018,All institutions -> Kaiser Permanente,All institutions,Kaiser Permanente,2,17,41054,52879,55445,70879,78142,75931,99253,127646,152223
10418,r019,All institutions -> Battelle Memorial Institute all locations,All institutions,Battelle Memorial Institute all locations,2,18,190090,238735,213463,205602,279123,298469,265294,314912,145784
10418,r020,All institutions -> Children's Hospital of Philadelphia,All institutions,Children's Hospital of Philadelphia,2,19,111085,116909,117838,112638,126318,147880,190918,204657,143953
10418,r021,All institutions -> Beth Israel Deaconess Medical Center,All institutions,Beth Israel Deaconess Medical Center,2,20,121566,111028,110007,129908,128957,129260,130348,134488,140800
10418,r022,All institutions -> Cleveland Clinic Foundation,All institutions,Cleveland Clinic Foundation,2,21,243,1521,4117,3064,3027,2885,12547,1348,116863
10418,r023,All institutions -> Family Health International,All institutions,Family Health International,2,22,9153,29972,26570,9201,41269,76955,42189,218364,107211
10418,r024,"All institutions -> Seattle Children's Hospital, Foundation, and Research",All institutions,"Seattle Children's Hospital, Foundation, and Research",2,23,29489,37787,37442,49208,44475,47846,91364,98521,106414
10418,r025,All institutions -> Cedars-Sinai Medical Center,All institutions,Cedars-Sinai Medical Center,2,24,27995,36588,43004,46810,55947,63158,95165,90033,104488
10418,r026,All institutions -> St. Jude Children's Research Hospital,All institutions,St. Jude Children's Research Hospital,2,25,66467,63835,64022,67564,74840,87901,100357,109573,102218
10418,r027,All institutions -> National Center for Defense Manufacturing and Machining,All institutions,National Center for Defense Manufacturing and Machining,2,26,0,0,0,0,32442,19389,27212,19329,99593
10418,r028,All institutions -> Bioindustrial Manufacturing and Design Ecosystem,All institutions,Bioindustrial Manufacturing and Design Ecosystem,2,27,0,0,0,0,0,0,0,0,87837
10418,r029,"All institutions -> City of Hope, Beckman Research Institute",All institutions,"City of Hope, Beckman Research Institute",2,28,38078,43871,43971,41202,57498,58455,73066,71343,75562
10418,r030,All institutions -> Public Health Institute,All institutions,Public Health Institute,2,29,7316,10635,12192,12380,11722,9394,19716,20656,74653
10418,r031,All institutions -> Southwest Research Institute,All institutions,Southwest Research Institute,2,30,82555,80762,84875,99829,113419,84308,43877,129210,72663
10418,r032,All institutions -> MITRE Corp.,All institutions,MITRE Corp.,2,31,469,31100,12787,15950,13552,23560,25944,0,72332
10418,r033,"All institutions -> Jackson Laboratory, The",All institutions,"Jackson Laboratory, The",2,32,50914,52183,58652,54024,60101,69249,77755,70253,70840
10418,r034,All institutions -> Benaroya Research Institute at Virginia Mason,All institutions,Benaroya Research Institute at Virginia Mason,2,33,0,0,0,0,0,0,0,46883,70277
10418,r035,All institutions -> National Academy of Sciences,All institutions,National Academy of Sciences,2,34,44400,75101,68460,61871,64728,69117,67713,67861,62371
10418,r036,All institutions -> Salk Institute for Biological Studies,All institutions,Salk Institute for Biological Studies,2,35,43374,39748,31325,30233,49454,52050,79275,63406,62106
10418,r037,All institutions -> Sanford Burnham Prebys Medical Discovery Institute,All institutions,Sanford Burnham Prebys Medical Discovery Institute,2,36,54269,60668,45254,52269,58487,47832,52160,47198,58860
10418,r038,All institutions -> Allen Institute for Brain Science,All institutions,Allen Institute for Brain Science,2,37,1524,6546,5737,4810,31547,23087,26806,36576,58136
10418,r039,All institutions -> RAND Corp.,All institutions,RAND Corp.,2,38,167138,148705,40912,165471,132211,49065,55903,43346,54949
10418,r040,All institutions -> Nationwide Children's Hospital,All institutions,Nationwide Children's Hospital,2,39,28340,29295,31189,30963,33082,50651,53492,44720,53228
10418,r041,All institutions -> La Jolla Institute for Immunology,All institutions,La Jolla Institute for Immunology,2,40,26110,33052,30728,30948,30189,35966,44134,53692,52680
10418,r042,All institutions -> Draper Laboratory,All institutions,Draper Laboratory,2,41,42117,39360,70368,67980,91201,58301,71221,87648,52304
10418,r043,All institutions -> American National Red Cross,All institutions,American National Red Cross,2,42,75,0,76,76,76,142,0,69289,51215
10418,r044,All institutions -> Institute of Gas Technology,All institutions,Institute of Gas Technology,2,43,8915,2389,6081,9416,4216,16233,75,23919,50992
10418,r045,"All institutions -> Children's National Medical Center, Nation's Children's Hospital",All institutions,"Children's National Medical Center, Nation's Children's Hospital",2,44,25254,28697,27153,26252,31131,34578,49535,53064,50481
10418,r046,All institutions -> H. Lee Moffitt Cancer Center and Research Institute,All institutions,H. Lee Moffitt Cancer Center and Research Institute,2,45,31144,29186,29320,33552,30652,34307,43693,38567,49770
10418,r047,All institutions -> Health Research Inc.,All institutions,Health Research Inc.,2,46,37502,29884,31617,29193,24890,34457,41436,36391,48340
10418,r048,All institutions -> McLean Hospital Corp.,All institutions,McLean Hospital Corp.,2,47,25852,27287,25673,27566,24153,28440,51925,44097,47595
10418,r049,All institutions -> National Jewish Health,All institutions,National Jewish Health,2,48,26532,26013,35364,32603,35070,41062,42527,44304,46604
10418,r050,"All institutions -> J. David Gladstone Institutes, The",All institutions,"J. David Gladstone Institutes, The",2,49,26582,30488,26259,33098,33467,28470,45674,27523,45424
10418,r051,All institutions -> Griffiss Institute Inc.,All institutions,Griffiss Institute Inc.,2,50,0,0,3628,902,0,0,1455,0,44319
10418,r052,All institutions -> Wistar Institute of Anatomy and Biology,All institutions,Wistar Institute of Anatomy and Biology,2,51,24105,27190,23437,34066,39347,28856,40221,33105,43507
10418,r053,All institutions -> FlexTech Alliance Inc.,All institutions,FlexTech Alliance Inc.,2,52,0,0,14559,31113,25737,19927,26505,0,40931
10418,r054,All institutions -> Rhode Island Hospital,All institutions,Rhode Island Hospital,2,53,30150,24277,25808,28810,30041,29769,37503,37607,39098
10418,r055,All institutions -> Massachusetts Eye and Ear Infirmary,All institutions,Massachusetts Eye and Ear Infirmary,2,54,20288,24229,20537,19945,25999,25562,27355,32500,36056
10418,r056,All institutions -> Children's Hospital Los Angeles,All institutions,Children's Hospital Los Angeles,2,55,17641,23289,22667,20885,21583,23785,28733,26336,34007
10418,r057,All institutions -> American Type Culture Collection,All institutions,American Type Culture Collection,2,56,16660,16992,18304,15970,16146,19571,19052,17199,32693
10418,r058,All institutions -> American Institutes for Research,All institutions,American Institutes for Research,2,57,5999,15114,3328,1302,11095,24261,21541,8145,32620
10418,r059,All institutions -> Henry Ford Health System,All institutions,Henry Ford Health System,2,58,20213,15007,14656,16216,22710,29310,35427,33161,32499
10418,r060,All institutions -> Electric Power Research Institute,All institutions,Electric Power Research Institute,2,59,4401,1730,11589,8742,11694,11657,18113,29427,31889
10418,r061,All institutions -> Universities Space Research Association,All institutions,Universities Space Research Association,2,60,68142,93085,82272,117442,3431,101506,43541,242,29223
10418,r062,"All institutions -> Feinstein Institute for Medical Research, The",All institutions,"Feinstein Institute for Medical Research, The",2,61,20538,31740,21971,22765,20555,18630,20060,27639,27704
10418,r063,All institutions -> Northern California Institute for Research and Education,All institutions,Northern California Institute for Research and Education,2,62,25775,38013,27454,26563,36021,26421,49962,41443,27601
10418,r064,All institutions -> Tufts Medical Center,All institutions,Tufts Medical Center,2,63,29701,27032,22509,19487,17729,19999,18211,17624,27601
10418,r065,All institutions -> Oklahoma Medical Research Foundation,All institutions,Oklahoma Medical Research Foundation,2,64,25397,24691,22681,26181,24890,23783,22553,27473,27442
10418,r066,All institutions -> CUBRC Inc.,All institutions,CUBRC Inc.,2,65,12669,13487,15594,6775,618,873,400,31677,27170
10418,r067,All institutions -> NRG Oncology Foundation Inc.,All institutions,NRG Oncology Foundation Inc.,2,66,0,30146,30388,22561,24929,24572,29798,31167,26635
10418,r068,All institutions -> Hennepin Healthcare Research Institute,All institutions,Hennepin Healthcare Research Institute,2,67,13932,11706,14796,14685,14227,15352,26035,21115,26280
10418,r069,All institutions -> Ann and Robert H. Lurie Children's Hospital of Chicago,All institutions,Ann and Robert H. Lurie Children's Hospital of Chicago,2,68,11607,8075,7346,5115,6378,10859,16358,20463,25814
10418,r070,All institutions -> ECOG-ACRIN Medical Research Foundation Inc.,All institutions,ECOG-ACRIN Medical Research Foundation Inc.,2,69,0,18660,21657,19760,27699,37797,35627,30097,24735
10418,r071,All institutions -> Logistics Management Institute,All institutions,Logistics Management Institute,2,70,3396,3448,2330,2988,30507,33309,73441,1322,24293
10418,r072,"All institutions -> National Opinion Research Center, Chicago",All institutions,"National Opinion Research Center, Chicago",2,71,39344,17486,11721,12743,9020,7866,12784,14449,24197
10418,r073,All institutions -> Methodist Hospital Research Institute,All institutions,Methodist Hospital Research Institute,2,72,12124,13942,11703,14133,15911,19648,18977,26752,24021
10418,r074,All institutions -> Monterey Bay Aquarium Research Institute,All institutions,Monterey Bay Aquarium Research Institute,2,73,2184,2732,2107,1679,1071,2124,1762,1039,22580
10418,r075,All institutions -> Texas Biomedical Research Institute,All institutions,Texas Biomedical Research Institute,2,74,27087,30281,20420,27806,23102,28674,26041,26591,22536
10418,r076,All institutions -> Inc. Research Institutions for Seismology,All institutions,Inc. Research Institutions for Seismology,2,75,39548,39581,32293,31193,36260,26514,16016,21647,22468
10418,r077,"All institutions -> Buck Institute for Research on Aging, The",All institutions,"Buck Institute for Research on Aging, The",2,76,9053,8344,8621,8883,18765,19818,15399,17869,21999
10418,r078,All institutions -> National Institute of Aerospace Associates,All institutions,National Institute of Aerospace Associates,2,77,15812,16819,16566,18661,29311,22916,16931,17917,21863
10418,r079,All institutions -> Harvard Pilgrim Health Care Inc.,All institutions,Harvard Pilgrim Health Care Inc.,2,78,7343,8871,7075,19524,14832,11905,13051,17626,20937
10418,r080,All institutions -> HMH Hospitals Corp.,All institutions,HMH Hospitals Corp.,2,79,783,663,3583,510,740,4439,19022,21503,20797
10418,r081,All institutions -> Bay Area Environmental Research Institute,All institutions,Bay Area Environmental Research Institute,2,80,9149,14237,15337,20240,17052,15372,17365,19502,20758
10418,r082,All institutions -> Institute for Cancer Research,All institutions,Institute for Cancer Research,2,81,26707,27046,20778,21990,22014,25043,26365,26568,20055
10418,r083,All institutions -> American Lightweight Materials Manufacturing Innovation Institute,All institutions,American Lightweight Materials Manufacturing Innovation Institute,2,82,0,0,13752,24282,0,0,4999,1008,19756
10418,r084,All institutions -> California Pacific Medical Center,All institutions,California Pacific Medical Center,2,83,10013,7203,7749,7901,5768,28580,17960,26815,19593
10418,r085,All institutions -> Kennedy Krieger Institute,All institutions,Kennedy Krieger Institute,2,84,18042,12977,15247,18001,16805,17708,19702,17917,19217
10418,r086,All institutions -> Schepens Eye Research Institute,All institutions,Schepens Eye Research Institute,2,85,9625,11613,11252,9990,9724,13143,13318,11927,19200
10418,r087,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,86,3207,4336,6270,8048,8176,8717,16194,14757,19050
10418,r088,All institutions -> Versiti Wisconsin Inc.,All institutions,Versiti Wisconsin Inc.,2,87,7360,8226,8410,8939,9731,10305,14632,12343,18750
10418,r089,All institutions -> Jaeb Center for Health Research,All institutions,Jaeb Center for Health Research,2,88,9002,12056,11316,9824,9472,13357,15308,16635,18530
10418,r090,All institutions -> Magee-Womens Research Institute and Foundation,All institutions,Magee-Womens Research Institute and Foundation,2,89,21799,30708,44783,37225,42510,40791,35095,27724,18468
10418,r091,All institutions -> SRCCO Inc.,All institutions,SRCCO Inc.,2,90,0,0,0,0,0,0,0,0,18434
10418,r092,All institutions -> National Bureau of Economic Research Inc.,All institutions,National Bureau of Economic Research Inc.,2,91,22589,23203,25650,23294,20587,20789,20928,19185,18271
10418,r093,All institutions -> Marine Biological Laboratory,All institutions,Marine Biological Laboratory,2,92,10916,13176,8872,9023,10516,7296,8693,11701,18260
10418,r094,All institutions -> Marshfield Clinic,All institutions,Marshfield Clinic,2,93,2179,4318,5429,3564,10416,18021,15799,15128,18183
10418,r095,"All institutions -> Miriam Hospital, The",All institutions,"Miriam Hospital, The",2,94,15919,15786,10762,10227,9437,13824,14685,17056,17604
10418,r096,All institutions -> National Science Center Foundation,All institutions,National Science Center Foundation,2,95,0,0,0,0,0,0,0,0,17497
10418,r097,All institutions -> MaineHealth,All institutions,MaineHealth,2,96,6230,6786,8929,7073,12475,12671,14582,13570,17408
10418,r098,All institutions -> Vitalant Research Institute,All institutions,Vitalant Research Institute,2,97,1692,5702,2540,6465,3825,2503,10359,6922,16986
10418,r099,All institutions -> Donald Danforth Plant Science Center,All institutions,Donald Danforth Plant Science Center,2,98,7351,5271,6309,6861,9049,13229,13003,11746,16981
