table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
3514,r001,Institutions,Institutions,,,,1,131,18.3,88,12.3
3514,r002,Schools,Schools,,,,1,134,16.6,88,10.9
3514,r003,Units,Units,,,,1,179,0.9,149,0.7
3514,r004,All individuals,All individuals,,,,1,878,100.0,510,100.0
3514,r005,All individuals -> Male,All individuals,Male,,,2,690,78.6,388,76.1
3514,r006,All individuals -> Female,All individuals,Female,,,2,188,21.4,122,23.9
3514,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,313,35.6,na,na
3514,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,11,1.3,na,na
3514,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
3514,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,1,0.1,na,na
3514,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,67,7.6,na,na
3514,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,7,0.8,na,na
3514,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
3514,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,179,20.4,na,na
3514,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,5,0.6,na,na
3514,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,43,4.9,na,na
3514,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,565,64.4,na,na
3514,r018,Primary source of support,Primary source of support,,,,1,,,,
3514,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,399,45.4,na,na
3514,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,403,45.9,na,na
3514,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,10,1.1,na,na
3514,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,66,7.5,na,na
3514,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
3514,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,122,13.9,na,na
3514,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,558,63.6,na,na
3514,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,17,1.9,na,na
3514,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,181,20.6,na,na
3514,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
3514,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,672,76.5,396,77.6
3514,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,12,1.4,23,4.5
3514,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,11,1.3,2,0.4
3514,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,183,20.8,89,17.5
3514,r033,Degree origin,Degree origin,,,,1,,,,
3514,r034,Degree origin -> United States,Degree origin,United States,,,2,322,36.7,na,na
3514,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,204,23.2,na,na
3514,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,352,40.1,na,na
