table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021,field_2022_all_life_sciences,field_2022_agricultural_sciences,field_2022_biological_and_biomedical_sciences,field_2022_health_sciences,field_2022_natural_resources_and_conservation,field_2022_life_sciences_nec
10135,r001,All institutions,All institutions,,1,-,"['25,435,484', '']","['26,229,693', '']","['28,446,519', '']","['30,958,717', '']","['1,265,977', '']","['10,949,628', '']","['17,494,324', '']","['480,042', '']","['768,746', '']"
10135,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['706,853', '']","['714,341', '']","['765,565', '']","['844,281', '']","['0', '']","['273,011', '']","['571,270', '']","['0', '']","['0', '']"
10135,r003,All institutions -> Duke U.,All institutions,Duke U.,2,2,"['568,773', '']","['568,232', '']","['638,716', '']","['752,563', '']","['0', '']","['242,664', '']","['493,708', '']","['5,463', '']","['10,728', '']"
10135,r004,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,3,"['632,556', '']","['634,918', '']","['645,510', '']","['737,748', '']","['0', '']","['912', '']","['736,836', '']","['0', '']","['0', '']"
10135,r005,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,4,"['582,252', '']","['577,785', '']","['644,430', '']","['707,840', '']","['41', '']","['475,926', '']","['189,554', '']","['0', '']","['42,319', '']"
10135,r006,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,5,"['585,348', '']","['590,430', '']","['628,092', '']","['706,791', '']","['336', '']","['243,501', '']","['462,914', '']","['0', '']","['40', '']"
10135,r007,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,6,"['664,192', '']","['667,996', '']","['683,132', '']","['678,979', '']","['0', '']","['180,761', '']","['472,149', '']","['13,475', '']","['12,594', '']"
10135,r008,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,7,"['539,940', '']","['562,474', '']","['611,343', '']","['662,559', '']","['0', '']","['198,164', '']","['462,070', '']","['2,148', '']","['177', '']"
10135,r009,All institutions -> Stanford U.,All institutions,Stanford U.,2,8,"['519,870', '']","['529,667', '']","['578,172', '']","['619,699', '']","['0', '']","['196,494', '']","['392,879', '']","['834', '']","['29,492', '']"
10135,r010,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,9,"['417,741', '']","['459,909', '']","['523,747', '']","['617,601', '']","['0', '']","['23,114', '']","['594,487', '']","['0', '']","['0', '']"
10135,r011,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,10,"['443,745', '']","['480,452', '']","['554,582', '']","['610,646', '']","['0', '']","['261,518', '']","['349,128', '']","['0', '']","['0', '']"
10135,r012,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,11,"['513,100', '']","['521,691', '']","['569,385', '']","['610,132', '']","['0', '']","['156,412', '']","['453,720', '']","['0', '']","['0', '']"
10135,r013,All institutions -> Yale U.,All institutions,Yale U.,2,12,"['497,350', '']","['512,821', '']","['570,441', '']","['608,877', '']","['0', '']","['158,700', '']","['445,289', '']","['4,888', '']","['0', '']"
10135,r014,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,13,"['548,206', '']","['547,904', '']","['549,127', '']","['602,777', '']","['3', '']","['198,644', '']","['369,878', '']","['8,300', '']","['25,952', '']"
10135,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,"['476,233', '']","['489,071', '']","['528,261', '']","['597,001', '']","['0', '']","['260,132', '']","['336,869', '']","['0', '']","['0', '']"
10135,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['408,818', '']","['413,628', '']","['465,019', '']","['577,453', '']","['234', '']","['46,028', '']","['531,157', '']","['0', '']","['34', '']"
10135,r017,All institutions -> New York U.,All institutions,New York U.,2,16,"['335,764', '']","['353,092', '']","['446,533', '']","['559,581', '']","['0', '']","['202,644', '']","['355,486', '']","['0', '']","['1,451', '']"
