table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
3492,r001,1980,Graduate students,Total,,2,367078
3492,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,316776
3492,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,86.3
3492,r004,1980,Graduate students,Temporary visa holders,Number,3,50302
3492,r005,1980,Graduate students,Temporary visa holders,Percent,3,13.7
3492,r006,1980,Postdoctoral appointees,Total,,2,18399
3492,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11893
3492,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,64.6
3492,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,6506
3492,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,35.4
3492,r011,1981,Graduate students,Total,,2,375130
3492,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,320655
3492,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,85.5
3492,r014,1981,Graduate students,Temporary visa holders,Number,3,54475
3492,r015,1981,Graduate students,Temporary visa holders,Percent,3,14.5
3492,r016,1981,Postdoctoral appointees,Total,,2,19634
3492,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,12340
3492,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.9
3492,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,7294
3492,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,37.1
3492,r021,1982,Graduate students,Total,,2,382291
3492,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,314458
3492,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,82.3
3492,r024,1982,Graduate students,Temporary visa holders,Number,3,67833
3492,r025,1982,Graduate students,Temporary visa holders,Percent,3,17.7
3492,r026,1982,Postdoctoral appointees,Total,,2,19363
3492,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,12129
3492,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.6
3492,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,7234
3492,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,37.4
3492,r031,1983,Graduate students,Total,,2,390432
3492,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,317185
3492,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,81.2
3492,r034,1983,Graduate students,Temporary visa holders,Number,3,73247
3492,r035,1983,Graduate students,Temporary visa holders,Percent,3,18.8
3492,r036,1983,Postdoctoral appointees,Total,,2,20712
3492,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,13193
3492,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,63.7
3492,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,7519
3492,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,36.3
3492,r041,1984,Graduate students,Total,,2,394670
3492,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,319648
3492,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,81.0
3492,r044,1984,Graduate students,Temporary visa holders,Number,3,75022
3492,r045,1984,Graduate students,Temporary visa holders,Percent,3,19.0
3492,r046,1984,Postdoctoral appointees,Total,,2,21535
