table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2018,field_total_2019,field_total_2020,field_total_2021,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021
7993,r001,All institutions,All institutions,,1,-,"['1,259,453', '']","['1,326,351', '']","['1,360,904', '']","['1,326,030', '']","['760,316', '']","['790,279', '']","['808,948', '']","['812,660', '']"
7993,r002,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,1,"['48,298', '']","['46,808', '']","['41,741', '']","['43,348', '']","['29,044', '']","['27,887', '']","['23,840', '']","['24,136', '']"
7993,r003,All institutions -> Florida International U.,All institutions,Florida International U.,2,2,"['24,056', '']","['29,269', '']","['34,642', '']","['34,345', '']","['11,967', '']","['14,279', '']","['18,163', '']","['17,520', '']"
7993,r004,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,3,"['30,520', '']","['38,984', '']","['40,599', '']","['29,685', '']","['19,907', '']","['28,216', '']","['26,894', '']","['26,302', '']"
7993,r005,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,4,"['37,381', '']","['34,448', '']","['31,954', '']","['29,408', '']","['28,334', '']","['25,727', '']","['24,430', '']","['20,743', '']"
7993,r006,All institutions -> U. Georgia,All institutions,U. Georgia,2,5,"['20,028', '']","['24,590', '']","['25,773', '']","['27,865', '']","['10,818', '']","['13,105', '']","['15,401', '']","['17,784', '']"
7993,r007,All institutions -> New York U.,All institutions,New York U.,2,6,"['25,145', '']","['30,002', '']","['28,468', '']","['27,209', '']","['21,216', '']","['24,420', '']","['22,886', '']","['22,255', '']"
7993,r008,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,7,"['17,741', '']","['18,641', '']","['21,553', '']","['22,130', '']","['9,900', '']","['11,570', '']","['13,270', '']","['13,692', '']"
7993,r009,All institutions -> Boston U.,All institutions,Boston U.,2,8,"['21,097', '']","['21,872', '']","['20,413', '']","['22,092', '']","['13,174', '']","['14,224', '']","['12,411', '']","['13,117', '']"
7993,r010,All institutions -> U. Oregon,All institutions,U. Oregon,2,9,"['14,099', '']","['15,658', '']","['17,505', '']","['19,455', '']","['11,990', '']","['13,714', '']","['15,759', '']","['16,939', '']"
7993,r011,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,10,"['18,313', '']","['20,152', '']","['19,670', '']","['18,930', '']","['17,668', '']","['19,428', '']","['19,256', '']","['18,043', '']"
7993,r012,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,11,"['12,943', '']","['14,071', '']","['20,222', '']","['18,729', '']","['8,752', '']","['9,047', '']","['13,516', '']","['12,013', '']"
7993,r013,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,12,"['20,042', '']","['18,932', '']","['20,113', '']","['18,645', '']","['13,691', '']","['12,280', '']","['13,624', '']","['13,008', '']"
7993,r014,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,13,"['19,865', '']","['19,157', '']","['20,413', '']","['18,255', '']","['6,500', '']","['6,704', '']","['6,479', '']","['6,813', '']"
7993,r015,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,14,"['16,080', '']","['17,247', '']","['16,860', '']","['17,939', '']","['4,381', '']","['3,601', '']","['3,013', '']","['2,854', '']"
7993,r016,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,15,"['9,809', '']","['10,574', '']","['7,672', '']","['17,880', '']","['7,082', '']","['8,150', '']","['5,704', '']","['13,369', '']"
7993,r017,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,16,"['17,611', '']","['17,044', '']","['19,087', '']","['17,464', '']","['12,437', '']","['11,104', '']","['13,035', '']","['10,897', '']"
7993,r018,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,17,"['15,475', '']","['14,154', '']","['17,680', '']","['16,966', '']","['13,351', '']","['11,591', '']","['14,586', '']","['14,484', '']"
7993,r019,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,18,"['18,004', '']","['17,955', '']","['19,329', '']","['16,892', '']","['7,773', '']","['8,122', '']","['9,515', '']","['9,164', '']"
7993,r020,All institutions -> Florida State U.,All institutions,Florida State U.,2,19,"['15,647', '']","['15,866', '']","['17,715', '']","['16,829', '']","['9,241', '']","['9,145', '']","['9,763', '']","['8,887', '']"
