table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
8309,r001,All surveyed fields,All surveyed fields,,,,,,1,760156,49.1,466613,51.4,293543,45.4,63328,42.3,30548,42.3
8309,r002,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,,,,,2,515597,54.2,337655,56.0,177942,50.6,29755,48.0,na,na
8309,r003,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,,3,69174,57.4,48681,59.5,20493,52.4,2142,51.7,na,na
8309,r004,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,,3,,,,,,,,,,
8309,r005,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,,4,2105,59.2,1356,60.0,749,57.8,80,55.0,na,na
8309,r006,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,,4,60203,49.7,40607,49.9,19596,49.1,6014,43.9,na,na
8309,r007,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,,4,45302,63.3,33129,64.1,12173,61.1,1138,62.0,na,na
8309,r008,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,4,792,55.3,597,54.3,195,58.5,40,57.5,na,na
8309,r009,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,,4,294198,52.9,184608,55.0,109590,49.3,16369,48.0,na,na
8309,r010,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,,4,19471,56.1,12301,57.3,7170,54.0,687,52.0,na,na
8309,r011,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,,3,24352,52.6,16376,54.9,7976,47.8,3285,47.0,na,na
8309,r012,All surveyed fields -> Temporary visa holders,All surveyed fields,Temporary visa holders,,,,,2,244559,38.3,128958,39.2,115601,37.2,33573,37.3,na,na
8309,r013,All surveyed fields -> Science,All surveyed fields,Science,,,,,2,509784,51.6,305796,53.0,203988,49.4,37189,41.9,18728,41.5
8309,r014,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,,,,3,353449,55.6,219843,57.1,133606,53.1,17860,46.8,na,na
8309,r015,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,4,48343,59.7,32387,61.9,15956,55.1,1298,51.5,na,na
8309,r016,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,4,,,,,,,,,,
8309,r017,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,5,1443,58.1,845,57.6,598,58.9,47,48.9,na,na
8309,r018,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,5,39413,51.0,25795,50.1,13618,52.7,3102,43.1,na,na
8309,r019,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,5,31021,63.3,22257,63.6,8764,62.4,564,59.9,na,na
8309,r020,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,5,561,55.6,410,54.4,151,58.9,22,54.5,na,na
8309,r021,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,5,201768,54.3,118785,56.1,82983,51.7,10294,46.7,na,na
8309,r022,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,5,13468,58.3,8022,59.2,5446,57.0,442,51.4,na,na
8309,r023,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,4,17432,52.9,11342,54.8,6090,49.4,2091,44.8,na,na
8309,r024,All surveyed fields -> Science -> Temporary visa holders,All surveyed fields,Science,Temporary visa holders,,,,3,156335,42.6,85953,42.8,70382,42.3,19329,37.5,na,na
8309,r025,All surveyed fields -> Science -> Agricultural and veterinary sciences,All surveyed fields,Science,Agricultural and veterinary sciences,,,,3,11244,60.2,6801,63.1,4443,55.7,1595,46.3,902,48.2
8309,r026,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,,,4,8009,62.9,5605,64.5,2404,59.2,783,52.7,na,na
8309,r027,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,926,63.6,700,64.7,226,60.2,78,46.2,na,na
8309,r028,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8309,r029,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,34,47.1,22,50.0,12,41.7,2,100.0,na,na
8309,r030,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,389,64.8,262,67.9,127,58.3,116,43.1,na,na
8309,r031,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,407,65.4,306,66.7,101,61.4,27,40.7,na,na
8309,r032,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,13,46.2,12,50.0,1,0.0,1,100.0,na,na
8309,r033,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,5772,62.5,3978,64.0,1794,59.2,450,57.1,na,na
8309,r034,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,244,67.2,168,70.2,76,60.5,8,37.5,na,na
8309,r035,All surveyed fields -> Science -> Agricultural and veterinary sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Agricultural and veterinary sciences,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,224,61.2,157,63.1,67,56.7,101,52.5,na,na
8309,r036,All surveyed fields -> Science -> Agricultural and veterinary sciences -> Temporary visa holders,All surveyed fields,Science,Agricultural and veterinary sciences,Temporary visa holders,,,4,3235,53.4,1196,56.5,2039,51.6,812,40.1,na,na
8309,r037,All surveyed fields -> Science -> Biological and biomedical sciences,All surveyed fields,Science,Biological and biomedical sciences,,,,3,100883,61.2,42728,66.2,58155,57.5,20245,45.9,8187,47.2
8309,r038,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,,,4,80117,61.6,36870,66.1,43247,57.8,9205,50.0,na,na
8309,r039,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,10508,60.7,5037,65.2,5471,56.6,751,53.1,na,na
8309,r040,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8309,r041,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,253,56.5,104,58.7,149,55.0,24,45.8,na,na
8309,r042,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,10250,60.7,4999,64.8,5251,56.8,1806,46.8,na,na
8309,r043,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,6587,69.5,4067,73.2,2520,63.5,287,63.4,na,na
8309,r044,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,140,62.9,86,62.8,54,63.0,10,50.0,na,na
8309,r045,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,46065,61.0,19656,65.4,26409,57.7,5150,50.0,na,na
8309,r046,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,3109,63.8,1353,67.5,1756,60.9,187,57.8,na,na
8309,r047,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,3205,59.1,1568,63.6,1637,54.8,990,48.5,na,na
8309,r048,All surveyed fields -> Science -> Biological and biomedical sciences -> Temporary visa holders,All surveyed fields,Science,Biological and biomedical sciences,Temporary visa holders,,,4,20766,59.4,5858,66.6,14908,56.5,11040,42.5,na,na
8309,r049,All surveyed fields -> Science -> Computer and information sciences,All surveyed fields,Science,Computer and information sciences,,,,3,121730,31.8,102199,32.6,19531,27.6,880,25.5,457,24.7
8309,r050,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,,,4,56939,29.5,49570,29.7,7369,28.4,350,30.6,na,na
8309,r051,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,5603,28.0,5106,28.1,497,27.6,17,41.2,na,na
8309,r052,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8309,r053,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,142,28.9,121,29.8,21,23.8,1,100.0,na,na
8309,r054,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,12837,33.4,11428,33.3,1409,33.5,75,36.0,na,na
8309,r055,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,5922,38.6,5390,38.4,532,40.8,9,33.3,na,na
8309,r056,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,87,19.5,76,18.4,11,27.3,0,-,na,na
8309,r057,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,26802,25.7,22742,25.9,4060,24.6,189,30.2,na,na
8309,r058,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,2059,30.8,1742,30.8,317,30.9,7,28.6,na,na
8309,r059,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,3487,31.6,2965,31.7,522,30.8,52,19.2,na,na
8309,r060,All surveyed fields -> Science -> Computer and information sciences -> Temporary visa holders,All surveyed fields,Science,Computer and information sciences,Temporary visa holders,,,4,64791,33.7,52629,35.3,12162,27.2,530,22.1,na,na
8309,r061,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,,3,12290,50.8,5520,52.5,6770,49.5,1797,41.6,2308,32.0
8309,r062,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,,,4,9734,53.6,5017,53.5,4717,53.7,960,45.9,na,na
8309,r063,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1068,57.4,571,59.0,497,55.5,61,55.7,na,na
8309,r064,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
8309,r065,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,32,68.8,18,66.7,14,71.4,4,50.0,na,na
8309,r066,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,418,59.3,168,58.9,250,59.6,122,32.8,na,na
8309,r067,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,303,57.4,159,56.6,144,58.3,17,41.2,na,na
8309,r068,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,8,87.5,6,83.3,2,100.0,1,100.0,na,na
8309,r069,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,7118,52.4,3748,52.2,3370,52.6,604,46.9,na,na
8309,r070,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,403,60.3,186,56.5,217,63.6,45,48.9,na,na
