table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
5403,r001,All institutions,All institutions,,1,-,"['86,296,178', '']","['46,143,829', '']","['4,596,633', '']","['21,946,790', '']","['5,184,925', '']","['5,745,238', '']","['2,678,763', '']"
5403,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['3,110,494', '']","['2,682,410', '']","['5,707', '']","['157,227', '']","['105,906', '']","['155,728', '']","['3,516', '']"
5403,r003,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,2,"['1,673,862', '']","['884,880', '']","['2,074', '']","['607,120', '']","['96,044', '']","['75,131', '']","['8,613', '']"
5403,r004,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,3,"['1,651,073', '']","['676,331', '']","['32,635', '']","['418,048', '']","['120,488', '']","['231,371', '']","['172,200', '']"
5403,r005,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,4,"['1,579,364', '']","['721,308', '']","['19,955', '']","['544,997', '']","['176,969', '']","['112,832', '']","['3,303', '']"
5403,r006,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,5,"['1,456,902', '']","['1,024,195', '']","['27,087', '']","['111,141', '']","['57,698', '']","['198,220', '']","['38,561', '']"
5403,r007,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,6,"['1,403,735', '']","['727,289', '']","['45,233', '']","['290,347', '']","['109,943', '']","['110,299', '']","['120,624', '']"
5403,r008,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,7,"['1,392,941', '']","['655,030', '']","['81,216', '']","['302,597', '']","['82,905', '']","['194,946', '']","['76,247', '']"
5403,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['1,363,931', '']","['632,558', '']","['103,607', '']","['435,653', '']","['29,589', '']","['122,835', '']","['39,689', '']"
5403,r010,All institutions -> Harvard U.,All institutions,Harvard U.,2,9,"['1,239,983', '']","['605,603', '']","['2,351', '']","['391,127', '']","['49,561', '']","['171,566', '']","['19,775', '']"
5403,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,"['1,203,950', '']","['751,414', '']","['26,257', '']","['132,235', '']","['114,967', '']","['168,843', '']","['10,234', '']"
