table_id,row_id,citizenship_ethnicity_race_sex_and_enrollment_status_full_path,citizenship_ethnicity_race_sex_and_enrollment_status_level_1,citizenship_ethnicity_race_sex_and_enrollment_status_level_2,citizenship_ethnicity_race_sex_and_enrollment_status_level_3,citizenship_ethnicity_race_sex_and_enrollment_status_level_4,citizenship_ethnicity_race_sex_and_enrollment_status_level_5,citizenship_ethnicity_race_sex_and_enrollment_status_level_6,citizenship_ethnicity_race_sex_and_enrollment_status_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1145,r001,All enrolled,All enrolled,,,,,,1,8837726,9160973,9576094,10228617,10584063,10751445,10758071,10694746,10765539,10731813,10962192
1145,r002,All enrolled -> U.S. citizen and permanent resident,All enrolled,U.S. citizen and permanent resident,,,,,2,8609736,8921011,9320191,9953789,10286983,10425698,10402201,10304305,10332487,10271861,10486862
1145,r003,All enrolled -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,3,896507,944807,1018375,1125326,1218602,1330787,1407027,1471578,1540893,1599734,1760800
1145,r004,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,,3,7713229,7976204,8301816,8828463,9068381,9094911,8995174,8832727,8791594,8672127,8726062
1145,r005,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,,,4,77763,81801,83621,90174,84988,83192,77684,72715,69298,66484,66645
1145,r006,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,,,4,na,na,na,na,550911,571905,574472,587113,608346,626083,666330
1145,r007,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,,4,512329,540260,565894,586478,na,na,na,na,na,na,na
1145,r008,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American,,,4,1002556,1053852,1139051,1273529,1339292,1381553,1362739,1332505,1325389,1292186,1276078
1145,r009,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,,4,na,na,na,na,28961,31562,33332,32399,32474,31006,30826
1145,r010,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,,,4,5476425,5597387,5732738,5928497,6059167,6090532,6014941,5902334,5841446,5757797,5778866
1145,r011,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,,,4,na,na,na,na,na,219600,266734,299612,344752,359678,377638
1145,r012,All enrolled -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,,,4,644156,702904,780512,949785,1005062,716567,665272,606049,569889,538893,529679
1145,r013,All enrolled -> Temporary resident ,All enrolled,Temporary resident ,,,,,2,227990,239962,255903,274828,297080,325747,355870,390441,433052,459952,475330
1145,r014,All enrolled -> Female,All enrolled,Female,,,,,2,4962213,5135069,5373231,5754730,5937790,6029009,6010835,5954737,5995121,5970124,6108039
1145,r015,All enrolled -> Female -> U.S. citizen and permanent resident,All enrolled,Female,U.S. citizen and permanent resident,,,,3,4848796,5016192,5247603,5621012,5794936,5874449,5845953,5776273,5800056,5763307,5894079
1145,r016,All enrolled -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,529149,554908,596663,655181,704081,770361,814138,850690,890473,925697,1020098
1145,r017,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,4,4319647,4461284,4650940,4965831,5090855,5104088,5031815,4925583,4909583,4837610,4873981
1145,r018,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,,5,46236,48717,49843,53713,50813,49907,46467,43486,41523,39828,40143
1145,r019,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,,5,na,na,na,na,287421,298704,299424,306582,318847,329282,351602
1145,r020,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,5,273035,286876,300008,308995,na,na,na,na,na,na,na
1145,r021,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American,,5,634045,665722,721334,806349,842907,869585,851689,825855,820575,795896,786166
1145,r022,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,5,na,na,na,na,16182,17656,18732,18028,18085,17163,17122
1145,r023,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,,5,2997742,3056492,3127876,3236308,3305857,3331665,3287321,3219622,3191530,3146346,3164392
1145,r024,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,na,na,128106,153571,171785,198690,206615,215962
1145,r025,All enrolled -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,,5,368589,403477,451879,560466,587675,408465,374611,340225,320333,302480,298594
1145,r026,All enrolled -> Female -> Temporary resident ,All enrolled,Female,Temporary resident ,,,,3,113417,118877,125628,133718,142854,154560,164882,178464,195065,206817,213960
1145,r027,All enrolled -> Male,All enrolled,Male,,,,,2,3875513,4025904,4202863,4473887,4646273,4722436,4747236,4740009,4770418,4761689,4854153
1145,r028,All enrolled -> Male -> U.S. citizen and permanent resident,All enrolled,Male,U.S. citizen and permanent resident,,,,3,3760940,3904819,4072588,4332777,4492047,4551249,4556248,4528032,4532431,4508554,4592783
1145,r029,All enrolled -> Male -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Male,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,367358,389899,421712,470145,514521,560426,592889,620888,650420,674037,740702
1145,r030,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,4,3393582,3514920,3650876,3862632,3977526,3990823,3963359,3907144,3882011,3834517,3852081
