table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
6451,r001,1967,Total,,,1,4631.4
6451,r002,1967,Intramurala,,,1,1461.3
6451,r003,1967,Extramural,United States and U.S. territories,Industry,3,1038.5
6451,r004,1967,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,69.1
6451,r005,1967,Extramural,United States and U.S. territories,Universities and colleges,3,1312.1
6451,r006,1967,Extramural,United States and U.S. territories,University-administered FFRDCs,3,355.0
6451,r007,1967,Extramural,United States and U.S. territories,Other nonprofits,3,248.7
6451,r008,1967,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,47.6
6451,r009,1967,Extramural,United States and U.S. territories,"State, local governments",3,53.2
6451,r010,1967,Extramural,Foreign,,2,45.7
6451,r011,1968,Total,,,1,4781.1
6451,r012,1968,Intramurala,,,1,1541.4
6451,r013,1968,Extramural,United States and U.S. territories,Industry,3,1093.6
6451,r014,1968,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,64.4
6451,r015,1968,Extramural,United States and U.S. territories,Universities and colleges,3,1301.8
6451,r016,1968,Extramural,United States and U.S. territories,University-administered FFRDCs,3,378.9
6451,r017,1968,Extramural,United States and U.S. territories,Other nonprofits,3,234.1
6451,r018,1968,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,40.5
6451,r019,1968,Extramural,United States and U.S. territories,"State, local governments",3,81.9
6451,r020,1968,Extramural,Foreign,,2,44.5
6451,r021,1969,Total,,,1,4644.9
6451,r022,1969,Intramurala,,,1,1645.3
6451,r023,1969,Extramural,United States and U.S. territories,Industry,3,886.4
6451,r024,1969,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,69.9
6451,r025,1969,Extramural,United States and U.S. territories,Universities and colleges,3,1321.8
6451,r026,1969,Extramural,United States and U.S. territories,University-administered FFRDCs,3,335.5
6451,r027,1969,Extramural,United States and U.S. territories,Other nonprofits,3,221.7
6451,r028,1969,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,47.6
6451,r029,1969,Extramural,United States and U.S. territories,"State, local governments",3,75.1
6451,r030,1969,Extramural,Foreign,,2,41.7
6451,r031,1970,Total,,,1,4900.8
6451,r032,1970,Intramurala,,,1,1903.9
6451,r033,1970,Extramural,United States and U.S. territories,Industry,3,876.5
