table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
3478,r001,2000,Total,,,,1,74243
3478,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4124
3478,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.6
3478,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,419
3478,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
3478,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,4820
3478,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.5
3478,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,5094
3478,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,6.9
3478,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,372
3478,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
3478,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,55543
3478,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,74.8
3478,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,81
3478,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
3478,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,3790
3478,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.1
3478,r018,2001,Total,,,,1,74129
3478,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4355
3478,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.9
3478,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,453
3478,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
3478,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,5061
3478,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.8
3478,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,5616
3478,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.6
3478,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,390
3478,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
3478,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,54353
3478,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,73.3
