table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
6106,r001,Institutions,Institutions,,,,,1,207,29.1,195,27.4,101,14.2
6106,r002,Schools,Schools,,,,,1,211,26.2,198,24.6,103,12.8
6106,r003,Units,Units,,,,,1,354,1.7,302,1.4,152,0.7
6106,r004,All graduate students,All graduate students,,,,,1,12498,100.0,8793,100.0,3705,100.0
6106,r005,All graduate students -> Male,All graduate students,Male,,,,2,5160,41.3,3515,40.0,1645,44.4
6106,r006,All graduate students -> Female,All graduate students,Female,,,,2,7338,58.7,5278,60.0,2060,55.6
6106,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,10901,87.2,8106,92.2,2795,75.4
6106,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,1156,9.2,858,9.8,298,8.0
6106,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
6106,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,123,1.0,88,1.0,35,0.9
6106,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,368,2.9,269,3.1,99,2.7
6106,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,404,3.2,248,2.8,156,4.2
6106,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,33,0.3,30,0.3,3,0.1
6106,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,8017,64.1,6040,68.7,1977,53.4
6106,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,387,3.1,306,3.5,81,2.2
6106,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,413,3.3,267,3.0,146,3.9
6106,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,1597,12.8,687,7.8,910,24.6
6106,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,4050,32.4,3257,37.0,793,21.4
6106,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,8448,67.6,5536,63.0,2912,78.6
6106,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,2849,22.8,2417,27.5,432,11.7
6106,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
6106,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,1315,10.5,653,7.4,662,17.9
