table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2018,field_total_2019,field_total_2020,field_total_2021,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021
7988,r001,All institutions,All institutions,,1,-,"['750,358', '']","['769,073', '']","['800,322', '']","['772,935', '']","['456,793', '']","['467,027', '']","['485,574', '']","['475,827', '']"
7988,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['78,432', 'i']","['85,874', 'i']","['105,774', 'i']","['117,429', 'i']","['73,899', '']","['83,057', '']","['102,890', '']","['113,772', '']"
7988,r003,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,2,"['21,722', '']","['20,296', '']","['20,164', '']","['20,392', '']","['13,083', '']","['12,331', '']","['11,947', '']","['11,908', '']"
7988,r004,All institutions -> Harvard U.,All institutions,Harvard U.,2,3,"['22,908', '']","['22,127', '']","['20,038', '']","['19,503', '']","['19,223', '']","['18,465', '']","['17,747', '']","['16,848', '']"
7988,r005,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,4,"['22,075', '']","['20,358', '']","['21,622', '']","['18,914', '']","['6,720', '']","['7,403', '']","['8,853', '']","['7,789', '']"
7988,r006,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,5,"['18,306', '']","['18,478', '']","['18,648', '']","['17,937', '']","['5,839', '']","['5,874', '']","['5,771', '']","['5,490', '']"
7988,r007,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,6,"['14,581', '']","['17,222', '']","['20,290', '']","['17,349', '']","['6,550', '']","['7,122', '']","['8,882', '']","['5,691', '']"
7988,r008,All institutions -> New York U.,All institutions,New York U.,2,7,"['10,475', '']","['12,002', '']","['13,465', '']","['16,998', '']","['6,697', '']","['7,105', '']","['8,861', '']","['10,981', '']"
7988,r009,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,8,"['17,694', '']","['16,551', '']","['17,062', '']","['16,101', '']","['9,141', '']","['7,940', '']","['10,785', '']","['9,537', '']"
7988,r010,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,9,"['19,251', '']","['25,057', '']","['17,706', '']","['14,090', '']","['15,494', '']","['16,418', '']","['13,702', '']","['12,668', '']"
7988,r011,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,10,"['9,308', '']","['12,385', '']","['12,000', '']","['12,464', '']","['3,523', '']","['3,402', '']","['3,183', '']","['3,452', '']"
7988,r012,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,11,"['13,200', '']","['13,118', '']","['13,161', '']","['12,110', '']","['10,906', '']","['10,515', '']","['10,440', '']","['9,562', '']"
7988,r013,All institutions -> Princeton U.,All institutions,Princeton U.,2,12,"['11,313', '']","['11,703', '']","['13,550', '']","['11,672', '']","['4,687', '']","['5,639', '']","['5,657', '']","['4,877', '']"
7988,r014,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,13,"['12,008', '']","['11,394', '']","['12,494', '']","['11,152', '']","['5,577', '']","['5,481', '']","['5,790', '']","['5,596', '']"
7988,r015,All institutions -> Brown U.,All institutions,Brown U.,2,14,"['12,107', '']","['13,225', '']","['12,204', '']","['10,903', '']","['9,140', '']","['9,615', '']","['9,117', '']","['8,558', '']"
7988,r016,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,15,"['14,362', '']","['9,036', '']","['9,493', '']","['9,673', '']","['10,979', '']","['7,363', '']","['6,214', '']","['6,239', '']"
7988,r017,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,16,"['9,888', '']","['11,774', '']","['10,434', '']","['9,015', '']","['5,840', '']","['6,786', '']","['5,091', '']","['5,009', '']"
7988,r018,All institutions -> Duke U.,All institutions,Duke U.,2,17,"['9,766', '']","['10,319', '']","['9,842', '']","['8,922', '']","['7,684', '']","['7,549', '']","['6,554', '']","['6,364', '']"
7988,r019,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,18,"['5,975', '']","['7,432', '']","['6,817', '']","['8,637', '']","['2,308', '']","['3,193', '']","['2,744', '']","['3,206', '']"
7988,r020,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,19,"['7,543', '']","['8,058', '']","['8,826', '']","['8,614', '']","['3,375', '']","['4,042', '']","['4,104', '']","['3,808', '']"
7988,r021,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,20,"['7,847', '']","['9,822', '']","['8,994', '']","['8,555', '']","['5,659', '']","['6,349', '']","['5,141', '']","['5,674', '']"
7988,r022,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,21,"['5,765', '']","['5,031', '']","['6,776', '']","['8,107', '']","['2,380', '']","['2,355', '']","['3,308', '']","['4,368', '']"
7988,r023,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,22,"['8,376', '']","['8,177', '']","['8,263', '']","['8,067', '']","['5,815', '']","['5,689', '']","['6,251', '']","['6,122', '']"
7988,r024,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,23,"['7,467', '']","['6,652', '']","['7,629', '']","['7,407', '']","['4,957', '']","['4,756', '']","['5,006', '']","['4,824', '']"
7988,r025,All institutions -> Rice U.,All institutions,Rice U.,2,24,"['9,435', '']","['9,477', '']","['9,363', '']","['7,349', '']","['4,338', '']","['4,099', '']","['3,742', '']","['3,934', '']"
