table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
6450,r001,1967,Total,,,1,16529.1
6450,r002,1967,Intramurala,,,1,3395.7
6450,r003,1967,Extramural,United States and U.S. territories,Industry,3,9877.8
6450,r004,1967,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,384.7
6450,r005,1967,Extramural,United States and U.S. territories,Universities and colleges,3,1454.3
6450,r006,1967,Extramural,United States and U.S. territories,University-administered FFRDCs,3,666.5
6450,r007,1967,Extramural,United States and U.S. territories,Other nonprofits,3,400.1
6450,r008,1967,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,223.5
6450,r009,1967,Extramural,United States and U.S. territories,"State, local governments",3,63.5
6450,r010,1967,Extramural,Foreign,,2,63.1
6450,r011,1968,Total,,,1,15921.2
6450,r012,1968,Intramurala,,,1,3493.1
6450,r013,1968,Extramural,United States and U.S. territories,Industry,3,9047.0
6450,r014,1968,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,414.2
6450,r015,1968,Extramural,United States and U.S. territories,Universities and colleges,3,1487.4
6450,r016,1968,Extramural,United States and U.S. territories,University-administered FFRDCs,3,713.7
6450,r017,1968,Extramural,United States and U.S. territories,Other nonprofits,3,377.5
6450,r018,1968,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,234.5
6450,r019,1968,Extramural,United States and U.S. territories,"State, local governments",3,100.2
6450,r020,1968,Extramural,Foreign,,2,53.5
6450,r021,1969,Total,,,1,15640.9
6450,r022,1969,Intramurala,,,1,3501.2
6450,r023,1969,Extramural,United States and U.S. territories,Industry,3,8703.1
6450,r024,1969,Extramural,United States and U.S. territories,Industry-administered FFRDCs,3,427.1
6450,r025,1969,Extramural,United States and U.S. territories,Universities and colleges,3,1529.2
6450,r026,1969,Extramural,United States and U.S. territories,University-administered FFRDCs,3,722.0
6450,r027,1969,Extramural,United States and U.S. territories,Other nonprofits,3,364.2
6450,r028,1969,Extramural,United States and U.S. territories,Nonprofit-administered FFRDCs,3,240.7
6450,r029,1969,Extramural,United States and U.S. territories,"State, local governments",3,102.2
6450,r030,1969,Extramural,Foreign,,2,51.1
6450,r031,1970,Total,,,1,15338.9
6450,r032,1970,Intramurala,,,1,4079.3
6450,r033,1970,Extramural,United States and U.S. territories,Industry,3,7770.1
