table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
8285,r001,1977,Graduate students,Total,,2,345374
8285,r002,1977,Graduate students,Male,Number,3,244924
8285,r003,1977,Graduate students,Male,Percent,3,70.9
8285,r004,1977,Graduate students,Female,Number,3,100450
8285,r005,1977,Graduate students,Female,Percent,3,29.1
8285,r006,1977,Postdoctoral appointees,Total,,2,na
8285,r007,1977,Postdoctoral appointees,Male,Number,3,na
8285,r008,1977,Postdoctoral appointees,Male,Percent,3,na
8285,r009,1977,Postdoctoral appointees,Female,Number,3,na
8285,r010,1977,Postdoctoral appointees,Female,Percent,3,na
8285,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
8285,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
8285,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
8285,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
8285,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
8285,r016,1978,Graduate students,Total,,2,339912
8285,r017,1978,Graduate students,Male,Number,3,NA
8285,r018,1978,Graduate students,Male,Percent,3,NA
8285,r019,1978,Graduate students,Female,Number,3,NA
8285,r020,1978,Graduate students,Female,Percent,3,NA
8285,r021,1978,Postdoctoral appointees,Total,,2,na
8285,r022,1978,Postdoctoral appointees,Male,Number,3,na
8285,r023,1978,Postdoctoral appointees,Male,Percent,3,na
8285,r024,1978,Postdoctoral appointees,Female,Number,3,na
8285,r025,1978,Postdoctoral appointees,Female,Percent,3,na
8285,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
8285,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
8285,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
8285,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
8285,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
8285,r031,1979,Graduate students,Total,,2,357578
8285,r032,1979,Graduate students,Male,Number,3,240839
8285,r033,1979,Graduate students,Male,Percent,3,67.4
8285,r034,1979,Graduate students,Female,Number,3,116739
8285,r035,1979,Graduate students,Female,Percent,3,32.6
8285,r036,1979,Postdoctoral appointees,Total,,2,18101
8285,r037,1979,Postdoctoral appointees,Male,Number,3,14761
8285,r038,1979,Postdoctoral appointees,Male,Percent,3,81.5
8285,r039,1979,Postdoctoral appointees,Female,Number,3,3340
8285,r040,1979,Postdoctoral appointees,Female,Percent,3,18.5
8285,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,2687
8285,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,2076
8285,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,77.3
8285,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,611
8285,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,22.7
8285,r046,1980,Graduate students,Total,,2,367078
8285,r047,1980,Graduate students,Male,Number,3,242956
8285,r048,1980,Graduate students,Male,Percent,3,66.2
8285,r049,1980,Graduate students,Female,Number,3,124122
8285,r050,1980,Graduate students,Female,Percent,3,33.8
