table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3142,r001,All institutions,All institutions,,1,-,"['4,495,452', '']","['58,467', '']","['177,804', '']","['2,626,260', '']","['25,148', '']","['108,492', '']","['52,840', '']","['147,451', '']","['56,725', '']","['920,322', '']","['321,943', '']"
3142,r002,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['258,019', '']","['0', '']","['0', '']","['236,856', '']","['8,832', '']","['3,381', '']","['4,400', '']","['4,550', '']","['0', '']","['0', '']","['0', '']"
3142,r003,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,2,"['190,465', '']","['3,010', '']","['4,514', '']","['94,237', '']","['172', '']","['3,280', '']","['9', '']","['6,854', '']","['983', '']","['71,127', '']","['6,279', '']"
3142,r004,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,3,"['189,201', '']","['0', '']","['0', '']","['186', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['189,015', '']","['0', '']"
3142,r005,All institutions -> U. Florida,All institutions,U. Florida,2,4,"['162,626', '']","['294', '']","['3,499', '']","['127,549', '']","['204', '']","['1,801', '']","['909', '']","['3,717', '']","['31', '']","['15,234', '']","['9,388', '']"
3142,r006,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,5,"['123,196', '']","['181', '']","['4,062', '']","['74,593', '']","['2,524', '']","['3,184', '']","['216', '']","['1,615', '']","['32', '']","['31,169', '']","['5,620', '']"
3142,r007,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,6,"['94,861', '']","['615', '']","['5,429', '']","['61,030', '']","['194', '']","['2,327', '']","['586', '']","['4,515', '']","['4,709', '']","['5,516', '']","['9,940', '']"
3142,r008,All institutions -> Cornell U.,All institutions,Cornell U.,2,7,"['92,698', '']","['31', '']","['35', '']","['70,915', '']","['205', '']","['2,673', '']","['2,416', '']","['5,670', '']","['0', '']","['3,275', '']","['7,478', '']"
3142,r009,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,8,"['92,591', '']","['745', '']","['3,699', '']","['7,808', '']","['3,623', '']","['8,934', '']","['1,841', '']","['577', '']","['0', '']","['62,983', '']","['2,381', '']"
3142,r010,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,9,"['79,587', '']","['458', '']","['2,578', '']","['61,378', '']","['494', '']","['310', '']","['624', '']","['3,035', '']","['38', '']","['9,162', '']","['1,510', '']"
3142,r011,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,10,"['79,363', '']","['0', '']","['0', '']","['79,363', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3142,r012,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,11,"['77,809', '']","['0', '']","['1,129', '']","['32,134', '']","['0', '']","['188', '']","['676', '']","['1,604', '']","['0', '']","['34,700', '']","['7,378', '']"
3142,r013,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,12,"['77,562', '']","['2,064', '']","['1,323', '']","['41,564', '']","['1,004', '']","['5,731', '']","['815', '']","['4,504', '']","['2,247', '']","['11,848', '']","['6,462', '']"
3142,r014,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,13,"['70,016', '']","['573', '']","['1,984', '']","['57,726', '']","['393', '']","['315', '']","['351', '']","['4,240', '']","['201', '']","['1,857', '']","['2,376', '']"
3142,r015,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,14,"['67,140', '']","['661', '']","['2,103', '']","['51,847', '']","['350', '']","['1,106', '']","['146', '']","['322', '']","['1', '']","['10,297', '']","['307', '']"
3142,r016,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,15,"['66,894', '']","['49', '']","['5,938', '']","['40,289', '']","['26', '']","['120', '']","['24', '']","['486', '']","['0', '']","['18,300', '']","['1,662', '']"
3142,r017,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,16,"['62,752', '']","['4,919', '']","['124', '']","['35,590', '']","['0', '']","['152', '']","['23', '']","['4,770', '']","['1,987', '']","['11,880', '']","['3,307', '']"
3142,r018,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,17,"['55,969', '']","['919', '']","['0', '']","['45,793', '']","['1,124', '']","['424', '']","['580', '']","['557', '']","['203', '']","['5,371', '']","['998', '']"
3142,r019,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,18,"['54,131', '']","['1,880', '']","['103', '']","['41,771', '']","['7', '']","['119', '']","['1', '']","['49', '']","['0', '']","['10,103', '']","['98', '']"
3142,r020,All institutions -> U. Georgia,All institutions,U. Georgia,2,19,"['53,931', '']","['0', '']","['52', '']","['50,725', '']","['0', '']","['0', '']","['792', '']","['1,228', '']","['0', '']","['249', '']","['885', '']"
3142,r021,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,20,"['53,643', '']","['0', '']","['83', '']","['42,453', '']","['0', '']","['2,919', '']","['11', '']","['2,409', '']","['0', '']","['3,196', '']","['2,572', '']"
3142,r022,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,21,"['51,658', '']","['2', '']","['632', '']","['39,376', '']","['2', '']","['25', '']","['738', '']","['2,111', '']","['0', '']","['7,191', '']","['1,581', '']"
3142,r023,All institutions -> Washington State U.,All institutions,Washington State U.,2,22,"['51,397', '']","['357', '']","['2,116', '']","['36,526', '']","['0', '']","['746', '']","['96', '']","['1,917', '']","['0', '']","['2,842', '']","['6,797', '']"
3142,r024,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,23,"['48,566', '']","['106', '']","['48', '']","['44,353', '']","['3', '']","['141', '']","['0', '']","['16', '']","['1,491', '']","['2,346', '']","['62', '']"
3142,r025,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,24,"['48,535', '']","['0', '']","['0', '']","['40,663', '']","['28', '']","['44', '']","['198', '']","['848', '']","['610', '']","['4,175', '']","['1,969', '']"
3142,r026,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,25,"['47,392', '']","['760', '']","['2,257', '']","['36,773', '']","['482', '']","['704', '']","['0', '']","['1,423', '']","['27', '']","['4,875', '']","['91', '']"
3142,r027,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,26,"['44,786', '']","['37', '']","['7,591', '']","['31,705', '']","['485', '']","['340', '']","['0', '']","['0', '']","['0', '']","['4,142', '']","['486', '']"
3142,r028,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,27,"['43,041', '']","['0', '']","['15', '']","['30,800', '']","['404', '']","['218', '']","['213', '']","['424', '']","['184', '']","['9,896', '']","['887', '']"
3142,r029,All institutions -> U. Houston,All institutions,U. Houston,2,28,"['38,963', '']","['944', '']","['3,649', '']","['4,688', '']","['121', '']","['4,873', '']","['390', '']","['1,340', '']","['27', '']","['9,388', '']","['13,543', '']"
3142,r030,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,29,"['38,744', '']","['14', '']","['60', '']","['13,252', '']","['0', '']","['0', '']","['0', '']","['647', '']","['12', '']","['17,143', '']","['7,616', '']"
3142,r031,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,30,"['38,703', '']","['0', '']","['0', '']","['38,703', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3142,r032,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,31,"['38,516', '']","['0', '']","['0', '']","['38,516', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3142,r033,All institutions -> Stanford U.,All institutions,Stanford U.,2,32,"['38,011', '']","['0', '']","['394', '']","['35,659', '']","['0', '']","['26', '']","['50', '']","['23', '']","['0', '']","['1,296', '']","['563', '']"
3142,r034,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,33,"['37,702', '']","['0', '']","['201', '']","['30,769', '']","['456', '']","['62', '']","['57', '']","['6', '']","['433', '']","['1,616', '']","['4,102', '']"
3142,r035,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,34,"['37,544', '']","['0', '']","['0', '']","['32,791', '']","['0', '']","['63', '']","['64', '']","['8', '']","['0', '']","['2,807', '']","['1,811', '']"
3142,r036,All institutions -> U. Idaho,All institutions,U. Idaho,2,35,"['37,467', '']","['74', '']","['2,558', '']","['26,183', '']","['0', '']","['274', '']","['0', '']","['160', '']","['2,614', '']","['5,048', '']","['556', '']"
3142,r037,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,36,"['36,266', '']","['1,057', '']","['1,859', '']","['3,131', '']","['146', '']","['840', '']","['349', '']","['2,261', '']","['12,970', '']","['8,631', '']","['5,022', '']"
3142,r038,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,37,"['35,137', '']","['94', '']","['3,988', '']","['17,203', '']","['9', '']","['1,943', '']","['8', '']","['3,552', '']","['0', '']","['1,876', '']","['6,464', '']"
3142,r039,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,38,"['35,002', '']","['0', '']","['137', '']","['7,966', '']","['0', '']","['1,850', '']","['47', '']","['1,483', '']","['4,055', '']","['18,186', '']","['1,278', '']"
3142,r040,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,39,"['34,241', '']","['165', '']","['270', '']","['9,643', '']","['0', '']","['170', '']","['361', '']","['804', '']","['0', '']","['16,418', '']","['6,410', '']"
3142,r041,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,40,"['32,232', '']","['0', '']","['0', '']","['32,232', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3142,r042,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,41,"['31,171', '']","['0', '']","['0', '']","['29,199', '']","['0', '']","['0', '']","['0', '']","['366', '']","['62', '']","['813', '']","['731', '']"
3142,r043,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,42,"['30,392', '']","['0', '']","['0', '']","['30,089', '']","['0', '']","['303', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3142,r044,All institutions -> U. Kansas,All institutions,U. Kansas,2,43,"['29,122', '']","['246', '']","['326', '']","['1,535', '']","['0', '']","['13', '']","['5,056', '']","['192', '']","['0', '']","['1,034', '']","['20,720', '']"
3142,r045,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,44,"['27,125', '']","['188', '']","['2,435', '']","['5,276', '']","['40', '']","['0', '']","['0', '']","['840', '']","['0', '']","['4,129', '']","['14,217', '']"
3142,r046,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,45,"['27,123', '']","['0', '']","['189', '']","['20,482', '']","['0', '']","['134', '']","['348', '']","['524', '']","['0', '']","['1,978', '']","['3,468', '']"
3142,r047,All institutions -> U. Arizona,All institutions,U. Arizona,2,46,"['26,071', '']","['1,831', '']","['1,632', '']","['13,949', '']","['0', '']","['3,670', '']","['48', '']","['487', '']","['1', '']","['4,435', '']","['18', '']"
3142,r048,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,47,"['25,840', '']","['0', '']","['23,762', '']","['1,778', '']","['15', '']","['138', '']","['0', '']","['146', '']","['0', '']","['1', '']","['0', '']"
3142,r049,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,48,"['25,352', '']","['168', '']","['0', '']","['14,754', '']","['33', '']","['210', '']","['938', '']","['183', '']","['0', '']","['7,821', '']","['1,245', '']"
3142,r050,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,49,"['24,979', '']","['0', '']","['7', '']","['23,631', '']","['0', '']","['221', '']","['0', '']","['66', '']","['0', '']","['795', '']","['259', '']"
3142,r051,All institutions -> Clemson U.,All institutions,Clemson U.,2,50,"['24,259', '']","['0', '']","['0', '']","['15,241', '']","['17', '']","['410', '']","['0', '']","['444', '']","['0', '']","['1,822', '']","['6,325', '']"
3142,r052,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,51,"['23,788', '']","['542', '']","['1,028', '']","['8,968', '']","['251', '']","['992', '']","['993', '']","['1,710', '']","['0', '']","['5,963', '']","['3,341', '']"
3142,r053,All institutions -> Utah State U.,All institutions,Utah State U.,2,52,"['23,310', '']","['128', '']","['207', '']","['15,908', '']","['136', '']","['444', '']","['515', '']","['185', '']","['0', '']","['5,372', '']","['415', '']"
3142,r054,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,53,"['23,288', '']","['25', '']","['26', '']","['18,463', '']","['3', '']","['15', '']","['713', '']","['344', '']","['114', '']","['1,977', '']","['1,608', '']"
3142,r055,All institutions -> New York U.,All institutions,New York U.,2,54,"['22,939', '']","['0', '']","['0', '']","['16,179', '']","['0', '']","['0', '']","['0', '']","['400', '']","['0', '']","['1,263', '']","['5,097', '']"
3142,r056,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,55,"['22,439', '']","['89', '']","['46', '']","['13,097', '']","['0', '']","['3', '']","['0', '']","['270', '']","['203', '']","['5,212', '']","['3,519', '']"
3142,r057,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,56,"['21,573', '']","['118', '']","['627', '']","['6,794', '']","['0', '']","['658', '']","['239', '']","['545', '']","['0', '']","['12,036', '']","['556', '']"
3142,r058,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,57,"['20,807', '']","['0', '']","['0', '']","['20,807', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3142,r059,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,58,"['20,496', '']","['0', '']","['607', '']","['18,119', '']","['0', '']","['434', '']","['0', '']","['117', '']","['10', '']","['1,209', '']","['0', '']"
3142,r060,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,59,"['20,016', '']","['23', '']","['552', '']","['16,956', '']","['0', '']","['0', '']","['0', '']","['751', '']","['473', '']","['1,211', '']","['50', '']"
3142,r061,All institutions -> U. Maine,All institutions,U. Maine,2,60,"['19,299', '']","['448', '']","['5,423', '']","['5,115', '']","['35', '']","['1,485', '']","['68', '']","['367', '']","['1,314', '']","['4,500', '']","['544', '']"
3142,r062,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,61,"['18,401', '']","['77', '']","['1,989', '']","['12,139', '']","['86', '']","['325', '']","['169', '']","['1,770', '']","['36', '']","['1,274', '']","['536', '']"
3142,r063,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,62,"['17,869', '']","['4,664', '']","['287', '']","['2,203', '']","['0', '']","['65', '']","['2,386', '']","['0', '']","['18', '']","['7,952', '']","['294', '']"
3142,r064,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,63,"['17,778', '']","['0', '']","['0', '']","['17,001', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['777', '']"
3142,r065,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,64,"['17,738', '']","['0', '']","['0', '']","['17,452', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['18', '']","['240', '']"
3142,r066,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,65,"['17,507', '']","['465', '']","['224', '']","['6,466', '']","['54', '']","['1,417', '']","['843', '']","['283', '']","['2,067', '']","['3,332', '']","['2,356', '']"
3142,r067,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,66,"['17,335', '']","['39', '']","['3,262', '']","['2,582', '']","['188', '']","['1,996', '']","['282', '']","['546', '']","['2,653', '']","['4,869', '']","['918', '']"
3142,r068,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,67,"['16,970', '']","['1,962', '']","['0', '']","['857', '']","['18', '']","['1,563', '']","['26', '']","['16', '']","['0', '']","['11,459', '']","['1,069', '']"
3142,r069,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,68,"['16,787', '']","['63', '']","['17', '']","['8,552', '']","['0', '']","['82', '']","['1', '']","['1,069', '']","['0', '']","['6,876', '']","['127', '']"
3142,r070,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,69,"['16,182', '']","['0', '']","['0', '']","['14,956', '']","['0', '']","['0', '']","['0', '']","['126', '']","['680', '']","['67', '']","['353', '']"
3142,r071,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,70,"['15,663', '']","['0', '']","['407', '']","['12,215', '']","['14', '']","['685', '']","['0', '']","['846', '']","['0', '']","['1,440', '']","['56', '']"
3142,r072,All institutions -> Florida International U.,All institutions,Florida International U.,2,71,"['14,884', '']","['195', '']","['1,572', '']","['988', '']","['0', '']","['465', '']","['7,288', '']","['1,459', '']","['252', '']","['1,688', '']","['977', '']"
3142,r073,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,72,"['14,549', '']","['0', '']","['0', '']","['14,549', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
