table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
9471,r001,All doctorate recipients (number) -> 1992,Totala,,,1,38886
9471,r002,All doctorate recipients (number) -> 1992,Sex,Male,,2,24232
9471,r003,All doctorate recipients (number) -> 1992,Sex,Female,,2,14435
9471,r004,All doctorate recipients (number) -> 1992,Citizenship status,U.S. citizen or permanent resident,,2,28005
9471,r005,All doctorate recipients (number) -> 1992,Citizenship status,Temporary visa holder,,2,9980
9471,r006,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Hispanic or Latino,,2,909
9471,r007,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,149
9471,r008,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1755
9471,r009,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1109
9471,r010,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23626
9471,r011,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
9471,r012,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,151
9471,r013,All doctorate recipients (number) -> 1992,U.S. citizens and permanent residents,Ethnicity not reported,,2,306
9471,r014,All doctorate recipients (number) -> 1997,Totala,,,1,42539
9471,r015,All doctorate recipients (number) -> 1997,Sex,Male,,2,24942
9471,r016,All doctorate recipients (number) -> 1997,Sex,Female,,2,17242
9471,r017,All doctorate recipients (number) -> 1997,Citizenship status,U.S. citizen or permanent resident,,2,31097
9471,r018,All doctorate recipients (number) -> 1997,Citizenship status,Temporary visa holder,,2,9194
9471,r019,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Hispanic or Latino,,2,1203
9471,r020,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,167
9471,r021,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,3109
9471,r022,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1476
9471,r023,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23964
9471,r024,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
9471,r025,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,509
9471,r026,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Ethnicity not reported,,2,669
9471,r027,All doctorate recipients (number) -> 2002,Totala,,,1,40031
9471,r028,All doctorate recipients (number) -> 2002,Sex,Male,,2,21806
9471,r029,All doctorate recipients (number) -> 2002,Sex,Female,,2,18140
9471,r030,All doctorate recipients (number) -> 2002,Citizenship status,U.S. citizen or permanent resident,,2,27737
9471,r031,All doctorate recipients (number) -> 2002,Citizenship status,Temporary visa holder,,2,9747
9471,r032,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Hispanic or Latino,,2,1370
9471,r033,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,142
9471,r034,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2091
9471,r035,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1666
9471,r036,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,21035
9471,r037,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,269
9471,r038,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,387
9471,r039,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Ethnicity not reported,,2,777
9471,r040,All doctorate recipients (number) -> 2007,Totala,,,1,48132
9471,r041,All doctorate recipients (number) -> 2007,Sex,Male,,2,26202
9471,r042,All doctorate recipients (number) -> 2007,Sex,Female,,2,21904
9471,r043,All doctorate recipients (number) -> 2007,Citizenship status,U.S. citizen or permanent resident,,2,29501
9471,r044,All doctorate recipients (number) -> 2007,Citizenship status,Temporary visa holder,,2,15123
9471,r045,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Hispanic or Latino,,2,1655
9471,r046,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,140
9471,r047,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,2308
9471,r048,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1891
9471,r049,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,22067
9471,r050,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,505
9471,r051,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,304
9471,r052,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Ethnicity not reported,,2,631
9471,r053,All doctorate recipients (number) -> 2012,Totala,,,1,50943
