table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
6078,r001,All surveyed fields,All surveyed fields,,,,,,1,697813,48.4,414478,51.2,283335,44.3,65681,41.8,29661,41.8
6078,r002,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,,,,,2,487051,53.0,314305,54.9,172746,49.5,29890,47.9,na,na
6078,r003,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,,3,62679,56.6,43750,58.7,18929,51.9,2027,52.2,na,na
6078,r004,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,,3,,,,,,,,,,
6078,r005,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,,4,2042,60.1,1284,60.1,758,60.0,72,65.3,na,na
6078,r006,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,,4,53094,48.5,35075,48.5,18019,48.7,5696,45.2,na,na
6078,r007,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,,4,41916,62.4,30842,63.0,11074,60.5,1081,61.4,na,na
6078,r008,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,4,778,57.7,578,56.9,200,60.0,52,57.7,na,na
6078,r009,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,,4,284055,51.5,175090,53.7,108965,48.1,17123,47.5,na,na
6078,r010,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,,4,17579,54.9,11069,56.4,6510,52.4,555,53.5,na,na
6078,r011,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,,3,24908,51.6,16617,54.4,8291,46.0,3284,45.9,na,na
6078,r012,All surveyed fields -> Temporary visa holders,All surveyed fields,Temporary visa holders,,,,,2,210762,37.9,100173,39.8,110589,36.2,35791,36.7,na,na
6078,r013,All surveyed fields -> Health,All surveyed fields,Health,,,,,2,75438,76.4,60124,78.4,15314,68.9,18478,50.7,7528,52.2
6078,r014,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,,,,3,67689,77.9,55985,79.2,11704,71.8,8821,56.5,na,na
6078,r015,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,4,9330,77.0,8197,78.2,1133,68.0,611,56.8,na,na
6078,r016,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,4,,,,,,,,,,
6078,r017,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,5,335,78.2,273,78.8,62,75.8,17,70.6,na,na
6078,r018,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,5,6262,73.3,5177,74.5,1085,67.5,1807,54.1,na,na
6078,r019,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,5,8282,77.9,6764,77.6,1518,78.9,435,68.3,na,na
6078,r020,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,5,124,71.8,104,73.1,20,65.0,22,72.7,na,na
6078,r021,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,5,37802,79.3,30773,81.0,7029,71.9,4686,56.5,na,na
6078,r022,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,5,2192,76.7,1827,77.7,365,71.5,146,61.6,na,na
6078,r023,All surveyed fields -> Health -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Health,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,4,3362,75.1,2870,76.3,492,67.9,1097,54.6,na,na
6078,r024,All surveyed fields -> Health -> Temporary visa holders,All surveyed fields,Health,Temporary visa holders,,,,3,7749,63.2,4139,66.5,3610,59.3,9657,45.3,na,na
6078,r025,All surveyed fields -> Health -> Clinical medicine<sup>b</sup>,All surveyed fields,Health,Clinical medicine<sup>b</sup>,,,,3,34544,75.5,29748,76.2,4796,70.9,16287,50.4,6500,51.9
6078,r026,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,,,4,31239,76.4,27391,77.0,3848,72.7,7654,55.8,na,na
6078,r027,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,4614,75.9,4132,76.6,482,69.9,554,55.1,na,na
6078,r028,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
6078,r029,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,224,78.1,185,78.4,39,76.9,13,61.5,na,na
6078,r030,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,3570,73.2,3181,73.7,389,69.4,1580,54.2,na,na
6078,r031,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,5126,79.3,4511,79.4,615,78.7,382,68.3,na,na
6078,r032,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,69,82.6,57,82.5,12,83.3,21,71.4,na,na
6078,r033,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,14675,76.6,12672,77.3,2003,72.2,4114,55.9,na,na
6078,r034,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,1143,77.0,991,77.2,152,75.7,131,61.1,na,na
6078,r035,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Health,Clinical medicine<sup>b</sup>,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,1818,73.9,1662,74.4,156,68.6,859,52.0,na,na
6078,r036,All surveyed fields -> Health -> Clinical medicine<sup>b</sup> -> Temporary visa holders,All surveyed fields,Health,Clinical medicine<sup>b</sup>,Temporary visa holders,,,4,3305,66.5,2357,67.8,948,63.4,8633,45.7,na,na
6078,r037,All surveyed fields -> Health -> Other health,All surveyed fields,Health,Other health,,,,3,40894,77.2,30376,80.4,10518,68.0,2191,52.4,1028,54.4
6078,r038,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,,,4,36450,79.2,28594,81.4,7856,71.4,1167,61.1,na,na
6078,r039,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,4716,78.0,4065,79.9,651,66.5,57,73.7,na,na
6078,r040,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
6078,r041,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,111,78.4,88,79.5,23,73.9,4,100.0,na,na
6078,r042,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,2692,73.4,1996,75.8,696,66.4,227,53.3,na,na
6078,r043,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,3156,75.5,2253,74.1,903,79.1,53,67.9,na,na
6078,r044,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,55,58.2,47,61.7,8,37.5,1,100.0,na,na
6078,r045,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,23127,81.1,18101,83.6,5026,71.7,572,60.7,na,na
6078,r046,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,1049,76.4,836,78.3,213,68.5,15,66.7,na,na
6078,r047,All surveyed fields -> Health -> Other health -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Health,Other health,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,1544,76.5,1208,79.0,336,67.6,238,63.9,na,na
6078,r048,All surveyed fields -> Health -> Other health -> Temporary visa holders,All surveyed fields,Health,Other health,Temporary visa holders,,,4,4444,60.6,1782,64.8,2662,57.9,1024,42.4,na,na
