table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022,field_2023_all_life_sciences,field_2023_agricultural_sciences,field_2023_biological_and_biomedical_sciences,field_2023_health_sciences,field_2023_natural_resources_and_conservation,field_2023_life_sciences_nec
12690,r001,All institutions,All institutions,,1,-,"['49,615,561', '']","['52,350,164', '']","['56,475,813', '']","['62,204,360', '']","['4,285,689', '']","['19,526,385', '']","['35,724,571', '']","['1,079,516', '']","['1,588,199', '']"
12690,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['1,581,411', '']","['1,639,862', '']","['1,734,339', '']","['1,978,891', '']","['0', '']","['3,559', '']","['1,975,332', '']","['0', '']","['0', '']"
12690,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['1,185,719', '']","['1,243,966', '']","['1,364,745', '']","['1,497,834', '']","['1,109', '']","['1,053,560', '']","['412,203', '']","['0', '']","['30,962', '']"
12690,r004,All institutions -> Duke U.,All institutions,Duke U.,2,3,"['990,897', '']","['1,040,786', '']","['1,174,640', '']","['1,266,314', '']","['0', '']","['317,434', '']","['922,346', '']","['9,756', '']","['16,778', '']"
12690,r005,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,4,"['1,047,668', 'i']","['1,069,865', 'i']","['1,179,546', 'i']","['1,264,589', 'i']","['0', 'i']","['379,802', 'i']","['884,787', 'i']","['0', 'i']","['0', 'i']"
12690,r006,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,5,"['989,602', '']","['1,053,540', '']","['1,110,788', '']","['1,222,724', '']","['0', '']","['39,697', '']","['1,183,024', '']","['0', '']","['3', '']"
12690,r007,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,6,"['954,315', '']","['983,251', '']","['1,082,521', '']","['1,205,739', '']","['531', '']","['364,789', '']","['840,307', '']","['0', '']","['112', '']"
12690,r008,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,7,"['963,264', '']","['1,013,261', '']","['1,045,014', '']","['1,175,596', '']","['150', '']","['358,634', '']","['772,288', '']","['26,473', '']","['18,051', '']"
12690,r009,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,8,"['981,164', '']","['1,056,727', '']","['1,104,846', '']","['1,166,465', '']","['28,775', '']","['353,135', '']","['784,555', '']","['0', '']","['0', '']"
12690,r010,All institutions -> Yale U.,All institutions,Yale U.,2,9,"['944,439', '']","['1,012,626', '']","['1,044,120', '']","['1,154,182', '']","['0', '']","['245,250', '']","['899,612', '']","['9,041', '']","['279', '']"
12690,r011,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,10,"['868,276', '']","['925,380', '']","['1,020,666', '']","['1,141,727', '']","['0', '']","['231,074', '']","['910,610', '']","['43', '']","['0', '']"
12690,r012,All institutions -> Stanford U.,All institutions,Stanford U.,2,11,"['836,401', '']","['905,150', '']","['999,214', '']","['1,119,445', '']","['0', '']","['280,092', '']","['795,985', '']","['1,985', '']","['41,383', '']"
12690,r013,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,12,"['967,660', '']","['931,174', '']","['1,018,062', '']","['1,116,866', '']","['2,872', '']","['298,094', '']","['739,926', '']","['24,573', '']","['51,401', '']"
12690,r014,All institutions -> New York U.,All institutions,New York U.,2,13,"['643,638', '']","['771,663', '']","['909,144', '']","['1,065,030', '']","['0', '']","['338,972', '']","['723,188', '']","['0', '']","['2,870', '']"
12690,r015,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,14,"['839,302', '']","['861,558', '']","['952,068', '']","['1,058,529', '']","['144,969', '']","['347,583', '']","['560,021', '']","['1,009', '']","['4,947', '']"
12690,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['828,401', '']","['827,370', '']","['915,619', '']","['1,043,913', '']","['0', '']","['68,124', '']","['975,237', '']","['552', '']","['0', '']"
