table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_4_employees,field_5_9_employees
5624,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    1,247 ', '&nbsp;']","['    344 ', '&nbsp;']","['    903 ', '&nbsp;']"
5624,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    549 ', '&nbsp;']","['    172 ', '&nbsp;']","['    377 ', '&nbsp;']"
5624,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    291 ', '&nbsp;']","['    179 ', '&nbsp;']","['    112 ', '&nbsp;']"
5624,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    110 ', '&nbsp;']","['    57 ', '&nbsp;']","['    53 ', '&nbsp;']"
5624,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    97 ', '&nbsp;']","['    51 ', '&nbsp;']","['    46 ', '&nbsp;']"
5624,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5624,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5624,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    348 ', '&nbsp;']","['    181 ', '&nbsp;']","['    167 ', '&nbsp;']"
5624,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    26,645 ', '&nbsp;']","['    11,077 ', '&nbsp;']","['    15,568 ', '&nbsp;']"
5624,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    1,198 ', '&nbsp;']","['    233 ', '&nbsp;']","['    965 ', '&nbsp;']"
5624,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    4,576 ', '&nbsp;']","['    1,536 ', '&nbsp;']","['    3,041 ', '&nbsp;']"
5624,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    3,321 ', '&nbsp;']","['    1,088 ', '&nbsp;']","['    2,233 ', '&nbsp;']"
5624,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['    1,255 ', '&nbsp;']","['    447 ', '&nbsp;']","['    808 ', '&nbsp;']"
5624,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    2,472 ', '&nbsp;']","['    1,279 ', '&nbsp;']","['    1,192 ', '&nbsp;']"
5624,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    9,658 ', '&nbsp;']","['    4,400 ', '&nbsp;']","['    5,259 ', '&nbsp;']"
5624,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    8,741 ', '&nbsp;']","['    3,630 ', '&nbsp;']","['    5,111 ', '&nbsp;']"
5624,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    1,705 ', '&nbsp;']","['    712 ', '&nbsp;']","['    993 ', '&nbsp;']"
5624,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    2,475 ', '&nbsp;']","['    1,020 ', '&nbsp;']","['    1,455 ', '&nbsp;']"
5624,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    4,359 ', '&nbsp;']","['    1,838 ', '&nbsp;']","['    2,520 ', '&nbsp;']"
5624,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    97 ', '&nbsp;']","['    31 ', '&nbsp;']","['    66 ', '&nbsp;']"
