table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
2839,r001,All doctorate recipients (number) -> 1999,Totala,,,1,41100
2839,r002,All doctorate recipients (number) -> 1999,Sex,Male,,2,23438
2839,r003,All doctorate recipients (number) -> 1999,Sex,Female,,2,17485
2839,r004,All doctorate recipients (number) -> 1999,Citizenship status,U.S. citizen or permanent resident,,2,30312
2839,r005,All doctorate recipients (number) -> 1999,Citizenship status,Temporary visa holder,,2,9060
2839,r006,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Hispanic or Latino,,2,1328
2839,r007,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,214
2839,r008,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,2497
2839,r009,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1765
2839,r010,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23901
2839,r011,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
2839,r012,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,352
2839,r013,All doctorate recipients (number) -> 1999,U.S. citizens and permanent residents,Ethnicity not reported,,2,255
2839,r014,All doctorate recipients (number) -> 2004,Totala,,,1,42122
2839,r015,All doctorate recipients (number) -> 2004,Sex,Male,,2,22965
2839,r016,All doctorate recipients (number) -> 2004,Sex,Female,,2,19155
2839,r017,All doctorate recipients (number) -> 2004,Citizenship status,U.S. citizen or permanent resident,,2,28040
2839,r018,All doctorate recipients (number) -> 2004,Citizenship status,Temporary visa holder,,2,11628
2839,r019,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Hispanic or Latino,,2,1302
2839,r020,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,125
2839,r021,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,2022
2839,r022,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1897
2839,r023,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,21011
2839,r024,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,386
2839,r025,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,402
2839,r026,All doctorate recipients (number) -> 2004,U.S. citizens and permanent residents,Ethnicity not reported,,2,895
2839,r027,All doctorate recipients (number) -> 2009,Totala,,,1,49552
2839,r028,All doctorate recipients (number) -> 2009,Sex,Male,,2,26331
2839,r029,All doctorate recipients (number) -> 2009,Sex,Female,,2,23187
2839,r030,All doctorate recipients (number) -> 2009,Citizenship status,U.S. citizen or permanent resident,,2,32327
2839,r031,All doctorate recipients (number) -> 2009,Citizenship status,Temporary visa holder,,2,14736
2839,r032,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Hispanic or Latino,,2,1880
2839,r033,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,132
2839,r034,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,2612
2839,r035,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2168
2839,r036,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23616
2839,r037,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,646
2839,r038,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,338
2839,r039,All doctorate recipients (number) -> 2009,U.S. citizens and permanent residents,Ethnicity not reported,,2,935
2839,r040,All doctorate recipients (number) -> 2014,Totala,,,1,53986
2839,r041,All doctorate recipients (number) -> 2014,Sex,Male,,2,29008
2839,r042,All doctorate recipients (number) -> 2014,Sex,Female,,2,24813
2839,r043,All doctorate recipients (number) -> 2014,Citizenship status,U.S. citizen or permanent resident,,2,34003
2839,r044,All doctorate recipients (number) -> 2014,Citizenship status,Temporary visa holder,,2,15839
2839,r045,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Hispanic or Latino,,2,2190
2839,r046,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,103
2839,r047,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,2881
2839,r048,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2172
2839,r049,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,24829
2839,r050,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,879
2839,r051,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,272
2839,r052,All doctorate recipients (number) -> 2014,U.S. citizens and permanent residents,Ethnicity not reported,,2,677
2839,r053,All doctorate recipients (number) -> 2019,Totala,,,1,55703
2839,r054,All doctorate recipients (number) -> 2019,Sex,Male,,2,30151
2839,r055,All doctorate recipients (number) -> 2019,Sex,Female,,2,25542
2839,r056,All doctorate recipients (number) -> 2019,Citizenship status,U.S. citizen or permanent resident,,2,35274
2839,r057,All doctorate recipients (number) -> 2019,Citizenship status,Temporary visa holder,,2,18351
