table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5406,r001,All institutions,All institutions,,1,-,"['46,143,829', '']","['2,000,937', '']","['2,109,065', '']","['26,254,002', '']","['486,259', '']","['3,789,237', '']","['808,565', '']","['969,278', '']","['361,560', '']","['8,120,891', '']","['1,244,035', '']"
5406,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,682,410', '']","['216,738', '']","['59,766', '']","['714,341', '']","['102,890', '']","['372,067', '']","['5,066', '']","['4,910', '']","['48,966', '']","['1,154,993', '']","['2,673', '']"
5406,r003,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,2,"['1,024,195', '']","['18,140', '']","['114,555', '']","['667,996', '']","['6,115', '']","['52,913', '']","['7,112', '']","['6,333', '']","['0', '']","['114,031', '']","['37,000', '']"
5406,r004,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,3,"['884,880', '']","['6,046', '']","['8,059', '']","['547,904', '']","['5,771', '']","['35,572', '']","['6,479', '']","['89,211', '']","['2,196', '']","['176,141', '']","['7,501', '']"
5406,r005,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,4,"['790,518', '']","['162,577', '']","['7,862', '']","['22,969', '']","['4,104', '']","['22,417', '']","['1,899', '']","['21,373', '']","['0', '']","['537,693', '']","['9,624', '']"
5406,r006,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,5,"['762,289', '']","['22,817', '']","['54,388', '']","['562,474', '']","['3,054', '']","['31,519', '']","['4,286', '']","['3,357', '']","['0', '']","['62,020', '']","['18,374', '']"
5406,r007,All institutions -> Stanford U.,All institutions,Stanford U.,2,6,"['751,414', '']","['15,368', '']","['8,906', '']","['529,667', '']","['6,338', '']","['68,199', '']","['10,782', '']","['5,291', '']","['0', '']","['81,391', '']","['25,472', '']"
5406,r008,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,7,"['727,289', '']","['16,179', '']","['128,962', '']","['413,628', '']","['2,456', '']","['49,002', '']","['13,624', '']","['2,924', '']","['2,159', '']","['97,602', '']","['753', '']"
5406,r009,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,8,"['721,308', '']","['15,361', '']","['872', '']","['577,785', '']","['2,744', '']","['38,206', '']","['9,563', '']","['16,651', '']","['67', '']","['44,542', '']","['15,517', '']"
5406,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,"['707,746', '']","['5,535', '']","['6,194', '']","['568,232', '']","['6,554', '']","['19,178', '']","['6,104', '']","['20,611', '']","['10', '']","['73,605', '']","['1,723', '']"
5406,r011,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,10,"['706,145', '']","['20,870', '']","['12,873', '']","['521,691', '']","['5,390', '']","['27,083', '']","['23,840', '']","['56,291', '']","['0', '']","['17,813', '']","['20,294', '']"
5406,r012,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,11,"['689,273', '']","['6,612', '']","['7,374', '']","['590,430', '']","['2,777', '']","['17,786', '']","['14,586', '']","['2,348', '']","['4,179', '']","['36,623', '']","['6,558', '']"
5406,r013,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,12,"['689,125', '']","['34,576', '']","['51,008', '']","['360,827', '']","['3,660', '']","['81,584', '']","['7,725', '']","['36,918', '']","['6,327', '']","['86,398', '']","['20,102', '']"
5406,r014,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,13,"['676,331', '']","['0', '']","['0', '']","['634,918', '']","['0', '']","['41,413', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5406,r015,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,14,"['655,030', '']","['10,302', '']","['27,134', '']","['459,909', '']","['10,440', '']","['37,430', '']","['13,035', '']","['9,105', '']","['25,701', '']","['49,163', '']","['12,811', '']"
5406,r016,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,15,"['638,930', '']","['76,419', '']","['24,605', '']","['146,249', '']","['13,702', '']","['54,776', '']","['26,894', '']","['12,255', '']","['0', '']","['277,345', '']","['6,685', '']"
5406,r017,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,16,"['632,558', '']","['15,975', '']","['35,879', '']","['373,989', '']","['4,286', '']","['58,512', '']","['7,467', '']","['24,863', '']","['23,519', '']","['73,412', '']","['14,656', '']"
5406,r018,All institutions -> Harvard U.,All institutions,Harvard U.,2,17,"['605,603', '']","['11,955', '']","['28,723', '']","['401,466', '']","['17,747', '']","['55,363', '']","['2,242', '']","['27,768', '']","['248', '']","['52,801', '']","['7,290', '']"
5406,r019,All institutions -> Yale U.,All institutions,Yale U.,2,18,"['585,170', '']","['3,666', '']","['2,704', '']","['512,821', '']","['2,556', '']","['28,840', '']","['5,983', '']","['1,833', '']","['0', '']","['24,172', '']","['2,595', '']"
5406,r020,All institutions -> U. Southern California,All institutions,U. Southern California,2,19,"['562,120', '']","['115,564', '']","['9,079', '']","['321,802', '']","['1,264', '']","['13,605', '']","['4,913', '']","['28,212', '']","['0', '']","['55,089', '']","['12,592', '']"
5406,r021,All institutions -> Cornell U.,All institutions,Cornell U.,2,20,"['562,021', '']","['18,829', '']","['6,428', '']","['352,059', '']","['2,519', '']","['96,374', '']","['4,826', '']","['7,441', '']","['0', '']","['69,870', '']","['3,675', '']"
5406,r022,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,21,"['559,882', '']","['4,675', '']","['5,000', '']","['489,071', '']","['902', '']","['18,393', '']","['4,887', '']","['443', '']","['2,104', '']","['19,552', '']","['14,855', '']"
5406,r023,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,22,"['539,359', '']","['8,892', '']","['6,489', '']","['321,704', '']","['3,945', '']","['44,079', '']","['5,681', '']","['10,746', '']","['19,052', '']","['85,038', '']","['33,733', '']"
