table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
6037,r001,Institutions,Institutions,,,,,1,189,26.5,169,23.7,124,17.4
6037,r002,Schools,Schools,,,,,1,194,24.1,174,21.6,124,15.4
6037,r003,Units,Units,,,,,1,457,2.2,366,1.7,233,1.1
6037,r004,All graduate students,All graduate students,,,,,1,18261,100.0,10881,100.0,7380,100.0
6037,r005,All graduate students -> Male,All graduate students,Male,,,,2,13272,72.7,7910,72.7,5362,72.7
6037,r006,All graduate students -> Female,All graduate students,Female,,,,2,4989,27.3,2971,27.3,2018,27.3
6037,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,11443,62.7,7896,72.6,3547,48.1
6037,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,980,5.4,697,6.4,283,3.8
6037,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
6037,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,40,0.2,30,0.3,10,0.1
6037,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,1228,6.7,875,8.0,353,4.8
6037,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,880,4.8,627,5.8,253,3.4
6037,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,18,0.1,14,0.1,4,0.1
6037,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,7412,40.6,5067,46.6,2345,31.8
6037,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,414,2.3,271,2.5,143,1.9
6037,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,471,2.6,315,2.9,156,2.1
6037,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,6818,37.3,2985,27.4,3833,51.9
6037,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,7560,41.4,5977,54.9,1583,21.4
6037,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,10701,58.6,4904,45.1,5797,78.6
6037,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,2692,14.7,1780,16.4,912,12.4
6037,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
6037,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,2227,12.2,376,3.5,1851,25.1
6037,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,315,1.7,97,0.9,218,3.0
6037,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,430,2.4,54,0.5,376,5.1
6037,r025,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,,4,259,1.4,15,0.1,244,3.3
6037,r026,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> NIH,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,NIH,5,177,1.0,10,0.1,167,2.3
6037,r027,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> Other HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,Other HHS,5,82,0.4,5,0.05,77,1.0
6037,r028,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> NASA,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,NASA,,4,47,0.3,11,0.1,36,0.5
6037,r029,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> NSF,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,NSF,,4,642,3.5,60,0.6,582,7.9
