table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2018,field_total_2019,field_total_2020,field_total_2021,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021
7987,r001,All institutions,All institutions,,1,-,"['25,774,623', '']","['27,267,137', '']","['28,001,450', '']","['29,884,728', '']","['13,393,534', '']","['14,173,989', '']","['14,707,735', '']","['16,138,445', '']"
7987,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['1,531,475', '']","['1,526,889', '']","['1,579,053', '']","['1,637,342', '']","['633,646', '']","['631,806', '']","['634,237', '']","['645,077', '']"
7987,r003,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,2,"['879,537', '']","['887,293', '']","['955,580', '']","['1,019,775', '']","['367,948', '']","['393,177', '']","['437,643', '']","['502,185', '']"
7987,r004,All institutions -> Yale U.,All institutions,Yale U.,2,3,"['632,347', '']","['691,959', '']","['726,089', '']","['779,001', '']","['333,155', '']","['350,340', '']","['367,588', '']","['415,334', '']"
7987,r005,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,4,"['724,886', '']","['754,309', '']","['765,869', '']","['762,778', '']","['362,520', '']","['372,590', '']","['377,281', '']","['419,886', '']"
7987,r006,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,5,"['668,660', '']","['680,788', '']","['700,352', '']","['733,607', '']","['374,638', '']","['387,808', '']","['398,199', '']","['426,102', '']"
7987,r007,All institutions -> Duke U.,All institutions,Duke U.,2,6,"['718,370', '']","['749,965', '']","['717,323', '']","['721,730', '']","['323,754', '']","['355,135', '']","['353,311', '']","['383,958', '']"
7987,r008,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,7,"['703,372', 'i']","['727,074', 'i']","['736,373', 'i']","['719,743', 'i']","['473,490', '']","['478,556', '']","['492,957', '']","['495,734', '']"
7987,r009,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,8,"['584,317', '']","['612,732', '']","['654,098', '']","['714,145', '']","['81,643', '']","['80,140', '']","['90,726', '']","['114,464', '']"
7987,r010,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,9,"['372,386', '']","['406,318', '']","['422,365', '']","['700,303', '']","['200,597', '']","['211,721', '']","['225,112', '']","['245,788', '']"
7987,r011,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,10,"['620,609', '']","['655,372', '']","['660,692', '']","['685,723', '']","['465,210', '']","['486,924', '']","['489,241', '']","['488,597', '']"
7987,r012,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,11,"['583,096', '']","['641,144', '']","['659,733', '']","['678,383', '']","['373,157', '']","['396,027', '']","['400,747', '']","['421,306', '']"
7987,r013,All institutions -> Stanford U.,All institutions,Stanford U.,2,12,"['553,597', '']","['614,159', '']","['572,268', '']","['622,630', '']","['318,415', '']","['349,539', '']","['323,047', '']","['359,980', '']"
7987,r014,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,13,"['578,171', '']","['632,969', '']","['622,140', '']","['604,587', '']","['315,198', '']","['339,982', '']","['333,024', '']","['333,812', '']"
7987,r015,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,14,"['388,100', '']","['408,035', '']","['441,313', '']","['599,247', '']","['282,113', '']","['287,597', '']","['303,327', '']","['361,743', '']"
7987,r016,All institutions -> Emory U.,All institutions,Emory U.,2,15,"['451,672', '']","['524,939', '']","['535,117', '']","['571,627', '']","['216,736', '']","['236,157', '']","['264,862', '']","['307,719', '']"
7987,r017,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,16,"['485,235', '']","['524,495', '']","['531,123', '']","['563,787', '']","['340,645', '']","['379,363', '']","['391,314', '']","['422,968', '']"
7987,r018,All institutions -> U. Colorado Anschutz Medical Campus<sup>b</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>b</sup>,2,17,"['na', '']","['na', '']","['na', '']","['550,101', '']","['na', '']","['na', '']","['na', '']","['357,186', '']"
7987,r019,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,18,"['410,600', '']","['461,261', '']","['474,705', '']","['514,691', '']","['206,667', '']","['225,592', '']","['231,480', '']","['274,027', '']"
7987,r020,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,19,"['403,124', '']","['442,275', '']","['465,122', '']","['498,196', '']","['245,508', '']","['264,808', '']","['272,506', '']","['290,293', '']"
7987,r021,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,20,"['406,467', '']","['446,421', '']","['451,059', '']","['474,272', '']","['246,040', '']","['270,784', '']","['287,948', '']","['302,805', '']"
7987,r022,All institutions -> New York U.,All institutions,New York U.,2,21,"['361,753', '']","['377,195', '']","['389,211', '']","['469,714', '']","['184,518', '']","['196,303', '']","['203,772', '']","['267,032', '']"
7987,r023,All institutions -> U. Southern California,All institutions,U. Southern California,2,22,"['428,328', '']","['408,849', '']","['427,949', '']","['468,905', '']","['183,001', '']","['198,583', '']","['215,128', '']","['235,884', '']"
7987,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['440,649', '']","['472,274', '']","['451,868', '']","['467,332', '']","['171,827', '']","['185,312', '']","['177,594', '']","['185,553', '']"
