table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
6063,r001,2000,Total,,,,1,74243
6063,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4124
6063,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.6
6063,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,419
6063,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6063,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,4820
6063,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.5
6063,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,5094
6063,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,6.9
6063,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,372
6063,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
6063,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,55543
6063,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,74.8
6063,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,81
6063,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
6063,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,3790
6063,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.1
6063,r018,2001,Total,,,,1,74129
6063,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4355
6063,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.9
6063,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,453
6063,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6063,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,5061
6063,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.8
6063,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,5616
6063,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.6
6063,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,390
6063,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
6063,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,54353
6063,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,73.3
6063,r031,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,87
6063,r032,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
6063,r033,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,3814
6063,r034,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.1
6063,r035,2002,Total,,,,1,78297
6063,r036,2002,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,4648
6063,r037,2002,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.9
6063,r038,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,505
6063,r039,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6063,r040,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,5335
6063,r041,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,6.8
6063,r042,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,6047
6063,r043,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.7
6063,r044,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,354
6063,r045,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
6063,r046,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,56890
6063,r047,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,72.7
6063,r048,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,83
6063,r049,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
6063,r050,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,4435
6063,r051,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,5.7
6063,r052,2003,Total,,,,1,84924
6063,r053,2003,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,5443
6063,r054,2003,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.4
6063,r055,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,520
6063,r056,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
6063,r057,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,6010
