table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
10699,r001,Institutions,Institutions,,,,,1,510,73.9,490,71.0,290,42.0
10699,r002,Schools,Schools,,,,,1,566,73.0,539,69.5,337,43.5
10699,r003,Units,Units,,,,,1,2776,12.3,1696,7.5,1890,8.4
10699,r004,All graduate students,All graduate students,,,,,1,102700,100.0,43062,100.0,59638,100.0
10699,r005,All graduate students -> Male,All graduate students,Male,,,,2,39150,38.1,14272,33.1,24878,41.7
10699,r006,All graduate students -> Female,All graduate students,Female,,,,2,63550,61.9,28790,66.9,34760,58.3
10699,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,79204,77.1,35447,82.3,43757,73.4
10699,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,10691,10.4,4953,11.5,5738,9.6
10699,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
10699,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,239,0.2,93,0.2,146,0.2
10699,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,10386,10.1,4963,11.5,5423,9.1
10699,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,6413,6.2,3807,8.8,2606,4.4
10699,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,115,0.1,61,0.1,54,0.1
10699,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,44818,43.6,18595,43.2,26223,44.0
10699,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,3271,3.2,1425,3.3,1846,3.1
10699,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,3271,3.2,1550,3.6,1721,2.9
10699,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,23496,22.9,7615,17.7,15881,26.6
10699,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,19083,18.6,15075,35.0,4008,6.7
10699,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,83617,81.4,27987,65.0,55630,93.3
10699,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,24054,23.4,13871,32.2,10183,17.1
10699,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
10699,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,21244,20.7,1896,4.4,19348,32.4
10699,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,442,0.4,81,0.2,361,0.6
10699,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,196,0.2,24,0.1,172,0.3
10699,r025,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,,4,15561,15.2,538,1.2,15023,25.2
10699,r026,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> NIH,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,NIH,5,14556,14.2,481,1.1,14075,23.6
10699,r027,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> Other HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,Other HHS,5,1005,1.0,57,0.1,948,1.6
10699,r028,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> NASA,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,NASA,,4,69,0.1,10,0.05,59,0.1
