table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3038,r001,Alabama,Alabama,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r002,Alabama -> Public,Alabama,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r003,Alabama -> Public -> Alabama A&M U.,Alabama,Public,Alabama A&M U.,3,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3038,r004,Alabama -> Public -> Alabama State U.,Alabama,Public,Alabama State U.,3,"['400', '']","['0', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r005,"Alabama -> Public -> Auburn U., Auburn",Alabama,Public,"Auburn U., Auburn",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r006,"Alabama -> Public -> U. Alabama, Birmingham",Alabama,Public,"U. Alabama, Birmingham",3,"['1,091', '']","['0', '']","['336', '']","['0', '']","['0', '']","['0', '']","['756', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r007,"Alabama -> Public -> U. Alabama, Huntsville",Alabama,Public,"U. Alabama, Huntsville",3,"['650', '']","['0', '']","['0', '']","['400', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r008,"Alabama -> Public -> U. Alabama, Tuscaloosa",Alabama,Public,"U. Alabama, Tuscaloosa",3,"['35,161', '']","['0', '']","['16,250', '']","['705', '']","['1,956', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16,250', '']","['0', '']","['0', '']","['0', '']"
3038,r009,Alabama -> Public -> U. South Alabama,Alabama,Public,U. South Alabama,3,"['2,000', '']","['0', '']","['1,000', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r010,Alabama -> Private,Alabama,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r011,Alabama -> Private -> Tuskegee U.,Alabama,Private,Tuskegee U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r012,Alaska,Alaska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r013,Alaska -> Public,Alaska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r014,"Alaska -> Public -> U. Alaska, Anchorage",Alaska,Public,"U. Alaska, Anchorage",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r015,"Alaska -> Public -> U. Alaska, Fairbanks",Alaska,Public,"U. Alaska, Fairbanks",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r016,"Alaska -> Public -> U. Alaska, Southeast",Alaska,Public,"U. Alaska, Southeast",3,"['1,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r017,Alaska -> Private,Alaska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r018,Alaska -> Private -> Alaska Pacific U.,Alaska,Private,Alaska Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r019,Arizona,Arizona,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r020,Arizona -> Public,Arizona,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r021,Arizona -> Public -> Arizona State U.,Arizona,Public,Arizona State U.,3,"['12,886', '']","['0', '']","['4,497', '']","['0', '']","['2,864', '']","['3,930', '']","['0', '']","['0', '']","['0', '']","['1,164', '']","['0', '']","['0', '']","['430', '']"
3038,r022,Arizona -> Public -> Northern Arizona U.,Arizona,Public,Northern Arizona U.,3,"['800', '']","['0', '']","['300', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r023,Arizona -> Public -> U. Arizona,Arizona,Public,U. Arizona,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r024,Arkansas,Arkansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r025,Arkansas -> Public,Arkansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r026,"Arkansas -> Public -> Arkansas State U., Jonesboro",Arkansas,Public,"Arkansas State U., Jonesboro",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r027,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r028,"Arkansas -> Public -> U. Arkansas, Fayetteville",Arkansas,Public,"U. Arkansas, Fayetteville",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r029,"Arkansas -> Public -> U. Arkansas, Little Rock",Arkansas,Public,"U. Arkansas, Little Rock",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r030,"Arkansas -> Public -> U. Arkansas, Pine Bluff",Arkansas,Public,"U. Arkansas, Pine Bluff",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
