table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
6062,r001,2000,Total,,,,1,56651
6062,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,3018
6062,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.3
6062,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,208
6062,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.4
6062,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,6909
6062,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,12.2
6062,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,2977
6062,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,5.3
6062,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,305
6062,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
6062,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,39083
6062,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.0
6062,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,40
6062,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
6062,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,4111
6062,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,7.3
6062,r018,2001,Total,,,,1,56890
6062,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,3183
6062,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.6
6062,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,227
6062,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.4
6062,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,7769
6062,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,13.7
6062,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,2915
6062,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,5.1
6062,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,157
6062,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
6062,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,38459
6062,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,67.6
