table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
3529,r001,Institutions,Institutions,,,,,1,415,58.1,403,56.4,210,29.4
3529,r002,Schools,Schools,,,,,1,428,52.9,416,51.4,216,26.7
3529,r003,Units,Units,,,,,1,2097,10.4,1677,8.3,978,4.8
3529,r004,All graduate students,All graduate students,,,,,1,78999,100.0,43607,100.0,35392,100.0
3529,r005,All graduate students -> Male,All graduate students,Male,,,,2,36154,45.8,19156,43.9,16998,48.0
3529,r006,All graduate students -> Female,All graduate students,Female,,,,2,42845,54.2,24451,56.1,18394,52.0
3529,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,58254,73.7,35472,81.3,22782,64.4
3529,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,7696,9.7,5187,11.9,2509,7.1
3529,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
3529,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,479,0.6,273,0.6,206,0.6
3529,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,3631,4.6,1996,4.6,1635,4.6
3529,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,6231,7.9,4206,9.6,2025,5.7
3529,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,119,0.2,79,0.2,40,0.1
3529,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,34787,44.0,20512,47.0,14275,40.3
3529,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,2054,2.6,1250,2.9,804,2.3
3529,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,3257,4.1,1969,4.5,1288,3.6
3529,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,20745,26.3,8135,18.7,12610,35.6
3529,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,22019,27.9,17003,39.0,5016,14.2
3529,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,56980,72.1,26604,61.0,30376,85.8
3529,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,18394,23.3,13053,29.9,5341,15.1
3529,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
3529,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,2815,3.6,1178,2.7,1637,4.6
3529,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,520,0.7,456,1.0,64,0.2
3529,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,15,0.05,1,0.05,14,0.05
3529,r025,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,,4,296,0.4,30,0.1,266,0.8
