table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
8017,r001,Alabama,Alabama,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r002,Alabama -> Public,Alabama,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r003,"Alabama -> Public -> U. Alabama, Birmingham",Alabama,Public,"U. Alabama, Birmingham",3,"['644,330', '']","['60,384', '']","['423,290', '']","['25,731', '']","['221,040', '']","['34,653', '']"
8017,r004,"Alabama -> Public -> U. Alabama, Tuscaloosa",Alabama,Public,"U. Alabama, Tuscaloosa",3,"['129,509', '']","['1,271', '']","['53,880', '']","['1,134', '']","['75,629', '']","['137', '']"
8017,r005,Alabama -> Public -> U. South Alabama,Alabama,Public,U. South Alabama,3,"['47,610', '']","['1,260', '']","['23,758', '']","['97', '']","['23,852', '']","['1,163', '']"
8017,r006,Arizona,Arizona,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r007,Arizona -> Public,Arizona,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r008,Arizona -> Public -> Northern Arizona U.,Arizona,Public,Northern Arizona U.,3,"['69,129', '']","['718', '']","['41,744', '']","['668', '']","['27,385', '']","['50', '']"
8017,r009,Arizona -> Public -> U. Arizona,Arizona,Public,U. Arizona,3,"['770,031', '']","['11,797', '']","['353,117', '']","['922', '']","['416,914', '']","['10,875', '']"
8017,r010,Arkansas,Arkansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r011,Arkansas -> Public,Arkansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r012,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['194,709', '']","['2,752', '']","['83,387', '']","['87', '']","['111,322', '']","['2,665', '']"
8017,r013,California,California,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r014,California -> Public,California,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r015,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['25,953', '']","['1,345', '']","['11,163', '']","['1,177', '']","['14,790', '']","['168', '']"
8017,r016,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['10,213', '']","['35', '']","['8,831', '']","['35', '']","['1,382', '']","['0', '']"
8017,r017,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['35,768', '']","['1', '']","['15,993', '']","['1', '']","['19,775', '']","['0', '']"
8017,r018,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['846,872', '']","['422', '']","['354,478', '']","['60', '']","['492,394', '']","['362', '']"
8017,r019,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['817,409', '']","['20,041', '']","['373,719', '']","['2,204', '']","['443,690', '']","['17,837', '']"
8017,r020,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['523,752', '']","['21,692', '']","['255,010', '']","['4,547', '']","['268,742', '']","['17,145', '']"
8017,r021,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['1,454,880', '']","['153,510', '']","['721,043', '']","['108,061', '']","['733,837', '']","['45,449', '']"
8017,r022,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['189,600', '']","['5', '']","['97,182', '']","['0', '']","['92,418', '']","['5', '']"
8017,r023,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['1,425,499', '']","['5,199', 'i']","['801,117', '']","['1,094', 'i']","['624,382', '']","['4,105', 'i']"
8017,r024,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['1,710,036', '']","['67,229', '']","['683,179', '']","['28,216', '']","['1,026,857', '']","['39,013', '']"
8017,r025,California -> Private,California,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r026,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['25,820', '']","['1', '']","['8,574', '']","['0', '']","['17,246', '']","['1', '']"
8017,r027,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['13,228', '']","['755', '']","['9,945', '']","['678', '']","['3,283', '']","['77', '']"
8017,r028,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['14,029', '']","['1,571', '']","['10,116', '']","['230', '']","['3,913', '']","['1,341', '']"
8017,r029,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['1,274,483', '']","['132,320', '']","['811,183', '']","['59,409', '']","['463,300', '']","['72,911', '']"
8017,r030,California -> Private -> Touro U.,California,Private,Touro U.,3,"['3,489', '']","['671', '']","['1,377', '']","['651', '']","['2,112', '']","['20', '']"
8017,r031,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['7,580', '']","['16', '']","['2,554', '']","['16', '']","['5,026', '']","['0', '']"
8017,r032,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['955,565', '']","['88,909', '']","['574,185', '']","['68,733', '']","['381,380', '']","['20,176', '']"
8017,r033,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['6,688', '']","['34', '']","['5,620', '']","['0', '']","['1,068', '']","['34', '']"
8017,r034,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r035,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r036,Colorado -> Public -> U. Colorado Anschutz Medical Campus<sup>a</sup>,Colorado,Public,U. Colorado Anschutz Medical Campus<sup>a</sup>,3,"['562,855', '']","['46,929', '']","['363,999', '']","['3,136', '']","['198,856', '']","['43,793', '']"
8017,r037,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r038,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['38,751', '']","['87', '']","['23,415', '']","['87', '']","['15,336', '']","['0', '']"
8017,r039,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r040,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r041,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['5,750', '']","['6', '']","['713', '']","['6', '']","['5,037', '']","['0', '']"
8017,r042,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['302,329', '']","['6,943', '']","['183,362', '']","['4,685', '']","['118,967', '']","['2,258', '']"
8017,r043,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r044,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['1,165,148', '']","['29,019', '']","['647,656', '']","['0', '']","['517,492', '']","['29,019', '']"
8017,r045,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r046,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r047,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['231,532', '']","['3,224', '']","['157,725', '']","['3,224', '']","['73,807', '']","['0', '']"
8017,r048,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r049,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r050,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['266,108', '']","['10,228', '']","['161,349', '']","['7,520', '']","['104,759', '']","['2,708', '']"
8017,r051,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['279,932', '']","['14,350', '']","['130,419', '']","['22', '']","['149,513', '']","['14,328', '']"
8017,r052,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['52,412', '']","['533', '']","['35,443', '']","['35', '']","['16,969', '']","['498', '']"
8017,r053,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r054,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r055,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['58,471', '']","['298', '']","['28,510', '']","['0', '']","['29,961', '']","['298', '']"
8017,r056,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['246,075', '']","['9,701', '']","['105,309', '']","['7,581', '']","['140,766', '']","['2,120', '']"
8017,r057,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['328,604', '']","['3,736', '']","['150,108', '']","['3,065', '']","['178,496', '']","['671', '']"
8017,r058,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['218,596', '']","['2,661', '']","['109,310', '']","['2,541', '']","['109,286', '']","['120', '']"
8017,r059,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['959,965', '']","['41,833', '']","['423,154', '']","['13,567', '']","['536,811', '']","['28,266', '']"
8017,r060,Florida -> Public -> U. South Florida<sup>b</sup>,Florida,Public,U. South Florida<sup>b</sup>,3,"['405,088', '']","['14,835', '']","['185,364', '']","['710', '']","['219,724', '']","['14,125', '']"
8017,r061,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['36,837', '']","['8', '']","['13,313', '']","['0', '']","['23,524', '']","['8', '']"
8017,r062,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r063,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['24,513', '']","['151', '']","['10,386', '']","['0', '']","['14,127', '']","['151', '']"
8017,r064,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['375,841', '']","['42,309', '']","['231,001', '']","['11,706', '']","['144,840', '']","['30,603', '']"
8017,r065,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r066,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r067,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['116,480', '']","['3,461', '']","['61,943', '']","['34', '']","['54,537', '']","['3,427', '']"
8017,r068,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['493,944', '']","['904', '']","['188,451', '']","['678', '']","['305,493', '']","['226', '']"
8017,r069,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r070,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['852,922', '']","['64,329', '']","['515,940', '']","['13,642', '']","['336,982', '']","['50,687', '']"
8017,r071,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['51,989', '']","['418', '']","['34,413', '']","['56', '']","['17,576', '']","['362', '']"
8017,r072,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['32,637', '']","['74', '']","['25,181', '']","['0', '']","['7,456', '']","['74', '']"
8017,r073,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r074,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r075,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['271,768', '']","['108', '']","['157,772', '']","['51', '']","['113,996', '']","['57', '']"
8017,r076,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r077,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r078,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['47,210', '']","['1,466', '']","['12,655', '']","['0', '']","['34,555', '']","['1,466', '']"
8017,r079,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['429,585', '']","['21,977', '']","['237,949', '']","['17,534', '']","['191,636', '']","['4,443', '']"
8017,r080,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['731,268', '']","['331', '']","['406,612', '']","['328', '']","['324,656', '']","['3', '']"
8017,r081,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r082,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['44,036', '']","['3,473', '']","['26,793', '']","['177', '']","['17,243', '']","['3,296', '']"
8017,r083,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['10,961', '']","['41', '']","['1,506', '']","['0', '']","['9,455', '']","['41', '']"
8017,r084,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['913,178', '']","['54,086', 'i']","['572,975', '']","['19,787', 'i']","['340,203', '']","['34,299', 'i']"
8017,r085,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['13,805', '']","['45', '']","['9,357', '']","['0', '']","['4,448', '']","['45', '']"
8017,r086,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['107,398', '']","['20,353', '']","['73,279', '']","['6,593', '']","['34,119', '']","['13,760', '']"
8017,r087,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['497,651', '']","['32,310', '']","['394,275', '']","['183', '']","['103,376', '']","['32,127', '']"
8017,r088,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r089,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r090,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['8,826', '']","['409', '']","['2,469', '']","['409', '']","['6,357', '']","['0', '']"
8017,r091,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['695,258', '']","['48,828', '']","['326,326', '']","['20,744', '']","['368,932', '']","['28,084', '']"
8017,r092,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['65,330', '']","['4,187', '']","['30,290', '']","['2,932', '']","['35,040', '']","['1,255', '']"
8017,r093,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r094,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r095,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['553,876', '']","['17,013', '']","['283,763', '']","['0', '']","['270,113', '']","['17,013', '']"
8017,r096,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r097,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['5,258', 'i']","['4', 'i']","['485', 'i']","['0', 'i']","['4,773', 'i']","['4', 'i']"
