table_id,row_id,aggregated_field_name_and_constituent_fields_full_path,aggregated_field_name_and_constituent_fields_level_1,aggregated_field_name_and_constituent_fields_level_2,aggregated_field_name_and_constituent_fields_level_3,aggregated_field_name_and_constituent_fields_level_4,aggregated_field_name_and_constituent_fields_level_5,aggregated_field_name_and_constituent_fields_hierarchy_depth
1804,r001,Life sciences,Life sciences,,,,,1
1804,r002,Life sciences -> Agricultural sciences and natural resources,Life sciences,Agricultural sciences and natural resources,,,,2
1804,r003,Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences,Life sciences,Agricultural sciences and natural resources,Agricultural sciences,,,3
1804,r004,Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agricultural animal breeding ,Life sciences,Agricultural sciences and natural resources,Agricultural sciences,Agricultural animal breeding ,,4
1804,r005,Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agricultural economics ,Life sciences,Agricultural sciences and natural resources,Agricultural sciences,Agricultural economics ,,4
1804,r006,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup>",,4
1804,r007,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup> -> Agricultural and horticultural plant breeding ",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup>",Agricultural and horticultural plant breeding ,5
1804,r008,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup> -> Agronomy and crop science ",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup>",Agronomy and crop science ,5
1804,r009,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup> -> Horticulture science<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup>",Horticulture science<sup>*</sup>,5
1804,r010,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup> -> Plant pathology and phytopathology, agricultural ",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup>","Plant pathology and phytopathology, agricultural ",5
1804,r011,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup> -> Plant sciences, other<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other<sup>&#8224;</sup>","Plant sciences, other<sup>*</sup>",5
1804,r012,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Animal nutrition, poultry science<sup>&#8224;</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Animal nutrition, poultry science<sup>&#8224;</sup>",,4
1804,r013,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Animal nutrition, poultry science<sup>&#8224;</sup> -> Animal nutrition<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Animal nutrition, poultry science<sup>&#8224;</sup>",Animal nutrition<sup>*</sup>,5
1804,r014,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Animal nutrition, poultry science<sup>&#8224;</sup> -> Animal science, poultry or avian<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Animal nutrition, poultry science<sup>&#8224;</sup>","Animal science, poultry or avian<sup>*</sup>",5
1804,r015,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Animal sciences, other ",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Animal sciences, other ",,4
1804,r016,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Food science, food technology-other<sup>&#8224;</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Food science, food technology-other<sup>&#8224;</sup>",,4
1804,r017,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Food science, food technology-other<sup>&#8224;</sup> -> Food science ",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Food science, food technology-other<sup>&#8224;</sup>",Food science ,5
1804,r018,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Food science, food technology-other<sup>&#8224;</sup> -> Food science and technology, other<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Food science, food technology-other<sup>&#8224;</sup>","Food science and technology, other<sup>*</sup>",5
1804,r019,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Soil chemistry and microbiology, soil sciences-other<sup>&#8224;</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Soil chemistry and microbiology, soil sciences-other<sup>&#8224;</sup>",,4
1804,r020,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Soil chemistry and microbiology, soil sciences-other<sup>&#8224;</sup> -> Soil chemistry, microbiology<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Soil chemistry and microbiology, soil sciences-other<sup>&#8224;</sup>","Soil chemistry, microbiology<sup>*</sup>",5
1804,r021,"Life sciences -> Agricultural sciences and natural resources -> Agricultural sciences -> Soil chemistry and microbiology, soil sciences-other<sup>&#8224;</sup> -> Soil sciences, other<sup>*</sup>",Life sciences,Agricultural sciences and natural resources,Agricultural sciences,"Soil chemistry and microbiology, soil sciences-other<sup>&#8224;</sup>","Soil sciences, other<sup>*</sup>",5
1804,r022,Life sciences -> Agricultural sciences and natural resources -> Natural resources and conservation ,Life sciences,Agricultural sciences and natural resources,Natural resources and conservation ,,,3
1804,r023,Life sciences -> Agricultural sciences and natural resources -> Natural resources and conservation  -> Environmental science ,Life sciences,Agricultural sciences and natural resources,Natural resources and conservation ,Environmental science ,,4
1804,r024,Life sciences -> Agricultural sciences and natural resources -> Natural resources and conservation  -> Fishing and fisheries sciences and management ,Life sciences,Agricultural sciences and natural resources,Natural resources and conservation ,Fishing and fisheries sciences and management ,,4
