table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2019,field_total_2020,field_total_2021,field_total_2022,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022
10144,r001,All institutions,All institutions,,1,-,"['1,328,432', '']","['1,364,798', '']","['1,329,505', '']","['1,443,894', '']","['790,261', '']","['808,930', '']","['812,390', '']","['875,330', '']"
10144,r002,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,1,"['46,808', '']","['41,741', '']","['43,348', '']","['49,297', '']","['27,887', '']","['23,840', '']","['24,136', '']","['25,474', '']"
10144,r003,All institutions -> Florida International U.,All institutions,Florida International U.,2,2,"['29,269', '']","['34,642', '']","['34,345', '']","['37,185', '']","['14,279', '']","['18,163', '']","['17,520', '']","['19,381', '']"
10144,r004,All institutions -> U. Georgia,All institutions,U. Georgia,2,3,"['24,590', '']","['25,773', '']","['27,865', '']","['30,933', '']","['13,105', '']","['15,401', '']","['17,784', '']","['20,630', '']"
10144,r005,All institutions -> New York U.,All institutions,New York U.,2,4,"['30,002', '']","['28,468', '']","['27,209', '']","['30,932', '']","['24,420', '']","['22,886', '']","['22,255', '']","['23,286', '']"
10144,r006,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,5,"['38,984', '']","['40,599', '']","['29,685', '']","['30,225', '']","['28,216', '']","['26,894', '']","['26,302', '']","['25,948', '']"
10144,r007,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,6,"['34,448', '']","['31,954', '']","['29,408', '']","['29,392', '']","['25,727', '']","['24,430', '']","['20,743', '']","['20,176', '']"
10144,r008,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,7,"['18,641', '']","['21,553', '']","['22,130', '']","['26,385', '']","['11,570', '']","['13,270', '']","['13,692', '']","['15,765', '']"
10144,r009,All institutions -> Boston U.,All institutions,Boston U.,2,8,"['21,872', '']","['20,413', '']","['22,092', '']","['24,237', '']","['14,224', '']","['12,411', '']","['13,117', '']","['14,406', '']"
10144,r010,All institutions -> U. Oregon,All institutions,U. Oregon,2,9,"['15,658', '']","['17,505', '']","['19,455', '']","['21,629', '']","['13,714', '']","['15,759', '']","['16,939', '']","['19,021', '']"
10144,r011,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,10,"['19,157', '']","['20,413', '']","['18,255', '']","['20,806', '']","['6,704', '']","['6,479', '']","['6,813', '']","['7,831', '']"
10144,r012,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,11,"['10,574', '']","['7,672', '']","['17,880', '']","['19,412', '']","['8,150', '']","['5,704', '']","['13,369', '']","['14,109', '']"
10144,r013,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,12,"['17,247', '']","['16,860', '']","['17,939', '']","['19,296', '']","['3,601', '']","['3,013', '']","['2,854', '']","['5,279', '']"
10144,r014,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,13,"['18,932', '']","['20,113', '']","['18,645', '']","['19,075', '']","['12,280', '']","['13,624', '']","['13,008', '']","['14,355', '']"
10144,r015,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,14,"['14,071', '']","['20,222', '']","['18,729', '']","['18,073', '']","['9,047', '']","['13,516', '']","['12,013', '']","['12,573', '']"
10144,r016,All institutions -> Florida State U.,All institutions,Florida State U.,2,15,"['15,866', '']","['17,715', '']","['16,829', '']","['17,992', '']","['9,145', '']","['9,763', '']","['8,887', '']","['9,390', '']"
10144,r017,All institutions -> U. Houston,All institutions,U. Houston,2,16,"['12,218', '']","['13,999', '']","['13,601', '']","['17,383', '']","['9,647', '']","['9,765', '']","['9,784', '']","['9,962', '']"
10144,r018,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,17,"['20,152', '']","['19,670', '']","['18,930', '']","['17,046', '']","['19,428', '']","['19,256', '']","['18,043', '']","['16,209', '']"
10144,r019,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,18,"['17,044', '']","['19,087', '']","['17,464', '']","['17,022', '']","['11,104', '']","['13,035', '']","['10,897', '']","['10,908', '']"
10144,r020,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,19,"['17,955', '']","['19,329', '']","['16,892', '']","['16,945', '']","['8,122', '']","['9,515', '']","['9,164', '']","['9,775', '']"
10144,r021,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,20,"['14,154', '']","['17,680', '']","['16,966', '']","['16,203', '']","['11,591', '']","['14,586', '']","['14,484', '']","['13,101', '']"
10144,r022,All institutions -> U. Miami,All institutions,U. Miami,2,21,"['11,163', '']","['13,896', '']","['14,808', '']","['16,155', '']","['7,514', '']","['10,048', '']","['10,170', '']","['12,402', '']"
10144,r023,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,22,"['14,222', '']","['15,854', '']","['15,250', '']","['16,035', '']","['7,085', '']","['9,563', '']","['9,265', '']","['8,545', '']"
10144,r024,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,23,"['18,986', '']","['17,645', '']","['14,623', '']","['15,720', '']","['10,145', '']","['9,253', '']","['7,599', '']","['7,441', '']"
10144,r025,All institutions -> Stanford U.,All institutions,Stanford U.,2,24,"['20,091', '']","['18,866', '']","['16,587', '']","['15,648', '']","['11,686', '']","['10,782', '']","['10,678', '']","['10,450', '']"
10144,r026,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,25,"['10,892', '']","['13,239', '']","['11,670', '']","['15,457', '']","['6,723', '']","['9,013', '']","['9,477', '']","['9,764', '']"
10144,r027,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,26,"['15,490', '']","['15,682', '']","['15,687', '']","['15,372', '']","['8,303', '']","['7,496', '']","['7,238', '']","['7,731', '']"
10144,r028,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,27,"['10,968', '']","['12,761', '']","['13,881', '']","['15,053', '']","['5,671', '']","['5,396', '']","['7,108', '']","['8,760', '']"
10144,r029,All institutions -> U. Florida,All institutions,U. Florida,2,28,"['10,208', '']","['10,922', '']","['12,597', '']","['14,968', '']","['6,412', '']","['7,199', '']","['9,487', '']","['11,349', '']"
10144,r030,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,29,"['13,092', '']","['11,982', '']","['13,610', '']","['13,945', '']","['10,775', '']","['10,667', '']","['11,879', '']","['12,052', '']"
