table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7968,r001,All institutions,All institutions,,1,-,"['5,115,480', '']","['150,733', '']","['76,015', '']","['3,445,313', '']","['12,149', '']","['171,349', '']","['12,198', '']","['44,268', '']","['31,166', '']","['1,042,309', '']","['129,980', '']"
7968,r002,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['211,849', '']","['0', '']","['0', '']","['210,555', '']","['186', '']","['900', '']","['8', '']","['200', '']","['0', '']","['0', '']","['0', '']"
7968,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['190,755', '']","['686', '']","['0', '']","['186,465', '']","['0', '']","['1,276', '']","['312', '']","['344', '']","['0', '']","['1,519', '']","['153', '']"
7968,r004,All institutions -> Duke U.,All institutions,Duke U.,2,3,"['187,864', '']","['0', '']","['178', '']","['181,815', '']","['159', '']","['313', '']","['0', '']","['385', '']","['0', '']","['2,444', '']","['2,570', '']"
7968,r005,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,4,"['177,759', '']","['28,094', '']","['1,953', '']","['11,074', '']","['922', '']","['29,966', '']","['0', '']","['3,681', '']","['10,286', '']","['66,314', '']","['25,469', '']"
7968,r006,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,5,"['150,915', '']","['0', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['150,887', '']","['0', '']"
7968,r007,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,6,"['129,914', '']","['2,691', '']","['65', '']","['90,962', '']","['8', '']","['506', '']","['0', '']","['714', '']","['344', '']","['33,774', '']","['850', '']"
7968,r008,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,7,"['128,370', '']","['0', '']","['0', '']","['124,344', '']","['0', '']","['4,026', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7968,r009,All institutions -> Stanford U.,All institutions,Stanford U.,2,8,"['113,691', '']","['4,931', '']","['742', '']","['83,922', '']","['219', '']","['4,627', '']","['121', '']","['821', '']","['0', '']","['18,308', '']","['0', '']"
7968,r010,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,9,"['105,176', '']","['45', '']","['0', '']","['103,412', '']","['0', '']","['50', '']","['16', '']","['0', '']","['0', '']","['55', '']","['1,598', '']"
7968,r011,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,10,"['103,162', '']","['233', '']","['431', '']","['91,319', '']","['160', '']","['927', '']","['0', '']","['59', '']","['202', '']","['9,520', '']","['311', '']"
7968,r012,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,11,"['91,117', '']","['258', '']","['28', '']","['58,988', '']","['82', '']","['2,063', '']","['1', '']","['986', '']","['0', '']","['27,896', '']","['815', '']"
7968,r013,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,12,"['87,959', '']","['1,374', '']","['651', '']","['73,270', '']","['298', '']","['2,248', '']","['143', '']","['413', '']","['186', '']","['7,451', '']","['1,925', '']"
7968,r014,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,13,"['86,621', '']","['0', '']","['0', '']","['7,259', '']","['0', '']","['79', '']","['0', '']","['0', '']","['0', '']","['76,128', '']","['3,155', '']"
7968,r015,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,14,"['85,003', '']","['403', '']","['10,201', '']","['62,858', '']","['29', '']","['1,297', '']","['666', '']","['748', '']","['218', '']","['8,333', '']","['250', '']"
7968,r016,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,15,"['81,360', '']","['237', '']","['84', '']","['76,915', '']","['0', '']","['294', '']","['46', '']","['261', '']","['0', '']","['2,645', '']","['878', '']"
