table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
8293,r001,2000,Total,,,,1,364894
8293,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,21327
8293,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.8
8293,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,2021
8293,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
8293,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,28568
8293,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.8
8293,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,25928
8293,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.1
8293,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,1622
8293,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
8293,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,261112
8293,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,71.6
8293,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,520
8293,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
8293,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,23796
8293,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.5
8293,r018,2001,Total,,,,1,368737
8293,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,22329
8293,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.1
8293,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,2136
8293,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
