table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2020,field_total_2021,field_total_2022,field_total_2023,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022,field_federally_financed_2023
12700,r001,All institutions,All institutions,,1,-,"['2,435,600', '']","['2,463,695', '']","['2,669,468', '']","['2,966,923', '']","['1,736,203', '']","['1,767,509', '']","['1,942,446', '']","['2,123,118', '']"
12700,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['232,583', 'i']","['223,991', 'i']","['234,921', 'i']","['257,687', 'i']","['222,997', '']","['215,073', '']","['225,387', '']","['248,916', '']"
12700,r003,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,2,"['142,473', '']","['154,887', '']","['167,776', '']","['188,049', '']","['92,899', '']","['113,913', '']","['124,233', '']","['144,752', '']"
12700,r004,All institutions -> U. Rochester,All institutions,U. Rochester,2,3,"['95,695', '']","['93,851', '']","['105,517', '']","['117,118', '']","['90,436', '']","['88,161', '']","['98,439', '']","['110,943', '']"
12700,r005,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,4,"['106,237', '']","['100,714', 'i']","['100,726', '']","['111,025', 'i']","['92,720', '']","['78,185', '']","['80,750', '']","['81,849', '']"
12700,r006,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,5,"['69,967', '']","['70,498', '']","['79,823', '']","['82,413', '']","['64,624', '']","['64,351', '']","['69,385', '']","['71,502', '']"
12700,r007,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,6,"['48,695', '']","['57,207', '']","['68,994', '']","['70,662', '']","['38,758', '']","['45,000', '']","['53,744', '']","['56,056', '']"
12700,r008,All institutions -> Harvard U.,All institutions,Harvard U.,2,7,"['49,146', '']","['59,910', '']","['66,873', '']","['70,188', '']","['29,457', '']","['31,258', '']","['37,997', '']","['34,387', '']"
12700,r009,All institutions -> U. Iowa,All institutions,U. Iowa,2,8,"['17,099', '']","['26,404', '']","['48,303', '']","['56,574', '']","['14,623', '']","['24,381', '']","['45,461', '']","['51,726', '']"
12700,r010,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,9,"['46,013', '']","['42,274', '']","['45,925', '']","['56,336', '']","['29,752', '']","['31,173', '']","['29,928', '']","['33,004', '']"
12700,r011,All institutions -> Cornell U.,All institutions,Cornell U.,2,10,"['48,658', '']","['53,686', '']","['51,692', '']","['55,446', '']","['37,180', '']","['43,263', '']","['40,260', '']","['42,061', '']"
12700,r012,All institutions -> Florida State U.,All institutions,Florida State U.,2,11,"['41,870', '']","['38,309', '']","['40,478', '']","['51,460', '']","['26,260', '']","['22,154', '']","['25,129', '']","['35,433', '']"
12700,r013,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,12,"['3,443', '']","['3,221', '']","['3,198', '']","['51,172', '']","['2,486', '']","['2,070', '']","['1,925', '']","['2,579', '']"
12700,r014,All institutions -> Stanford U.,All institutions,Stanford U.,2,13,"['48,826', '']","['47,667', '']","['48,088', '']","['49,870', '']","['32,816', '']","['32,299', '']","['33,960', '']","['37,003', '']"
12700,r015,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,14,"['27,506', '']","['33,961', '']","['38,628', '']","['43,505', '']","['20,032', '']","['22,415', '']","['27,787', '']","['31,688', '']"
12700,r016,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,15,"['24,984', '']","['26,135', '']","['33,045', '']","['41,543', '']","['17,822', '']","['18,846', '']","['24,029', '']","['27,280', '']"
12700,r017,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,16,"['29,759', '']","['33,116', '']","['34,327', '']","['40,024', '']","['16,961', '']","['19,270', '']","['19,961', '']","['25,736', '']"
12700,r018,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,17,"['66,169', '']","['56,983', '']","['58,691', '']","['33,763', '']","['32,298', '']","['32,711', '']","['38,163', '']","['22,834', '']"
12700,r019,All institutions -> Princeton U.,All institutions,Princeton U.,2,18,"['40,161', '']","['35,249', '']","['37,325', '']","['33,192', '']","['28,224', '']","['23,204', '']","['23,951', '']","['18,686', '']"
12700,r020,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,18,"['33,263', '']","['30,227', '']","['30,682', '']","['33,192', '']","['22,591', '']","['20,068', '']","['24,786', '']","['24,918', '']"
12700,r021,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,20,"['23,427', '']","['26,695', '']","['32,704', '']","['32,081', '']","['13,661', '']","['16,106', '']","['19,648', '']","['18,547', '']"
12700,r022,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,21,"['26,615', '']","['26,964', '']","['30,296', '']","['31,946', '']","['19,742', '']","['20,764', '']","['22,447', '']","['24,545', '']"
12700,r023,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,22,"['26,463', '']","['23,011', '']","['23,264', '']","['28,669', '']","['18,638', '']","['14,953', '']","['15,478', '']","['16,400', '']"
12700,r024,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,23,"['26,281', '']","['20,314', '']","['21,573', '']","['28,317', '']","['16,969', '']","['17,473', '']","['17,343', '']","['22,022', '']"
12700,r025,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,24,"['23,596', '']","['27,204', '']","['26,384', '']","['28,248', '']","['13,625', '']","['16,183', '']","['16,485', '']","['17,982', '']"
12700,r026,All institutions -> Yale U.,All institutions,Yale U.,2,25,"['27,884', '']","['29,911', '']","['28,927', '']","['28,026', '']","['16,547', '']","['16,119', '']","['16,466', '']","['16,743', '']"
12700,r027,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,26,"['12,213', '']","['13,988', '']","['19,597', '']","['27,944', '']","['11,952', '']","['13,555', '']","['19,597', '']","['27,081', '']"
12700,r028,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,27,"['21,371', '']","['20,728', '']","['24,454', '']","['26,118', '']","['14,450', '']","['14,568', '']","['17,013', '']","['18,175', '']"
12700,r029,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,28,"['na', '']","['na', '']","['na', '']","['24,988', '']","['na', '']","['na', '']","['na', '']","['18,048', '']"
12700,r030,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,29,"['15,639', '']","['16,473', '']","['17,906', '']","['24,872', '']","['10,607', '']","['10,256', '']","['11,319', '']","['14,760', '']"
