table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
3495,r001,1980,Graduate students,Total,,2,41478
3495,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,39435
3495,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,95.1
3495,r004,1980,Graduate students,Temporary visa holders,Number,3,2043
3495,r005,1980,Graduate students,Temporary visa holders,Percent,3,4.9
3495,r006,1980,Postdoctoral appointees,Total,,2,4376
3495,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3283
3495,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,75.0
3495,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,1093
3495,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,25.0
3495,r011,1981,Graduate students,Total,,2,43141
3495,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,40995
3495,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,95.0
3495,r014,1981,Graduate students,Temporary visa holders,Number,3,2146
3495,r015,1981,Graduate students,Temporary visa holders,Percent,3,5.0
3495,r016,1981,Postdoctoral appointees,Total,,2,4863
3495,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3504
3495,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,72.1
3495,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,1359
3495,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,27.9
3495,r021,1982,Graduate students,Total,,2,43425
3495,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,40405
3495,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,93.0
3495,r024,1982,Graduate students,Temporary visa holders,Number,3,3020
3495,r025,1982,Graduate students,Temporary visa holders,Percent,3,7.0
3495,r026,1982,Postdoctoral appointees,Total,,2,4685
3495,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3413
3495,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,72.8
3495,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,1272
3495,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,27.2
3495,r031,1983,Graduate students,Total,,2,43466
3495,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,40422
3495,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,93.0
3495,r034,1983,Graduate students,Temporary visa holders,Number,3,3044
3495,r035,1983,Graduate students,Temporary visa holders,Percent,3,7.0
3495,r036,1983,Postdoctoral appointees,Total,,2,5042
3495,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3716
3495,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,73.7
3495,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,1326
3495,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,26.3
3495,r041,1984,Graduate students,Total,,2,45028
3495,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,42099
3495,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,93.5
3495,r044,1984,Graduate students,Temporary visa holders,Number,3,2929
3495,r045,1984,Graduate students,Temporary visa holders,Percent,3,6.5
3495,r046,1984,Postdoctoral appointees,Total,,2,5353
3495,r047,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,3861
3495,r048,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,72.1
3495,r049,1984,Postdoctoral appointees,Temporary visa holders,Number,3,1492
3495,r050,1984,Postdoctoral appointees,Temporary visa holders,Percent,3,27.9
3495,r051,1985,Graduate students,Total,,2,46030
3495,r052,1985,Graduate students,U.S. citizens and permanent residents,Number,3,42880
3495,r053,1985,Graduate students,U.S. citizens and permanent residents,Percent,3,93.2
3495,r054,1985,Graduate students,Temporary visa holders,Number,3,3150
3495,r055,1985,Graduate students,Temporary visa holders,Percent,3,6.8
3495,r056,1985,Postdoctoral appointees,Total,,2,5455
