table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
10097,r001,All institutions,All institutions,,1,-,"['97,842,057', '']","['54,052,605', '']","['4,917,987', '']","['24,536,445', '']","['5,706,668', '']","['5,990,077', '']","['2,638,275', '']"
10097,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['3,420,312', '']","['2,971,816', '']","['7,785', '']","['158,738', '']","['120,023', '']","['153,334', '']","['8,616', '']"
10097,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,"['1,805,950', '']","['780,318', '']","['40,658', '']","['438,949', '']","['128,983', '']","['251,612', '']","['165,430', '']"
10097,r004,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,3,"['1,791,311', '']","['873,318', '']","['23,189', '']","['562,094', '']","['204,216', '']","['120,832', '']","['7,662', '']"
10097,r005,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,4,"['1,770,708', '']","['970,636', '']","['1,592', '']","['612,187', '']","['106,122', '']","['71,520', '']","['8,651', '']"
10097,r006,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,5,"['1,559,708', '']","['1,083,090', '']","['19,188', '']","['117,096', '']","['61,099', '']","['231,172', '']","['48,063', '']"
10097,r007,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,6,"['1,536,197', '']","['848,138', '']","['89,554', '']","['287,147', '']","['87,218', '']","['187,416', '']","['36,724', '']"
10097,r008,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,7,"['1,533,357', '']","['970,696', '']","['58,556', '']","['213,400', '']","['106,189', '']","['111,854', '']","['72,662', '']"
10097,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['1,523,513', '']","['740,854', '']","['109,946', '']","['463,759', '']","['40,450', '']","['127,756', '']","['40,748', '']"
10097,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,"['1,390,538', '']","['901,807', '']","['802', '']","['167,200', '']","['208,132', '']","['92,526', '']","['20,071', '']"
10097,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,"['1,384,555', '']","['860,125', '']","['20,064', '']","['169,346', '']","['138,118', '']","['189,536', '']","['7,366', '']"
10097,r012,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,11,"['1,363,388', '']","['636,902', '']","['66,409', '']","['424,790', '']","['141,894', '']","['52,073', '']","['41,320', '']"
10097,r013,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,12,"['1,361,028', '']","['827,158', '']","['38,681', '']","['343,102', '']","['49,664', '']","['84,942', '']","['17,481', '']"
10097,r014,All institutions -> Harvard U.,All institutions,Harvard U.,2,13,"['1,308,458', '']","['628,683', '']","['5,379', '']","['415,763', '']","['62,034', '']","['179,073', '']","['17,526', '']"
10097,r015,All institutions -> Cornell U.,All institutions,Cornell U.,2,14,"['1,300,357', '']","['636,481', '']","['88,200', '']","['250,308', '']","['55,328', '']","['115,788', '']","['154,252', '']"
10097,r016,All institutions -> New York U.,All institutions,New York U.,2,15,"['1,276,038', '']","['668,381', '']","['17,982', '']","['296,131', '']","['58,776', '']","['101,175', '']","['133,593', '']"
10097,r017,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,16,"['1,251,998', '']","['814,647', '']","['10,753', '']","['281,033', '']","['36,310', '']","['63,172', '']","['46,083', '']"
10097,r018,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,17,"['1,231,485', '']","['940,488', '']","['117,204', '']","['62,025', '']","['82,540', '']","['25,348', '']","['3,880', '']"
10097,r019,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,18,"['1,230,924', '']","['904,346', '']","['6,391', '']","['113,189', '']","['83,684', '']","['121,435', '']","['1,879', '']"
10097,r020,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,19,"['1,228,550', '']","['750,447', '']","['49,950', '']","['334,100', '']","['34,844', '']","['52,546', '']","['6,663', '']"
10097,r021,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,20,"['1,202,084', '']","['652,384', '']","['73,329', '']","['345,240', '']","['51,926', '']","['45,113', '']","['34,092', '']"
10097,r022,All institutions -> Yale U.,All institutions,Yale U.,2,21,"['1,191,201', '']","['689,270', '']","['2,364', '']","['343,754', '']","['76,240', '']","['75,151', '']","['4,422', '']"
10097,r023,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,22,"['1,182,536', '']","['225,659', '']","['297,033', '']","['231,583', '']","['241,850', '']","['34,523', '']","['151,888', '']"
10097,r024,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,23,"['1,152,666', '']","['505,355', '']","['218,735', '']","['315,112', '']","['35,535', '']","['47,156', '']","['30,773', '']"
10097,r025,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,24,"['1,086,223', '']","['666,282', '']","['2,954', '']","['301,424', '']","['83,213', '']","['29,292', '']","['3,058', '']"
10097,r026,All institutions -> U. Florida,All institutions,U. Florida,2,25,"['1,085,834', '']","['467,739', '']","['171,655', '']","['327,074', '']","['39,233', '']","['51,825', '']","['28,308', '']"
10097,r027,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,26,"['1,047,098', '']","['681,353', '']","['638', '']","['154,896', '']","['121,140', '']","['86,700', '']","['2,371', '']"
10097,r028,All institutions -> U. Southern California,All institutions,U. Southern California,2,27,"['1,039,905', '']","['601,747', '']","['11,421', '']","['201,486', '']","['91,844', '']","['58,895', '']","['74,512', '']"
10097,r029,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,28,"['1,019,940', '']","['681,159', '']","['47,345', '']","['207,630', '']","['24,121', '']","['30,128', '']","['29,557', '']"
10097,r030,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,29,"['1,000,695', '']","['618,771', '']","['783', '']","['262,434', '']","['59,850', '']","['51,091', '']","['7,766', '']"
10097,r031,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,30,"['989,166', '']","['531,056', '']","['2,523', '']","['117,128', '']","['165,200', '']","['100,640', '']","['72,619', '']"
10097,r032,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,31,"['981,035', '']","['468,542', '']","['37,894', '']","['210,324', '']","['69,062', '']","['169,790', '']","['25,423', '']"
10097,r033,All institutions -> Emory U.,All institutions,Emory U.,2,32,"['958,281', '']","['568,149', '']","['522', '']","['252,545', '']","['64,536', '']","['70,269', '']","['2,260', '']"
10097,r034,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,33,"['893,968', '']","['610,646', '']","['3,652', '']","['132,627', '']","['81,384', '']","['50,251', '']","['15,408', '']"
10097,r035,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,34,"['883,807', '']","['468,468', '']","['71,806', '']","['211,277', '']","['50,684', '']","['42,552', '']","['39,020', '']"
10097,r036,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,35,"['845,896', '']","['536,296', '']","['31,721', '']","['151,594', '']","['76,512', '']","['45,893', '']","['3,880', '']"
10097,r037,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,36,"['827,005', '']","['420,054', '']","['35,155', '']","['292,730', '']","['28,251', '']","['50,815', '']","['0', '']"
10097,r038,All institutions -> U. Arizona,All institutions,U. Arizona,2,37,"['824,340', '']","['374,936', '']","['30,993', '']","['254,878', '']","['27,911', '']","['28,814', '']","['106,808', '']"
10097,r039,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,38,"['797,224', '']","['309,094', '']","['98,817', '']","['282,983', '']","['21,980', '']","['62,833', '']","['21,517', '']"
10097,r040,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,39,"['765,909', '']","['420,953', '']","['28,024', '']","['215,146', '']","['49,272', '']","['33,693', '']","['18,821', '']"
10097,r041,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,40,"['759,229', '']","['381,504', '']","['42,516', '']","['291,592', '']","['10,942', '']","['17,393', '']","['15,282', '']"
10097,r042,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,41,"['754,627', '']","['352,890', '']","['39,511', '']","['227,592', '']","['69,428', '']","['25,281', '']","['39,925', '']"
10097,r043,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,42,"['751,309', '']","['360,300', '']","['3,951', '']","['272,216', '']","['34,091', '']","['67,315', '']","['13,436', '']"
10097,r044,All institutions -> Boston U.,All institutions,Boston U.,2,43,"['725,402', '']","['413,102', '']","['752', '']","['187,662', '']","['22,525', '']","['84,116', '']","['17,245', '']"
10097,r045,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,44,"['719,002', '']","['298,154', '']","['85,808', '']","['166,635', '']","['47,282', '']","['54,435', '']","['66,688', '']"
10097,r046,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,45,"['713,480', '']","['421,223', '']","['8,816', '']","['172,809', '']","['73,595', '']","['35,196', '']","['1,841', '']"
10097,r047,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,46,"['712,231', '']","['351,660', '']","['90,882', '']","['149,889', '']","['44,250', '']","['71,821', '']","['3,729', '']"
10097,r048,All institutions -> U. Utah,All institutions,U. Utah,2,47,"['670,119', '']","['367,040', '']","['3,347', '']","['221,473', '']","['43,073', '']","['31,556', '']","['3,630', '']"
10097,r049,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,48,"['662,658', '']","['332,993', '']","['9,520', '']","['187,912', '']","['32,511', '']","['32,320', '']","['67,402', '']"
10097,r050,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,49,"['615,070', '']","['350,392', '']","['6,044', '']","['161,967', '']","['45,002', '']","['38,204', '']","['13,461', '']"
10097,r051,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,50,"['611,380', '']","['507,892', '']","['5,422', '']","['46,096', '']","['11,316', '']","['17,307', '']","['23,347', '']"
