table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
6116,r001,Institutions,Institutions,,,,,1,175,24.6,157,22.1,138,19.4
6116,r002,Schools,Schools,,,,,1,178,22.1,159,19.7,139,17.2
6116,r003,Units,Units,,,,,1,220,1.0,186,0.9,155,0.7
6116,r004,All graduate students,All graduate students,,,,,1,12775,100.0,4536,100.0,8239,100.0
6116,r005,All graduate students -> Male,All graduate students,Male,,,,2,7022,55.0,2403,53.0,4619,56.1
6116,r006,All graduate students -> Female,All graduate students,Female,,,,2,5753,45.0,2133,47.0,3620,43.9
6116,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,8890,69.6,3303,72.8,5587,67.8
6116,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,956,7.5,383,8.4,573,7.0
6116,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
6116,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,22,0.2,7,0.2,15,0.2
6116,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,1690,13.2,688,15.2,1002,12.2
6116,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,450,3.5,188,4.1,262,3.2
