table_id,row_id,time_period,gdp_level_1,gdp_level_2,gdp_level_3,gdp_hierarchy_depth,value
1107,r001,1953,GDP,Current $billions,,2,389.2
1107,r002,1953,GDP,Constant 2012 $billions,,2,2695.6
1107,r003,1953,GDP,Deflatora (2012 = 1.00000),,2,0.14438
1107,r004,1953,Total R&D,Current $billions,,2,5.2
1107,r005,1953,Total R&D,Constant 2012 $billions,,2,35.7
1107,r006,1953,R&D/GDP (%),Total,,2,1.33
1107,r007,1953,R&D/GDP (%),"R&D, by performer",Business,3,0.93
1107,r008,1953,R&D/GDP (%),"R&D, by performer",Federalb,3,0.29
1107,r009,1953,R&D/GDP (%),"R&D, by performer",Higher education,3,0.07
1107,r010,1953,R&D/GDP (%),"R&D, by performer",Otherc,3,0.03
1107,r011,1953,R&D/GDP (%),"R&D, by source of funding",Business,3,0.58
1107,r012,1953,R&D/GDP (%),"R&D, by source of funding",Federal,3,0.71
1107,r013,1953,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.03
1107,r014,1954,GDP,Current $billions,,2,390.5
1107,r015,1954,GDP,Constant 2012 $billions,,2,2680.0
1107,r016,1954,GDP,Deflatora (2012 = 1.00000),,2,0.14571
1107,r017,1954,Total R&D,Current $billions,,2,5.6
1107,r018,1954,Total R&D,Constant 2012 $billions,,2,38.6
1107,r019,1954,R&D/GDP (%),Total,,2,1.44
1107,r020,1954,R&D/GDP (%),"R&D, by performer",Business,3,1.04
1107,r021,1954,R&D/GDP (%),"R&D, by performer",Federalb,3,0.29
1107,r022,1954,R&D/GDP (%),"R&D, by performer",Higher education,3,0.08
1107,r023,1954,R&D/GDP (%),"R&D, by performer",Otherc,3,0.03
1107,r024,1954,R&D/GDP (%),"R&D, by source of funding",Business,3,0.61
1107,r025,1954,R&D/GDP (%),"R&D, by source of funding",Federal,3,0.79
1107,r026,1954,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.04
1107,r027,1955,GDP,Current $billions,,2,425.5
1107,r028,1955,GDP,Constant 2012 $billions,,2,2871.2
1107,r029,1955,GDP,Deflatora (2012 = 1.00000),,2,0.1482
1107,r030,1955,Total R&D,Current $billions,,2,6.2
1107,r031,1955,Total R&D,Constant 2012 $billions,,2,41.7
1107,r032,1955,R&D/GDP (%),Total,,2,1.45
1107,r033,1955,R&D/GDP (%),"R&D, by performer",Business,3,1.04
1107,r034,1955,R&D/GDP (%),"R&D, by performer",Federalb,3,0.3
1107,r035,1955,R&D/GDP (%),"R&D, by performer",Higher education,3,0.08
1107,r036,1955,R&D/GDP (%),"R&D, by performer",Otherc,3,0.03
1107,r037,1955,R&D/GDP (%),"R&D, by source of funding",Business,3,0.59
1107,r038,1955,R&D/GDP (%),"R&D, by source of funding",Federal,3,0.82
1107,r039,1955,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.04
1107,r040,1956,GDP,Current $billions,,2,449.4
1107,r041,1956,GDP,Constant 2012 $billions,,2,2932.4
1107,r042,1956,GDP,Deflatora (2012 = 1.00000),,2,0.15325
1107,r043,1956,Total R&D,Current $billions,,2,8.5
1107,r044,1956,Total R&D,Constant 2012 $billions,,2,55.5
1107,r045,1956,R&D/GDP (%),Total,,2,1.89
1107,r046,1956,R&D/GDP (%),"R&D, by performer",Business,3,1.4
1107,r047,1956,R&D/GDP (%),"R&D, by performer",Federalb,3,0.38
1107,r048,1956,R&D/GDP (%),"R&D, by performer",Higher education,3,0.09
1107,r049,1956,R&D/GDP (%),"R&D, by performer",Otherc,3,0.03
1107,r050,1956,R&D/GDP (%),"R&D, by source of funding",Business,3,0.74
