table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total,field_science,field_engineering,field_health
3543,r001,All institutions<sup>a</sup>,All institutions<sup>a</sup>,,1,-,66247,38503,8266,19478
3543,r002,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,1,6029,2377,242,3410
3543,r003,All institutions<sup>a</sup> -> Stanford U.,All institutions<sup>a</sup>,Stanford U.,2,2,2454,1213,296,945
3543,r004,All institutions<sup>a</sup> -> Johns Hopkins U.,All institutions<sup>a</sup>,Johns Hopkins U.,2,3,1807,625,140,1042
3543,r005,All institutions<sup>a</sup> -> Massachusetts Institute of Technology,All institutions<sup>a</sup>,Massachusetts Institute of Technology,2,4,1433,795,638,0
3543,r006,"All institutions<sup>a</sup> -> U. California, Berkeley",All institutions<sup>a</sup>,"U. California, Berkeley",2,5,1397,1004,354,39
3543,r007,All institutions<sup>a</sup> -> U. Michigan,All institutions<sup>a</sup>,U. Michigan,2,6,1356,721,224,411
3543,r008,All institutions<sup>a</sup> -> Columbia U. in the City of New York,All institutions<sup>a</sup>,Columbia U. in the City of New York,2,7,1351,511,149,691
3543,r009,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,8,1306,686,144,476
3543,r010,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,9,1242,574,154,514
3543,r011,All institutions<sup>a</sup> -> Yale U.,All institutions<sup>a</sup>,Yale U.,2,10,1221,646,86,489
3543,r012,"All institutions<sup>a</sup> -> U. California, San Francisco",All institutions<sup>a</sup>,"U. California, San Francisco",2,11,1180,280,58,842
3543,r013,All institutions<sup>a</sup> -> U. Pennsylvania,All institutions<sup>a</sup>,U. Pennsylvania,2,12,1150,632,115,403
3543,r014,All institutions<sup>a</sup> -> Cornell U.,All institutions<sup>a</sup>,Cornell U.,2,13,1089,600,136,353
3543,r015,All institutions<sup>a</sup> -> U. Washington,All institutions<sup>a</sup>,U. Washington,2,14,1004,533,99,372
3543,r016,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,15,944,509,156,279
3543,r017,"All institutions<sup>a</sup> -> U. California, Los Angeles",All institutions<sup>a</sup>,"U. California, Los Angeles",2,16,931,560,132,239
3543,r018,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,17,865,600,102,163
3543,r019,All institutions<sup>a</sup> -> U. Pittsburgh,All institutions<sup>a</sup>,U. Pittsburgh,2,18,789,274,61,454
3543,r020,All institutions<sup>a</sup> -> New York U.,All institutions<sup>a</sup>,New York U.,2,19,774,589,23,162
3543,r021,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,20,752,416,11,325
3543,r022,All institutions<sup>a</sup> -> U. Wisconsin-Madison,All institutions<sup>a</sup>,U. Wisconsin-Madison,2,21,750,431,102,217
3543,r023,"All institutions<sup>a</sup> -> Washington U., Saint Louis",All institutions<sup>a</sup>,"Washington U., Saint Louis",2,22,732,331,44,357
3543,r024,All institutions<sup>a</sup> -> Duke U.,All institutions<sup>a</sup>,Duke U.,2,23,714,434,125,155
3543,r025,"All institutions<sup>a</sup> -> Mayo Clinic, Mayo Graduate School",All institutions<sup>a</sup>,"Mayo Clinic, Mayo Graduate School",2,24,694,138,27,529
3543,r026,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,25,693,304,104,285
3543,r027,All institutions<sup>a</sup> -> California Institute of Technology,All institutions<sup>a</sup>,California Institute of Technology,2,26,681,540,141,0
3543,r028,All institutions<sup>a</sup> -> U. Florida,All institutions<sup>a</sup>,U. Florida,2,27,675,370,57,248
3543,r029,All institutions<sup>a</sup> -> Icahn School of Medicine at Mt. Sinai,All institutions<sup>a</sup>,Icahn School of Medicine at Mt. Sinai,2,28,662,662,0,0
3543,r030,All institutions<sup>a</sup> -> Princeton U.,All institutions<sup>a</sup>,Princeton U.,2,29,660,519,141,0
3543,r031,All institutions<sup>a</sup> -> U. Colorado,All institutions<sup>a</sup>,U. Colorado,2,29,660,386,68,206
3543,r032,All institutions<sup>a</sup> -> Michigan State U.,All institutions<sup>a</sup>,Michigan State U.,2,31,619,533,47,39
3543,r033,All institutions<sup>a</sup> -> U. Texas M. D. Anderson Cancer Center,All institutions<sup>a</sup>,U. Texas M. D. Anderson Cancer Center,2,32,593,27,0,566
3543,r034,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,33,565,475,0,90
3543,r035,All institutions<sup>a</sup> -> U. Texas Southwestern Medical Center,All institutions<sup>a</sup>,U. Texas Southwestern Medical Center,2,33,565,303,0,262
3543,r036,All institutions<sup>a</sup> -> Emory U.,All institutions<sup>a</sup>,Emory U.,2,35,558,255,21,282
3543,r037,"All institutions<sup>a</sup> -> U. Maryland, College Park<sup>b</sup>",All institutions<sup>a</sup>,"U. Maryland, College Park<sup>b</sup>",2,36,519,369,101,49
3543,r038,All institutions<sup>a</sup> -> Pennsylvania State U.,All institutions<sup>a</sup>,Pennsylvania State U.,2,37,510,372,103,35
3543,r039,All institutions<sup>a</sup> -> Baylor C. of Medicine,All institutions<sup>a</sup>,Baylor C. of Medicine,2,38,500,403,0,97
3543,r040,"All institutions<sup>a</sup> -> U. Texas, Austin",All institutions<sup>a</sup>,"U. Texas, Austin",2,39,491,303,140,48
3543,r041,All institutions<sup>a</sup> -> Vanderbilt U.,All institutions<sup>a</sup>,Vanderbilt U.,2,40,487,273,45,169
3543,r042,"All institutions<sup>a</sup> -> U. Illinois, Urbana-Champaign",All institutions<sup>a</sup>,"U. Illinois, Urbana-Champaign",2,41,474,354,105,15
3543,r043,All institutions<sup>a</sup> -> Texas A&M U.,All institutions<sup>a</sup>,Texas A&M U.,2,42,468,328,109,31
3543,r044,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,43,464,274,94,96
3543,r045,All institutions<sup>a</sup> -> Purdue U.,All institutions<sup>a</sup>,Purdue U.,2,44,462,252,144,66
3543,r046,All institutions<sup>a</sup> -> U. Arizona,All institutions<sup>a</sup>,U. Arizona,2,45,461,369,49,43
3543,r047,All institutions<sup>a</sup> -> U. Southern California,All institutions<sup>a</sup>,U. Southern California,2,46,456,228,57,171
3543,r048,All institutions<sup>a</sup> -> Indiana U.,All institutions<sup>a</sup>,Indiana U.,2,47,434,262,16,156
3543,r049,"All institutions<sup>a</sup> -> Rutgers, State U. New Jersey",All institutions<sup>a</sup>,"Rutgers, State U. New Jersey",2,48,403,339,27,37
3543,r050,All institutions<sup>a</sup> -> U. Virginia,All institutions<sup>a</sup>,U. Virginia,2,49,390,248,53,89
3543,r051,"All institutions<sup>a</sup> -> U. California, Irvine",All institutions<sup>a</sup>,"U. California, Irvine",2,50,376,245,49,82
3543,r052,All institutions<sup>a</sup> -> Georgia Institute of Technology,All institutions<sup>a</sup>,Georgia Institute of Technology,2,51,370,164,206,0
3543,r053,All institutions<sup>a</sup> -> Scripps Research Institute,All institutions<sup>a</sup>,Scripps Research Institute,2,52,349,349,0,0
3543,r054,All institutions<sup>a</sup> -> U. Utah,All institutions<sup>a</sup>,U. Utah,2,53,340,224,39,77
3543,r055,All institutions<sup>a</sup> -> Boston U.,All institutions<sup>a</sup>,Boston U.,2,54,336,198,58,80
3543,r056,All institutions<sup>a</sup> -> U. Cincinnati,All institutions<sup>a</sup>,U. Cincinnati,2,55,323,115,7,201
3543,r057,All institutions<sup>a</sup> -> Arizona State U.,All institutions<sup>a</sup>,Arizona State U.,2,56,319,245,69,5
3543,r058,All institutions<sup>a</sup> -> U. Iowa,All institutions<sup>a</sup>,U. Iowa,2,57,317,120,11,186
3543,r059,"All institutions<sup>a</sup> -> U. California, Santa Barbara",All institutions<sup>a</sup>,"U. California, Santa Barbara",2,58,309,213,96,0
3543,r060,"All institutions<sup>a</sup> -> U. South Florida, Tampa",All institutions<sup>a</sup>,"U. South Florida, Tampa",2,59,296,236,20,40
3543,r061,"All institutions<sup>a</sup> -> SUNY, U. Buffalo",All institutions<sup>a</sup>,"SUNY, U. Buffalo",2,60,290,231,29,30
3543,r062,"All institutions<sup>a</sup> -> SUNY, Stony Brook U.",All institutions<sup>a</sup>,"SUNY, Stony Brook U.",2,61,288,213,23,52
3543,r063,All institutions<sup>a</sup> -> Oregon Health and Science U.,All institutions<sup>a</sup>,Oregon Health and Science U.,2,62,283,241,13,29
3543,r064,"All institutions<sup>a</sup> -> U. Massachusetts, Medical School",All institutions<sup>a</sup>,"U. Massachusetts, Medical School",2,63,279,279,0,0
3543,r065,"All institutions<sup>a</sup> -> U. Alabama, Birmingham",All institutions<sup>a</sup>,"U. Alabama, Birmingham",2,64,276,128,3,145
3543,r066,All institutions<sup>a</sup> -> Tufts U.,All institutions<sup>a</sup>,Tufts U.,2,65,272,187,74,11
3543,r067,All institutions<sup>a</sup> -> Iowa State U.,All institutions<sup>a</sup>,Iowa State U.,2,66,264,150,40,74
3543,r068,All institutions<sup>a</sup> -> Florida International U.,All institutions<sup>a</sup>,Florida International U.,2,67,260,177,52,31
3543,r069,All institutions<sup>a</sup> -> U. Miami,All institutions<sup>a</sup>,U. Miami,2,68,259,126,5,128
3543,r070,All institutions<sup>a</sup> -> Albert Einstein C. of Medicine,All institutions<sup>a</sup>,Albert Einstein C. of Medicine,2,69,258,182,0,76
3543,r071,All institutions<sup>a</sup> -> Rockefeller U.,All institutions<sup>a</sup>,Rockefeller U.,2,70,257,257,0,0
3543,r072,All institutions<sup>a</sup> -> Florida State U.,All institutions<sup>a</sup>,Florida State U.,2,71,254,230,23,1
3543,r073,"All institutions<sup>a</sup> -> Colorado State U., Fort Collins",All institutions<sup>a</sup>,"Colorado State U., Fort Collins",2,72,252,151,19,82
3543,r074,"All institutions<sup>a</sup> -> U. California, Riverside",All institutions<sup>a</sup>,"U. California, Riverside",2,73,246,206,40,0
3543,r075,All institutions<sup>a</sup> -> U. Connecticut,All institutions<sup>a</sup>,U. Connecticut,2,74,245,159,30,56
3543,r076,All institutions<sup>a</sup> -> U. Georgia,All institutions<sup>a</sup>,U. Georgia,2,75,242,189,11,42
3543,r077,All institutions<sup>a</sup> -> Carnegie Mellon U.,All institutions<sup>a</sup>,Carnegie Mellon U.,2,76,236,147,89,0
3543,r078,All institutions<sup>a</sup> -> U. Rochester,All institutions<sup>a</sup>,U. Rochester,2,77,228,118,17,93
3543,r079,All institutions<sup>a</sup> -> U. Oklahoma,All institutions<sup>a</sup>,U. Oklahoma,2,78,226,143,38,45
3543,r080,"All institutions<sup>a</sup> -> U. Missouri, Columbia",All institutions<sup>a</sup>,"U. Missouri, Columbia",2,79,225,146,14,65
3543,r081,All institutions<sup>a</sup> -> U. Kentucky,All institutions<sup>a</sup>,U. Kentucky,2,80,223,180,12,31
3543,r082,"All institutions<sup>a</sup> -> U. Illinois, Chicago",All institutions<sup>a</sup>,"U. Illinois, Chicago",2,81,222,110,17,95
3543,r083,"All institutions<sup>a</sup> -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions<sup>a</sup>,"City of Hope, Irell and Manella Graduate School of Biological Sciences",2,82,221,221,0,0
3543,r084,All institutions<sup>a</sup> -> Case Western Reserve U.,All institutions<sup>a</sup>,Case Western Reserve U.,2,83,220,137,24,59
3543,r085,All institutions<sup>a</sup> -> Brown U.,All institutions<sup>a</sup>,Brown U.,2,84,217,188,25,4
3543,r086,All institutions<sup>a</sup> -> Oregon State U.,All institutions<sup>a</sup>,Oregon State U.,2,84,217,154,20,43
3543,r087,All institutions<sup>a</sup> -> Louisiana State U.,All institutions<sup>a</sup>,Louisiana State U.,2,86,212,187,12,13
3543,r088,All institutions<sup>a</sup> -> Virginia Polytechnic Institute and State U.,All institutions<sup>a</sup>,Virginia Polytechnic Institute and State U.,2,87,209,124,75,10
3543,r089,All institutions<sup>a</sup> -> Rice U.,All institutions<sup>a</sup>,Rice U.,2,88,206,134,72,0
3543,r090,All institutions<sup>a</sup> -> Virginia Commonwealth U.,All institutions<sup>a</sup>,Virginia Commonwealth U.,2,89,201,87,35,79
3543,r091,All institutions<sup>a</sup> -> U. Houston,All institutions<sup>a</sup>,U. Houston,2,90,197,118,62,17
3543,r092,All institutions<sup>a</sup> -> Washington State U.,All institutions<sup>a</sup>,Washington State U.,2,91,193,134,27,32
3543,r093,"All institutions<sup>a</sup> -> U. Texas Health Science Center, San Antonio",All institutions<sup>a</sup>,"U. Texas Health Science Center, San Antonio",2,92,184,111,0,73
3543,r094,"All institutions<sup>a</sup> -> U. Hawaii, Manoa",All institutions<sup>a</sup>,"U. Hawaii, Manoa",2,93,178,142,23,13
3543,r095,"All institutions<sup>a</sup> -> U. Texas Health Science Center, Houston",All institutions<sup>a</sup>,"U. Texas Health Science Center, Houston",2,94,176,0,0,176
3543,r096,All institutions<sup>a</sup> -> U. Kansas,All institutions<sup>a</sup>,U. Kansas,2,95,174,92,11,71
3543,r097,All institutions<sup>a</sup> -> U. Central Florida,All institutions<sup>a</sup>,U. Central Florida,2,96,171,76,92,3
3543,r098,All institutions<sup>a</sup> -> U. Nebraska-Lincoln,All institutions<sup>a</sup>,U. Nebraska-Lincoln,2,97,169,137,28,4
3543,r099,All institutions<sup>a</sup> -> Cold Spring Harbor Laboratory,All institutions<sup>a</sup>,Cold Spring Harbor Laboratory,2,98,165,165,0,0
3543,r100,All institutions<sup>a</sup> -> Georgetown U.,All institutions<sup>a</sup>,Georgetown U.,2,99,161,151,0,10
3543,r101,All institutions<sup>a</sup> -> Dartmouth C.,All institutions<sup>a</sup>,Dartmouth C.,2,100,158,148,10,0
3543,r102,All institutions<sup>a</sup> -> U. Delaware,All institutions<sup>a</sup>,U. Delaware,2,100,158,95,58,5
3543,r103,"All institutions<sup>a</sup> -> U. Massachusetts, Amherst",All institutions<sup>a</sup>,"U. Massachusetts, Amherst",2,102,156,112,42,2
3543,r104,All institutions<sup>a</sup> -> Medical U. South Carolina,All institutions<sup>a</sup>,Medical U. South Carolina,2,103,153,77,0,76
3543,r105,All institutions<sup>a</sup> -> Tulane U.,All institutions<sup>a</sup>,Tulane U.,2,104,152,94,7,51
3543,r106,All institutions<sup>a</sup> -> Cedars-Sinai Medical Center,All institutions<sup>a</sup>,Cedars-Sinai Medical Center,2,105,146,146,0,0
3543,r107,All institutions<sup>a</sup> -> Temple U.,All institutions<sup>a</sup>,Temple U.,2,106,144,100,13,31
3543,r108,All institutions<sup>a</sup> -> Northeastern U.,All institutions<sup>a</sup>,Northeastern U.,2,107,143,80,30,33
3543,r109,All institutions<sup>a</sup> -> U. Notre Dame,All institutions<sup>a</sup>,U. Notre Dame,2,108,142,88,54,0
3543,r110,"All institutions<sup>a</sup> -> U. Nebraska, Medical Center",All institutions<sup>a</sup>,"U. Nebraska, Medical Center",2,109,141,70,0,71
3543,r111,"All institutions<sup>a</sup> -> U. Tennessee, Knoxville",All institutions<sup>a</sup>,"U. Tennessee, Knoxville",2,110,136,83,52,1
3543,r112,All institutions<sup>a</sup> -> Wayne State U.,All institutions<sup>a</sup>,Wayne State U.,2,111,133,81,13,39
