table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
6053,r001,1977,Graduate students,Total,,2,242932
6053,r002,1977,Graduate students,Male,Number,3,168724
6053,r003,1977,Graduate students,Male,Percent,3,69.5
6053,r004,1977,Graduate students,Female,Number,3,74208
6053,r005,1977,Graduate students,Female,Percent,3,30.5
6053,r006,1977,Postdoctoral appointees,Total,,2,na
6053,r007,1977,Postdoctoral appointees,Male,Number,3,na
6053,r008,1977,Postdoctoral appointees,Male,Percent,3,na
6053,r009,1977,Postdoctoral appointees,Female,Number,3,na
6053,r010,1977,Postdoctoral appointees,Female,Percent,3,na
6053,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
6053,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
6053,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
6053,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
6053,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
6053,r016,1978,Graduate students,Total,,2,236465
6053,r017,1978,Graduate students,Male,Number,3,NA
6053,r018,1978,Graduate students,Male,Percent,3,NA
6053,r019,1978,Graduate students,Female,Number,3,NA
6053,r020,1978,Graduate students,Female,Percent,3,NA
6053,r021,1978,Postdoctoral appointees,Total,,2,na
6053,r022,1978,Postdoctoral appointees,Male,Number,3,na
6053,r023,1978,Postdoctoral appointees,Male,Percent,3,na
6053,r024,1978,Postdoctoral appointees,Female,Number,3,na
6053,r025,1978,Postdoctoral appointees,Female,Percent,3,na
6053,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
6053,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
6053,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
6053,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
6053,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
6053,r031,1979,Graduate students,Total,,2,247235
6053,r032,1979,Graduate students,Male,Number,3,163845
6053,r033,1979,Graduate students,Male,Percent,3,66.3
6053,r034,1979,Graduate students,Female,Number,3,83390
6053,r035,1979,Graduate students,Female,Percent,3,33.7
6053,r036,1979,Postdoctoral appointees,Total,,2,12519
6053,r037,1979,Postdoctoral appointees,Male,Number,3,10045
6053,r038,1979,Postdoctoral appointees,Male,Percent,3,80.2
6053,r039,1979,Postdoctoral appointees,Female,Number,3,2474
6053,r040,1979,Postdoctoral appointees,Female,Percent,3,19.8
6053,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,1915
6053,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,1448
6053,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,75.6
6053,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,467
6053,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,24.4
6053,r046,1980,Graduate students,Total,,2,251265
6053,r047,1980,Graduate students,Male,Number,3,163212
6053,r048,1980,Graduate students,Male,Percent,3,65.0
6053,r049,1980,Graduate students,Female,Number,3,88053
6053,r050,1980,Graduate students,Female,Percent,3,35.0
6053,r051,1980,Postdoctoral appointees,Total,,2,13042
6053,r052,1980,Postdoctoral appointees,Male,Number,3,10427
6053,r053,1980,Postdoctoral appointees,Male,Percent,3,79.9
6053,r054,1980,Postdoctoral appointees,Female,Number,3,2615
6053,r055,1980,Postdoctoral appointees,Female,Percent,3,20.1
6053,r056,1980,Doctorate-holding nonfaculty researchers,Total,,2,2184
6053,r057,1980,Doctorate-holding nonfaculty researchers,Male,Number,3,1662
6053,r058,1980,Doctorate-holding nonfaculty researchers,Male,Percent,3,76.1
6053,r059,1980,Doctorate-holding nonfaculty researchers,Female,Number,3,522
6053,r060,1980,Doctorate-holding nonfaculty researchers,Female,Percent,3,23.9
6053,r061,1981,Graduate students,Total,,2,252404
6053,r062,1981,Graduate students,Male,Number,3,160306
6053,r063,1981,Graduate students,Male,Percent,3,63.5
6053,r064,1981,Graduate students,Female,Number,3,92098
6053,r065,1981,Graduate students,Female,Percent,3,36.5
6053,r066,1981,Postdoctoral appointees,Total,,2,13731
6053,r067,1981,Postdoctoral appointees,Male,Number,3,10859
6053,r068,1981,Postdoctoral appointees,Male,Percent,3,79.1
6053,r069,1981,Postdoctoral appointees,Female,Number,3,2872
6053,r070,1981,Postdoctoral appointees,Female,Percent,3,20.9
6053,r071,1981,Doctorate-holding nonfaculty researchers,Total,,2,2445
6053,r072,1981,Doctorate-holding nonfaculty researchers,Male,Number,3,1910
6053,r073,1981,Doctorate-holding nonfaculty researchers,Male,Percent,3,78.1
6053,r074,1981,Doctorate-holding nonfaculty researchers,Female,Number,3,535
6053,r075,1981,Doctorate-holding nonfaculty researchers,Female,Percent,3,21.9
6053,r076,1982,Graduate students,Total,,2,255146
6053,r077,1982,Graduate students,Male,Number,3,160354
6053,r078,1982,Graduate students,Male,Percent,3,62.8
6053,r079,1982,Graduate students,Female,Number,3,94792
6053,r080,1982,Graduate students,Female,Percent,3,37.2
6053,r081,1982,Postdoctoral appointees,Total,,2,13698
6053,r082,1982,Postdoctoral appointees,Male,Number,3,10538
6053,r083,1982,Postdoctoral appointees,Male,Percent,3,76.9
6053,r084,1982,Postdoctoral appointees,Female,Number,3,3160
6053,r085,1982,Postdoctoral appointees,Female,Percent,3,23.1
6053,r086,1982,Doctorate-holding nonfaculty researchers,Total,,2,2809
6053,r087,1982,Doctorate-holding nonfaculty researchers,Male,Number,3,2177
6053,r088,1982,Doctorate-holding nonfaculty researchers,Male,Percent,3,77.5
6053,r089,1982,Doctorate-holding nonfaculty researchers,Female,Number,3,632
6053,r090,1982,Doctorate-holding nonfaculty researchers,Female,Percent,3,22.5
6053,r091,1983,Graduate students,Total,,2,255820
6053,r092,1983,Graduate students,Male,Number,3,159126
6053,r093,1983,Graduate students,Male,Percent,3,62.2
6053,r094,1983,Graduate students,Female,Number,3,96694
6053,r095,1983,Graduate students,Female,Percent,3,37.8
