table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
3446,r001,1975<sup>a</sup>,Total,,1,9162
3446,r002,1975<sup>a</sup>,Total response,Number,2,8998
3446,r003,1975<sup>a</sup>,Total response,Percent,2,98.2
3446,r004,1975<sup>a</sup>,Complete response,Number,2,8998
3446,r005,1975<sup>a</sup>,Complete response,Percent,2,98.2
3446,r006,1975<sup>a</sup>,Partial response,Number,2,NA
3446,r007,1975<sup>a</sup>,Partial response,Percent,2,NA
3446,r008,1975<sup>a</sup>,Nonresponse,Number,2,164
3446,r009,1975<sup>a</sup>,Nonresponse,Percent,2,1.8
3446,r010,1976,Total,,1,9275
3446,r011,1976,Total response,Number,2,9148
3446,r012,1976,Total response,Percent,2,98.6
3446,r013,1976,Complete response,Number,2,9148
3446,r014,1976,Complete response,Percent,2,98.6
3446,r015,1976,Partial response,Number,2,NA
3446,r016,1976,Partial response,Percent,2,NA
3446,r017,1976,Nonresponse,Number,2,127
3446,r018,1976,Nonresponse,Percent,2,1.4
3446,r019,1977,Total,,1,9513
3446,r020,1977,Total response,Number,2,9432
3446,r021,1977,Total response,Percent,2,99.1
3446,r022,1977,Complete response,Number,2,9432
3446,r023,1977,Complete response,Percent,2,99.1
3446,r024,1977,Partial response,Number,2,NA
3446,r025,1977,Partial response,Percent,2,NA
3446,r026,1977,Nonresponse,Number,2,81
3446,r027,1977,Nonresponse,Percent,2,0.9
3446,r028,1978<sup>b</sup>,Total,,1,8242
3446,r029,1978<sup>b</sup>,Total response,Number,2,8077
3446,r030,1978<sup>b</sup>,Total response,Percent,2,98.0
3446,r031,1978<sup>b</sup>,Complete response,Number,2,8077
3446,r032,1978<sup>b</sup>,Complete response,Percent,2,98.0
3446,r033,1978<sup>b</sup>,Partial response,Number,2,NA
3446,r034,1978<sup>b</sup>,Partial response,Percent,2,NA
3446,r035,1978<sup>b</sup>,Nonresponse,Number,2,165
3446,r036,1978<sup>b</sup>,Nonresponse,Percent,2,2.0
3446,r037,1979,Total,,1,9796
3446,r038,1979,Total response,Number,2,9446
3446,r039,1979,Total response,Percent,2,96.4
3446,r040,1979,Complete response,Number,2,9446
3446,r041,1979,Complete response,Percent,2,96.4
3446,r042,1979,Partial response,Number,2,NA
3446,r043,1979,Partial response,Percent,2,NA
3446,r044,1979,Nonresponse,Number,2,350
3446,r045,1979,Nonresponse,Percent,2,3.6
3446,r046,1980,Total,,1,9930
3446,r047,1980,Total response,Number,2,9593
3446,r048,1980,Total response,Percent,2,96.6
3446,r049,1980,Complete response,Number,2,9593
3446,r050,1980,Complete response,Percent,2,96.6
3446,r051,1980,Partial response,Number,2,NA
3446,r052,1980,Partial response,Percent,2,NA
3446,r053,1980,Nonresponse,Number,2,337
3446,r054,1980,Nonresponse,Percent,2,3.4
3446,r055,1981,Total,,1,9917
3446,r056,1981,Total response,Number,2,9207
3446,r057,1981,Total response,Percent,2,92.8
3446,r058,1981,Complete response,Number,2,8594
3446,r059,1981,Complete response,Percent,2,86.7
3446,r060,1981,Partial response,Number,2,613
3446,r061,1981,Partial response,Percent,2,6.2
3446,r062,1981,Nonresponse,Number,2,710
3446,r063,1981,Nonresponse,Percent,2,7.2
3446,r064,1982,Total,,1,9776
3446,r065,1982,Total response,Number,2,8848
3446,r066,1982,Total response,Percent,2,90.5
3446,r067,1982,Complete response,Number,2,8104
3446,r068,1982,Complete response,Percent,2,82.9
3446,r069,1982,Partial response,Number,2,744
3446,r070,1982,Partial response,Percent,2,7.6
3446,r071,1982,Nonresponse,Number,2,928
3446,r072,1982,Nonresponse,Percent,2,9.5
3446,r073,1983,Total,,1,9663
3446,r074,1983,Total response,Number,2,8886
3446,r075,1983,Total response,Percent,2,92.0
3446,r076,1983,Complete response,Number,2,8070
3446,r077,1983,Complete response,Percent,2,83.5
3446,r078,1983,Partial response,Number,2,816
3446,r079,1983,Partial response,Percent,2,8.4
3446,r080,1983,Nonresponse,Number,2,777
3446,r081,1983,Nonresponse,Percent,2,8.0
3446,r082,1984,Total,,1,8748
3446,r083,1984,Total response,Number,2,8133
3446,r084,1984,Total response,Percent,2,93.0
3446,r085,1984,Complete response,Number,2,7490
3446,r086,1984,Complete response,Percent,2,85.6
3446,r087,1984,Partial response,Number,2,643
3446,r088,1984,Partial response,Percent,2,7.4
3446,r089,1984,Nonresponse,Number,2,615
3446,r090,1984,Nonresponse,Percent,2,7.0
3446,r091,1985,Total,,1,9025
3446,r092,1985,Total response,Number,2,8490
3446,r093,1985,Total response,Percent,2,94.1
3446,r094,1985,Complete response,Number,2,7818
3446,r095,1985,Complete response,Percent,2,86.6
3446,r096,1985,Partial response,Number,2,672
3446,r097,1985,Partial response,Percent,2,7.4
3446,r098,1985,Nonresponse,Number,2,535
3446,r099,1985,Nonresponse,Percent,2,5.9
3446,r100,1986,Total,,1,9097
3446,r101,1986,Total response,Number,2,8596
3446,r102,1986,Total response,Percent,2,94.5
3446,r103,1986,Complete response,Number,2,7817
3446,r104,1986,Complete response,Percent,2,85.9
3446,r105,1986,Partial response,Number,2,779
3446,r106,1986,Partial response,Percent,2,8.6
3446,r107,1986,Nonresponse,Number,2,501
3446,r108,1986,Nonresponse,Percent,2,5.5
3446,r109,1987,Total,,1,9254
3446,r110,1987,Total response,Number,2,8745
3446,r111,1987,Total response,Percent,2,94.5
3446,r112,1987,Complete response,Number,2,8030
3446,r113,1987,Complete response,Percent,2,86.8
3446,r114,1987,Partial response,Number,2,715
3446,r115,1987,Partial response,Percent,2,7.7
3446,r116,1987,Nonresponse,Number,2,509
3446,r117,1987,Nonresponse,Percent,2,5.5
3446,r118,1988,Total,,1,10295
3446,r119,1988,Total response,Number,2,9782
3446,r120,1988,Total response,Percent,2,95.0
3446,r121,1988,Complete response,Number,2,8812
3446,r122,1988,Complete response,Percent,2,85.6
3446,r123,1988,Partial response,Number,2,970
3446,r124,1988,Partial response,Percent,2,9.4
3446,r125,1988,Nonresponse,Number,2,513
3446,r126,1988,Nonresponse,Percent,2,5.0
3446,r127,1989,Total,,1,10318
3446,r128,1989,Total response,Number,2,9799
3446,r129,1989,Total response,Percent,2,95.0
3446,r130,1989,Complete response,Number,2,8908
3446,r131,1989,Complete response,Percent,2,86.3
3446,r132,1989,Partial response,Number,2,891
3446,r133,1989,Partial response,Percent,2,8.6
3446,r134,1989,Nonresponse,Number,2,519
3446,r135,1989,Nonresponse,Percent,2,5.0
3446,r136,1990,Total,,1,10483
3446,r137,1990,Total response,Number,2,9937
3446,r138,1990,Total response,Percent,2,94.8
3446,r139,1990,Complete response,Number,2,8884
3446,r140,1990,Complete response,Percent,2,84.7
3446,r141,1990,Partial response,Number,2,1053
3446,r142,1990,Partial response,Percent,2,10.0
3446,r143,1990,Nonresponse,Number,2,546
3446,r144,1990,Nonresponse,Percent,2,5.2
3446,r145,1991,Total,,1,10705
3446,r146,1991,Total response,Number,2,10238
3446,r147,1991,Total response,Percent,2,95.6
3446,r148,1991,Complete response,Number,2,9052
3446,r149,1991,Complete response,Percent,2,84.6
3446,r150,1991,Partial response,Number,2,1186
3446,r151,1991,Partial response,Percent,2,11.1
3446,r152,1991,Nonresponse,Number,2,467
3446,r153,1991,Nonresponse,Percent,2,4.4
3446,r154,1992,Total,,1,10936
3446,r155,1992,Total response,Number,2,10604
3446,r156,1992,Total response,Percent,2,97.0
3446,r157,1992,Complete response,Number,2,9066
3446,r158,1992,Complete response,Percent,2,82.9
3446,r159,1992,Partial response,Number,2,1538
3446,r160,1992,Partial response,Percent,2,14.1
3446,r161,1992,Nonresponse,Number,2,332
3446,r162,1992,Nonresponse,Percent,2,3.0
3446,r163,1993,Total,,1,11146
3446,r164,1993,Total response,Number,2,10711
3446,r165,1993,Total response,Percent,2,96.1
3446,r166,1993,Complete response,Number,2,9156
3446,r167,1993,Complete response,Percent,2,82.1
3446,r168,1993,Partial response,Number,2,1555
3446,r169,1993,Partial response,Percent,2,14.0
3446,r170,1993,Nonresponse,Number,2,435
3446,r171,1993,Nonresponse,Percent,2,3.9
3446,r172,1994,Total,,1,11411
3446,r173,1994,Total response,Number,2,10972
3446,r174,1994,Total response,Percent,2,96.2
3446,r175,1994,Complete response,Number,2,8863
3446,r176,1994,Complete response,Percent,2,77.7
3446,r177,1994,Partial response,Number,2,2109
3446,r178,1994,Partial response,Percent,2,18.5
3446,r179,1994,Nonresponse,Number,2,439
3446,r180,1994,Nonresponse,Percent,2,3.8
3446,r181,1995,Total,,1,11598
3446,r182,1995,Total response,Number,2,11244
3446,r183,1995,Total response,Percent,2,96.9
3446,r184,1995,Complete response,Number,2,9514
3446,r185,1995,Complete response,Percent,2,82.0
3446,r186,1995,Partial response,Number,2,1730
3446,r187,1995,Partial response,Percent,2,14.9
3446,r188,1995,Nonresponse,Number,2,354
3446,r189,1995,Nonresponse,Percent,2,3.1
3446,r190,1996,Total,,1,11592
3446,r191,1996,Total response,Number,2,11373
3446,r192,1996,Total response,Percent,2,98.1
3446,r193,1996,Complete response,Number,2,9851
3446,r194,1996,Complete response,Percent,2,85.0
3446,r195,1996,Partial response,Number,2,1522
3446,r196,1996,Partial response,Percent,2,13.1
3446,r197,1996,Nonresponse,Number,2,219
3446,r198,1996,Nonresponse,Percent,2,1.9
3446,r199,1997,Total,,1,11597
3446,r200,1997,Total response,Number,2,11385
3446,r201,1997,Total response,Percent,2,98.2
3446,r202,1997,Complete response,Number,2,9720
3446,r203,1997,Complete response,Percent,2,83.8
