table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
10129,r001,All institutions,All institutions,,1,-,"['63,712,945', '']","['33,333,946', '']","['4,503,012', '']","['17,368,946', '']","['3,419,441', '']","['3,331,506', '']","['1,756,094', '']"
10129,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['1,805,950', '']","['780,318', '']","['40,658', '']","['438,949', '']","['128,983', '']","['251,612', '']","['165,430', '']"
10129,r003,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,2,"['1,770,708', '']","['970,636', '']","['1,592', '']","['612,187', '']","['106,122', '']","['71,520', '']","['8,651', '']"
10129,r004,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,3,"['1,559,708', '']","['1,083,090', '']","['19,188', '']","['117,096', '']","['61,099', '']","['231,172', '']","['48,063', '']"
10129,r005,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,4,"['1,536,197', '']","['848,138', '']","['89,554', '']","['287,147', '']","['87,218', '']","['187,416', '']","['36,724', '']"
10129,r006,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,5,"['1,533,357', '']","['970,696', '']","['58,556', '']","['213,400', '']","['106,189', '']","['111,854', '']","['72,662', '']"
10129,r007,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,6,"['1,523,513', '']","['740,854', '']","['109,946', '']","['463,759', '']","['40,450', '']","['127,756', '']","['40,748', '']"
10129,r008,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,7,"['1,363,388', '']","['636,902', '']","['66,409', '']","['424,790', '']","['141,894', '']","['52,073', '']","['41,320', '']"
10129,r009,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,8,"['1,361,028', '']","['827,158', '']","['38,681', '']","['343,102', '']","['49,664', '']","['84,942', '']","['17,481', '']"
10129,r010,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,9,"['1,251,998', '']","['814,647', '']","['10,753', '']","['281,033', '']","['36,310', '']","['63,172', '']","['46,083', '']"
10129,r011,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,10,"['1,231,485', '']","['940,488', '']","['117,204', '']","['62,025', '']","['82,540', '']","['25,348', '']","['3,880', '']"
10129,r012,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,11,"['1,228,550', '']","['750,447', '']","['49,950', '']","['334,100', '']","['34,844', '']","['52,546', '']","['6,663', '']"
10129,r013,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,12,"['1,202,084', '']","['652,384', '']","['73,329', '']","['345,240', '']","['51,926', '']","['45,113', '']","['34,092', '']"
10129,r014,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,13,"['1,182,536', '']","['225,659', '']","['297,033', '']","['231,583', '']","['241,850', '']","['34,523', '']","['151,888', '']"
10129,r015,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,14,"['1,152,666', '']","['505,355', '']","['218,735', '']","['315,112', '']","['35,535', '']","['47,156', '']","['30,773', '']"
10129,r016,All institutions -> U. Florida,All institutions,U. Florida,2,15,"['1,085,834', '']","['467,739', '']","['171,655', '']","['327,074', '']","['39,233', '']","['51,825', '']","['28,308', '']"
10129,r017,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,16,"['1,019,940', '']","['681,159', '']","['47,345', '']","['207,630', '']","['24,121', '']","['30,128', '']","['29,557', '']"
10129,r018,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,17,"['981,035', '']","['468,542', '']","['37,894', '']","['210,324', '']","['69,062', '']","['169,790', '']","['25,423', '']"
10129,r019,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,18,"['883,807', '']","['468,468', '']","['71,806', '']","['211,277', '']","['50,684', '']","['42,552', '']","['39,020', '']"
10129,r020,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,19,"['845,896', '']","['536,296', '']","['31,721', '']","['151,594', '']","['76,512', '']","['45,893', '']","['3,880', '']"
10129,r021,All institutions -> U. Arizona,All institutions,U. Arizona,2,20,"['824,340', '']","['374,936', '']","['30,993', '']","['254,878', '']","['27,911', '']","['28,814', '']","['106,808', '']"
10129,r022,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,21,"['797,224', '']","['309,094', '']","['98,817', '']","['282,983', '']","['21,980', '']","['62,833', '']","['21,517', '']"
10129,r023,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,22,"['765,909', '']","['420,953', '']","['28,024', '']","['215,146', '']","['49,272', '']","['33,693', '']","['18,821', '']"
10129,r024,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,23,"['759,229', '']","['381,504', '']","['42,516', '']","['291,592', '']","['10,942', '']","['17,393', '']","['15,282', '']"
10129,r025,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,24,"['754,627', '']","['352,890', '']","['39,511', '']","['227,592', '']","['69,428', '']","['25,281', '']","['39,925', '']"
10129,r026,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,25,"['751,309', '']","['360,300', '']","['3,951', '']","['272,216', '']","['34,091', '']","['67,315', '']","['13,436', '']"
10129,r027,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,26,"['719,002', '']","['298,154', '']","['85,808', '']","['166,635', '']","['47,282', '']","['54,435', '']","['66,688', '']"
10129,r028,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,27,"['713,480', '']","['421,223', '']","['8,816', '']","['172,809', '']","['73,595', '']","['35,196', '']","['1,841', '']"
10129,r029,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,28,"['712,231', '']","['351,660', '']","['90,882', '']","['149,889', '']","['44,250', '']","['71,821', '']","['3,729', '']"
10129,r030,All institutions -> U. Utah,All institutions,U. Utah,2,29,"['670,119', '']","['367,040', '']","['3,347', '']","['221,473', '']","['43,073', '']","['31,556', '']","['3,630', '']"
10129,r031,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,30,"['662,658', '']","['332,993', '']","['9,520', '']","['187,912', '']","['32,511', '']","['32,320', '']","['67,402', '']"
10129,r032,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,31,"['615,070', '']","['350,392', '']","['6,044', '']","['161,967', '']","['45,002', '']","['38,204', '']","['13,461', '']"
10129,r033,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,32,"['611,380', '']","['507,892', '']","['5,422', '']","['46,096', '']","['11,316', '']","['17,307', '']","['23,347', '']"
10129,r034,All institutions -> U. Colorado Anschutz Medical Campus<sup>b</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>b</sup>,2,33,"['611,358', '']","['429,949', '']","['24,575', '']","['47,955', '']","['52,346', '']","['43,531', '']","['13,002', '']"
10129,r035,All institutions -> U. Iowa,All institutions,U. Iowa,2,34,"['594,215', '']","['314,346', '']","['5,957', '']","['220,605', '']","['32,201', '']","['21,085', '']","['21', '']"
10129,r036,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,35,"['591,861', '']","['240,305', '']","['75,010', '']","['225,690', '']","['37,005', '']","['6,972', '']","['6,879', '']"
10129,r037,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,36,"['583,203', '']","['250,582', '']","['130,707', '']","['145,171', '']","['52,960', '']","['3,451', '']","['332', '']"
10129,r038,All institutions -> U. Georgia,All institutions,U. Georgia,2,37,"['545,631', '']","['220,343', '']","['55,206', '']","['237,894', '']","['12,775', '']","['12,380', '']","['7,033', '']"
10129,r039,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,38,"['534,947', '']","['291,393', '']","['15,008', '']","['115,832', '']","['42,941', '']","['33,110', '']","['36,663', '']"
10129,r040,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,39,"['479,226', '']","['346,724', '']","['1,322', '']","['45,950', '']","['43,965', '']","['40,925', '']","['340', '']"
10129,r041,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,40,"['476,517', '']","['253,852', '']","['32,619', '']","['137,897', '']","['10,715', '']","['13,292', '']","['28,142', '']"
10129,r042,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,41,"['456,911', '']","['316,727', '']","['30,749', '']","['65,700', '']","['11,888', '']","['22,618', '']","['9,229', '']"
