table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_hierarchy_depth,field_2023_actual,field_2024_preliminarya,field_2025_proposed,field_2023_24_change_,field_2024_25_change_
12580,r001,R&D and R&D plant,R&D and R&D plant,,,,,1,49067,48703,51144,-0.7,5.0
12580,r002,R&D and R&D plant -> Consumer and occupational health and safety (554) ,R&D and R&D plant,Consumer and occupational health and safety (554) ,,,,2,507,507,507,0.0,0.0
12580,r003,R&D and R&D plant -> Consumer and occupational health and safety (554)  -> Consumer Product Safety Commission,R&D and R&D plant,Consumer and occupational health and safety (554) ,Consumer Product Safety Commission,,,3,1,1,1,0.0,0.0
12580,r004,R&D and R&D plant -> Consumer and occupational health and safety (554)  -> Department of Health and Human Services,R&D and R&D plant,Consumer and occupational health and safety (554) ,Department of Health and Human Services,,,3,506,506,506,0.0,0.0
12580,r005,R&D and R&D plant -> Consumer and occupational health and safety (554)  -> Department of Health and Human Services -> Food and Drug Administration ,R&D and R&D plant,Consumer and occupational health and safety (554) ,Department of Health and Human Services,Food and Drug Administration ,,4,506,506,506,0.0,0.0
12580,r006,"R&D and R&D plant -> Health care services and health research and training (551, 552)",R&D and R&D plant,"Health care services and health research and training (551, 552)",,,,2,48560,48196,50637,-0.8,5.1
12580,r007,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services,,,3,48560,48196,50637,-0.8,5.1
12580,r008,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Agency for Healthcare Research and Quality",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,357,357,398,0.0,11.5
12580,r009,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Centers for Disease Control and Prevention",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Centers for Disease Control and Prevention,,4,404,605,605,49.8,0.0
12580,r010,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Departmental management (other)",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Departmental management (other),,4,18,18,18,0.0,0.0
