table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
989,r001,All doctorate recipients (number) -> 1997,Totala,,,1,42539
989,r002,All doctorate recipients (number) -> 1997,Sex,Male,,2,24942
989,r003,All doctorate recipients (number) -> 1997,Sex,Female,,2,17242
989,r004,All doctorate recipients (number) -> 1997,Citizenship status,U.S. citizen or permanent resident,,2,31097
989,r005,All doctorate recipients (number) -> 1997,Citizenship status,Temporary visa holder,,2,9194
989,r006,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Hispanic or Latino,,2,1203
989,r007,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,167
989,r008,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,3109
989,r009,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1476
989,r010,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,23964
989,r011,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
989,r012,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,509
989,r013,All doctorate recipients (number) -> 1997,U.S. citizens and permanent residents,Ethnicity not reported,,2,669
989,r014,All doctorate recipients (number) -> 2002,Totala,,,1,40031
989,r015,All doctorate recipients (number) -> 2002,Sex,Male,,2,21806
989,r016,All doctorate recipients (number) -> 2002,Sex,Female,,2,18140
989,r017,All doctorate recipients (number) -> 2002,Citizenship status,U.S. citizen or permanent resident,,2,27737
989,r018,All doctorate recipients (number) -> 2002,Citizenship status,Temporary visa holder,,2,9747
989,r019,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Hispanic or Latino,,2,1370
989,r020,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,142
989,r021,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,2091
989,r022,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1666
989,r023,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,21035
989,r024,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,269
989,r025,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,387
989,r026,All doctorate recipients (number) -> 2002,U.S. citizens and permanent residents,Ethnicity not reported,,2,777
989,r027,All doctorate recipients (number) -> 2007,Totala,,,1,48132
989,r028,All doctorate recipients (number) -> 2007,Sex,Male,,2,26202
989,r029,All doctorate recipients (number) -> 2007,Sex,Female,,2,21904
989,r030,All doctorate recipients (number) -> 2007,Citizenship status,U.S. citizen or permanent resident,,2,29501
989,r031,All doctorate recipients (number) -> 2007,Citizenship status,Temporary visa holder,,2,15123
989,r032,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Hispanic or Latino,,2,1655
989,r033,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,140
989,r034,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,2308
989,r035,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1891
989,r036,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,22067
989,r037,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,505
989,r038,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,304
989,r039,All doctorate recipients (number) -> 2007,U.S. citizens and permanent residents,Ethnicity not reported,,2,631
989,r040,All doctorate recipients (number) -> 2012,Totala,,,1,50944
989,r041,All doctorate recipients (number) -> 2012,Sex,Male,,2,27362
989,r042,All doctorate recipients (number) -> 2012,Sex,Female,,2,23527
989,r043,All doctorate recipients (number) -> 2012,Citizenship status,U.S. citizen or permanent resident,,2,32981
989,r044,All doctorate recipients (number) -> 2012,Citizenship status,Temporary visa holder,,2,14784
989,r045,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Hispanic or Latino,,2,2144
989,r046,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,104
989,r047,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,2943
989,r048,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2055
989,r049,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,24010
989,r050,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,807
989,r051,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,3,293
989,r052,All doctorate recipients (number) -> 2012,U.S. citizens and permanent residents,Ethnicity not reported,,2,625
989,r053,All doctorate recipients (number) -> 2017,Totala,,,1,54664
