table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
7314,r017,All HBCUs -> U. District of Columbia,All HBCUs,U. District of Columbia,2,16,8078.4,1445.0,5863.8,0.0,769.6,0.0,0.0
7314,r018,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,17,7938.1,7039.0,0.0,0.0,0.0,522.5,376.6
7314,r019,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,18,6272.5,4684.7,0.0,150.0,1401.6,36.2,0.0
7314,r020,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,19,5868.1,4067.8,0.0,0.0,99.0,0.0,1701.3
7314,r021,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,20,5828.6,4543.9,0.0,0.0,689.8,500.0,94.9
7314,r022,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,21,5744.4,4299.5,0.0,0.0,1444.9,0.0,0.0
7314,r023,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,22,5353.2,5028.3,0.0,0.0,65.9,250.0,9.0
7314,r024,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,23,5045.3,4496.9,0.0,0.0,548.4,0.0,0.0
7314,r025,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,24,4818.1,3253.8,0.0,0.0,1451.9,0.0,112.5
7314,r026,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,25,4656.7,4656.7,0.0,0.0,0.0,0.0,0.0
7314,r027,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,26,4462.6,4462.6,0.0,0.0,0.0,0.0,0.0
7314,r028,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,27,4429.9,3390.6,0.0,0.0,1017.2,0.0,22.0
7314,r029,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,28,4376.5,3304.6,0.0,0.0,1071.9,0.0,0.0
7314,r030,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,29,4193.5,2734.6,0.0,0.0,1458.8,0.0,0.0
7314,r031,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,30,4107.5,1998.9,0.0,0.0,2108.6,0.0,0.0
7314,r032,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,31,3909.0,3391.2,0.0,0.0,517.8,0.0,0.0
7314,r033,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,32,3736.5,1952.3,0.0,0.0,1784.2,0.0,0.0
7314,r034,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,33,3037.0,2332.5,0.0,0.0,704.5,0.0,0.0
7314,r035,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,34,2813.7,1972.3,0.0,0.0,841.4,0.0,0.0
7314,r036,All HBCUs -> Benedict C.,All HBCUs,Benedict C.,2,35,2407.6,2407.6,0.0,0.0,0.0,0.0,0.0
7314,r037,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,36,2317.5,1155.8,0.0,0.0,1161.7,0.0,0.0
7314,r038,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,37,2259.9,1121.9,0.0,0.0,1138.0,0.0,0.0
7314,r039,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,38,2255.8,1182.6,0.0,0.0,923.7,0.0,149.6
7314,r040,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,39,1791.5,158.3,0.0,0.0,1633.2,0.0,0.0
7314,r041,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,40,1697.5,1689.5,0.0,0.0,8.0,0.0,0.0
7314,r042,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,41,1615.5,518.7,0.0,0.0,1096.8,0.0,0.0
7314,r043,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,42,1582.5,1270.0,0.0,0.0,312.5,0.0,0.0
7314,r044,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,43,1447.7,1447.7,0.0,0.0,0.0,0.0,0.0
7314,r045,All HBCUs -> LeMoyne-Owen C.,All HBCUs,LeMoyne-Owen C.,2,44,1399.1,329.8,0.0,0.0,1069.3,0.0,0.0
7314,r046,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,45,1389.3,1340.9,0.0,0.0,48.5,0.0,0.0
7314,r047,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,46,1343.3,596.2,0.0,0.0,747.1,0.0,0.0
7314,r048,All HBCUs -> Lane C.,All HBCUs,Lane C.,2,47,816.8,163.4,0.0,0.0,653.4,0.0,0.0
7314,r049,All HBCUs -> Florida Memorial U.,All HBCUs,Florida Memorial U.,2,48,781.9,15.6,0.0,0.0,766.3,0.0,0.0
7314,r050,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,49,643.0,643.0,0.0,0.0,0.0,0.0,0.0
7314,r051,"All HBCUs -> Lawson State Community C., Birmingham",All HBCUs,"Lawson State Community C., Birmingham",2,50,521.1,104.2,0.0,0.0,416.9,0.0,0.0
7314,r052,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,51,448.9,89.8,0.0,0.0,359.1,0.0,0.0
7314,r053,All HBCUs -> Albany State U.,All HBCUs,Albany State U.,2,52,426.6,160.0,0.0,0.0,40.0,0.0,226.7
7314,r054,"All HBCUs -> Southern U. and A&M C., System Office",All HBCUs,"Southern U. and A&M C., System Office",2,53,418.4,0.0,0.0,0.0,418.4,0.0,0.0
7314,r055,All HBCUs -> Lincoln U. Commonwealth of Pennsylvania,All HBCUs,Lincoln U. Commonwealth of Pennsylvania,2,54,400.0,80.0,0.0,0.0,320.0,0.0,0.0
7314,r056,All HBCUs -> Virginia Union U.,All HBCUs,Virginia Union U.,2,55,344.1,336.8,0.0,0.0,7.3,0.0,0.0
7314,r057,All HBCUs -> Coppin State U.,All HBCUs,Coppin State U.,2,56,334.5,134.7,0.0,0.0,199.9,0.0,0.0
7314,r058,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,57,301.4,301.4,0.0,0.0,0.0,0.0,0.0
7314,r059,All HBCUs -> Stillman C.,All HBCUs,Stillman C.,2,58,249.9,0.0,0.0,0.0,0.0,0.0,249.9
7314,r060,All HBCUs -> Paine C.,All HBCUs,Paine C.,2,59,202.4,0.0,0.0,0.0,0.0,0.0,202.4
7314,r061,All HBCUs -> Voorhees C.,All HBCUs,Voorhees C.,2,60,200.0,160.0,0.0,0.0,40.0,0.0,0.0
7314,r062,All HBCUs -> Oakwood U.,All HBCUs,Oakwood U.,2,61,183.7,0.0,0.0,0.0,0.0,0.0,183.7
7314,r063,All HBCUs -> Edward Waters C.,All HBCUs,Edward Waters C.,2,62,150.0,120.0,0.0,0.0,30.0,0.0,0.0
7314,r064,All HBCUs -> Texas C.,All HBCUs,Texas C.,2,63,149.5,119.6,0.0,0.0,29.9,0.0,0.0
